Id,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status
bufr4/0/11/037/12,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,12,"0,2 ≤ ave < 0,3 0,4 ≤ peak < 0,5",,,,,Operational
bufr4/0/11/037/13,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,13,"0,3 ≤ ave < 0,4 0,4 ≤ peak < 0,5",,,,,Operational
bufr4/0/11/037/14,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,14,"0,4 ≤ ave < 0,5 0,4 ≤ peak < 0,5",,,,,Operational
bufr4/0/11/037/15,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,15,"ave < 0,1 0,5 ≤ peak < 0,8",,,,,Operational
bufr4/0/11/037/16,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,16,"0,1 ≤ ave < 0,2 0,5 ≤ peak < 0,8",,,,,Operational
bufr4/0/11/037/17,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,17,"0,2 ≤ ave < 0,3 0,5 ≤ peak < 0,8",,,,,Operational
bufr4/0/11/037/18,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,18,"0,3 ≤ ave < 0,4 0,5 ≤ peak < 0,8",,,,,Operational
bufr4/0/11/037/19,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,19,"0,4 ≤ ave < 0,5 0,5 ≤ peak < 0,8",,,,,Operational
bufr4/0/11/037/20,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,20,"0,5 ≤ ave < 0,8 0,5 ≤ peak < 0,8",,,,,Operational
bufr4/0/11/037/21,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,21,"ave < 0,1 0,8 ≤ peak",,,,,Operational
bufr4/0/11/037/22,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,22,"0,1 ≤ ave < 0,2 0,8 ≤ peak",,,,,Operational
bufr4/0/11/037/23,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,23,"0,2 ≤ ave < 0,3 0,8 ≤ peak",,,,,Operational
bufr4/0/11/037/24,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,24,"0,3 ≤ ave < 0,4 0,8 ≤ peak",,,,,Operational
bufr4/0/11/037/25,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,25,"0,4 ≤ ave < 0,5 0,8 ≤ peak",,,,,Operational
bufr4/0/11/037/26,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,26,"0,5 ≤ ave < 0,8 0,8 ≤ peak",,,,,Operational
bufr4/0/11/037/27,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,27,"0,8 ≤ ave 0,8 ≤ peak",,,,,Operational
bufr4/0/11/037/28,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,28,Нуль Нуль,,,,,Operational
bufr4/0/11/037/29-62,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,29-62,Зарезервированы Зарезервированы,,,,,Operational
bufr4/0/11/037/63,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,63,Отсутствующее значение Отсутствующее значение,,,,,Operational
bufr4/0/11/038/0,011038,Время наступления пиковой скорости вихревой диссипации Минуты,0,min < 1,,,,,Operational
bufr4/0/11/038/1,011038,Время наступления пиковой скорости вихревой диссипации Минуты,1,1 ≤ min < 2,,,,,Operational
bufr4/0/11/038/2,011038,Время наступления пиковой скорости вихревой диссипации Минуты,2,2 ≤ min < 3,,,,,Operational
bufr4/0/11/038/3,011038,Время наступления пиковой скорости вихревой диссипации Минуты,3,3 ≤ min < 4,,,,,Operational
bufr4/0/11/038/4,011038,Время наступления пиковой скорости вихревой диссипации Минуты,4,4 ≤ min < 5,,,,,Operational
bufr4/0/11/038/5,011038,Время наступления пиковой скорости вихревой диссипации Минуты,5,5 ≤ min < 6,,,,,Operational
bufr4/0/11/038/6,011038,Время наступления пиковой скорости вихревой диссипации Минуты,6,6 ≤ min < 7,,,,,Operational
bufr4/0/11/038/7,011038,Время наступления пиковой скорости вихревой диссипации Минуты,7,7 ≤ min < 8,,,,,Operational
bufr4/0/11/038/8,011038,Время наступления пиковой скорости вихревой диссипации Минуты,8,8 ≤ min < 9,,,,,Operational
bufr4/0/11/038/9,011038,Время наступления пиковой скорости вихревой диссипации Минуты,9,9 ≤ min < 10,,,,,Operational
bufr4/0/11/038/10,011038,Время наступления пиковой скорости вихревой диссипации Минуты,10,10 ≤ min < 11,,,,,Operational
bufr4/0/11/038/11,011038,Время наступления пиковой скорости вихревой диссипации Минуты,11,11 ≤ min < 12,,,,,Operational
bufr4/0/11/038/12,011038,Время наступления пиковой скорости вихревой диссипации Минуты,12,12 ≤ min < 13,,,,,Operational
bufr4/0/11/038/13,011038,Время наступления пиковой скорости вихревой диссипации Минуты,13,13 ≤ min < 14,,,,,Operational
bufr4/0/11/038/14,011038,Время наступления пиковой скорости вихревой диссипации Минуты,14,14 ≤ min < 15,,,,,Operational
bufr4/0/11/038/15,011038,Время наступления пиковой скорости вихревой диссипации Минуты,15,Информации о времени не имеется,,,,,Operational
bufr4/0/11/038/16-30,011038,Время наступления пиковой скорости вихревой диссипации Минуты,16-30,Зарезервированы,,,,,Operational
bufr4/0/11/038/31,011038,Время наступления пиковой скорости вихревой диссипации Минуты,31,Отсутствующее значение,,,,,Operational
bufr4/0/11/039/0,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,0,min < 1,,,,,Operational
bufr4/0/11/039/1,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,1,1 ≤ min < 2,,,,,Operational
bufr4/0/11/039/2,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,2,2 ≤ min < 3,,,,,Operational
bufr4/0/11/039/3,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,3,3 ≤ min < 4,,,,,Operational
bufr4/0/11/039/4,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,4,4 ≤ min < 5,,,,,Operational
bufr4/0/11/039/5,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,5,5 ≤ min < 6,,,,,Operational
bufr4/0/11/039/6,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,6,6 ≤ min < 7,,,,,Operational
bufr4/0/11/039/7,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,7,7 ≤ min < 8,,,,,Operational
bufr4/0/11/039/8,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,8,8 ≤ min < 9,,,,,Operational
bufr4/0/11/039/9,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,9,9 ≤ min < 10,,,,,Operational
bufr4/0/11/039/10,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,10,10 ≤ min < 11,,,,,Operational
bufr4/0/11/039/11,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,11,11 ≤ min < 12,,,,,Operational
bufr4/0/11/039/12,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,12,12 ≤ min < 13,,,,,Operational
bufr4/0/11/039/13,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,13,13 ≤ min < 14,,,,,Operational
bufr4/0/11/039/14,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,14,14 ≤ min < 15,,,,,Operational
bufr4/0/11/039/15-59,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,15-59,"Как и выше, до значения 59 ≤ min < 60",,,,,Operational
bufr4/0/11/039/60,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,60,Информации о времени не имеется,,,,,Operational
bufr4/0/11/039/61-62,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,61-62,Зарезервированы,,,,,Operational
bufr4/0/11/039/63,011039,Расширенное время наступления пиковой скорости вихревой диссипации Минуты,63,Отсутствующее значение,,,,,Operational
