Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/11/071,11,Ветер и турбулентность в BUFR/CREX,011071,Турбулентный вертикальный поток количества движения,2 -2 м ·с,3,-128,14,2 -2 м ·с,3,5,,,Operational
bufr4/0/11/072,11,Ветер и турбулентность в BUFR/CREX,011072,Турбулентный поток вертикальной подъемной силы,-1 K·м·с,3,-128,11,-1 K·м·с,3,4,,,Operational
bufr4/0/11/073,11,Ветер и турбулентность в BUFR/CREX,011073,Турбулентная кинетическая энергия,2 -2 м ·с,2,-1024,13,2 -2 м ·с,2,4,,,Operational
bufr4/0/11/074,11,Ветер и турбулентность в BUFR/CREX,011074,Энергия диссипации,2 -2 ·с м,2,-1024,10,2 -2 м ·с,2,4,,,Operational
bufr4/0/11/075,11,Ветер и турбулентность в BUFR/CREX,011075,Средняя турбулентная интенсивность (скорость вихревой диссипации),2/3 -1 ·с м,2,0,8,2/3 -1 м ·с,2,3,,,Operational
bufr4/0/11/076,11,Ветер и турбулентность в BUFR/CREX,011076,Пик турбулентной интенсивности (скорость вихревой диссипации),2/3 -1 м ·с,2,0,8,2/3 -1 м ·с,2,3,,,Operational
bufr4/0/11/077,11,Ветер и турбулентность в BUFR/CREX,011077,Интервал передачи сообщений или время усреднения для скорости вихревой диссипации,c,0,0,12,c,0,4,,,Operational
bufr4/0/11/081,11,Ветер и турбулентность в BUFR/CREX,011081,"Направление ветра на высоте 10 м, полученное по модели",истинные градусы,2,0,16,истинные градусы,2,5,,,Operational
bufr4/0/11/082,11,Ветер и турбулентность в BUFR/CREX,011082,"Скорость ветра на высоте 10 м, полученная по модели",-1 м·с,2,0,14,-1 м·с,2,4,,,Operational
bufr4/0/11/083,11,Ветер и турбулентность в BUFR/CREX,011083,Скорость ветра,-1 км·ч,0,0,9,-1 км·ч,0,3,,,Operational
bufr4/0/11/084,11,Ветер и турбулентность в BUFR/CREX,011084,Скорость ветра,уз,0,0,8,уз,0,3,,,Operational
bufr4/0/11/085,11,Ветер и турбулентность в BUFR/CREX,011085,Максимальная скорость порыва ветра,-1 км·ч,0,0,9,-1 км·ч,0,3,,,Operational
bufr4/0/11/086,11,Ветер и турбулентность в BUFR/CREX,011086,Максимальная скорость порыва ветра,уз,0,0,8,уз,0,3,,,Operational
bufr4/0/11/095,11,Ветер и турбулентность в BUFR/CREX,011095,"Компонента u вектора ветра, используемого в модели",-1 м·с,1,-4096,13,-1 м·с,1,4,,,Operational
bufr4/0/11/096,11,Ветер и турбулентность в BUFR/CREX,011096,"Компонента v вектора ветра, используемого в модели",-1 м·с,1,-4096,13,-1 м·с,1,4,,,Operational
bufr4/0/11/097,11,Ветер и турбулентность в BUFR/CREX,011097,Скорость ветра по данным альтиметра,-1 м·с,2,0,12,-1 м·с,2,4,,,Operational
bufr4/0/11/098,11,Ветер и турбулентность в BUFR/CREX,011098,Скорость ветра по данным радиометра,-1 м·с,2,0,12,-1 м·с,2,4,,,Operational
bufr4/0/11/100,11,Ветер и турбулентность в BUFR/CREX,011100,Истинная воздушная скорость судна,-1 м·с,1,0,12,-1 м·с,1,4,,,Operational
bufr4/0/11/101,11,Ветер и турбулентность в BUFR/CREX,011101,"Путевая скорость воздушного судна, компонента u",-1 м·с,1,-4096,13,-1 м·с,1,4,,,Operational
bufr4/0/11/102,11,Ветер и турбулентность в BUFR/CREX,011102,"Путевая скорость воздушного судна, компонента v",-1 м·с,1,-4096,13,-1 м·с,1,4,,,Operational
bufr4/0/11/103,11,Ветер и турбулентность в BUFR/CREX,011103,"Путевая скорость воздушного судна, компонента w",-1 м·с,1,-512,10,-1 м·с,1,3,,,Operational
bufr4/0/11/104,11,Ветер и турбулентность в BUFR/CREX,011104,"Истинный курс воздушного судна, морского судна или другой подвижной платформы",истинные градусы,0,0,9,истинные градусы,0,3,,,Operational
bufr4/0/11/105,11,Ветер и турбулентность в BUFR/CREX,011105,Вариант алгоритма EDR*,Числ.,0,0,6,Числ.,0,2,,,Operational
bufr4/0/11/106,11,Ветер и турбулентность в BUFR/CREX,011106,Скользящий минимальный достоверный интервал,Числ.,1,0,4,Числ.,1,2,,,Operational
bufr4/0/11/107,11,Ветер и турбулентность в BUFR/CREX,011107,Максимальное число дефектных входных данных,Числ.,0,0,5,Числ.,0,2,,,Operational
bufr4/0/11/108,11,Ветер и турбулентность в BUFR/CREX,011108,Определение позиции пике,Числ.,1,0,4,Числ.,1,2,,,Operational
bufr4/0/11/109,11,Ветер и турбулентность в BUFR/CREX,011109,Число хороших данных EDR*,Числ.,0,0,4,Числ.,0,2,,,Operational
bufr4/0/11/110,11,Ветер и турбулентность в BUFR/CREX,011110,Неопределенность компоненты u,-1 м·с,1,-4096,13,-1 м·с,1,4,,,Operational
bufr4/0/11/111,11,Ветер и турбулентность в BUFR/CREX,011111,Неопределенность компоненты v,-1 м·с,1,-4096,13,-1 м·с,1,4,,,Operational
bufr4/0/11/112,11,Ветер и турбулентность в BUFR/CREX,011112,Неопределенность компоненты w,-1 м·с,2,-4096,13,-1 м·с,2,4,,,Operational
bufr4/0/11/113,11,Ветер и турбулентность в BUFR/CREX,011113,Векторная корреляция слежения Скорость отсутствует 0 > 0 > 0 отсутствует > 0,Числ. Направление отсутствует 0 1°–360° отсутствует 1°–360° 0,3,-1000,12 -1 . -1 .,Числ.,3,4,,,Operational
