Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/02/021/1/022021,02,"Категория 02 — Метеорологические последовательности,",302021,(Волнение),,022021,Высота волн,,,,Operational
bufr4/3/02/022/1/022002,02,"Категория 02 — Метеорологические последовательности,",302022,(Ветровые волны),,022002,Направление ветровых волн,,,,Operational
bufr4/3/02/022/1/022012,02,"Категория 02 — Метеорологические последовательности,",302022,(Ветровые волны),,022012,Период ветровых волн,,,,Operational
bufr4/3/02/022/1/022022,02,"Категория 02 — Метеорологические последовательности,",302022,(Ветровые волны),,022022,Высота ветровых волн,,,,Operational
bufr4/3/02/023/1/022003,02,"Категория 02 — Метеорологические последовательности,",302023,(Зыбь),,022003,Направление зыби,,,,Operational
bufr4/3/02/023/1/022013,02,"Категория 02 — Метеорологические последовательности,",302023,(Зыбь),,022013,Период зыби,,,,Operational
bufr4/3/02/023/1/022023,02,"Категория 02 — Метеорологические последовательности,",302023,(Зыбь),,022023,Высота зыби,,,,Operational
bufr4/3/02/024/1/302022,02,"Категория 02 — Метеорологические последовательности,",302024,(Ветровые волны и волны зыби),,302022,Ветровые волны,,,,Operational
bufr4/3/02/024/1/101002,02,"Категория 02 — Метеорологические последовательности,",302024,(Ветровые волны и волны зыби),,101002,Повторить 1 дескриптор 2 раза,,,,Operational
bufr4/3/02/024/1/302023,02,"Категория 02 — Метеорологические последовательности,",302024,(Ветровые волны и волны зыби),,302023,Зыбь,2 системы зыби,,,Operational
bufr4/3/02/031/1/302001,02,"Категория 02 — Метеорологические последовательности,",302031,(Информация о давлении),,302001,Давление и его изменение за 3 часа,,,,Operational
bufr4/3/02/031/1/010062,02,"Категория 02 — Метеорологические последовательности,",302031,(Информация о давлении),,010062,Изменение давления за 24 часа,,,,Operational
bufr4/3/02/031/1/007004,02,"Категория 02 — Метеорологические последовательности,",302031,(Информация о давлении),,007004,Давление,Стандартный уровень,,,Operational
bufr4/3/02/031/1/010009,02,"Категория 02 — Метеорологические последовательности,",302031,(Информация о давлении),,010009,Геопотенциальная высота,,,,Operational
bufr4/3/02/032/1/007032,02,"Категория 02 — Метеорологические последовательности,",302032,(Данные о температуре и влажности),,007032,Высота датчика над местной площадкой (или палубой морской платформы),Измерение температуры и влажности,,,Operational
bufr4/3/02/032/1/012101,02,"Категория 02 — Метеорологические последовательности,",302032,(Данные о температуре и влажности),,012101,Температура/температура воздуха,Масштаб: 2,,,Operational
bufr4/3/02/032/1/012103,02,"Категория 02 — Метеорологические последовательности,",302032,(Данные о температуре и влажности),,012103,Температура точки росы,Масштаб: 2,,,Operational
bufr4/3/02/032/1/013003,02,"Категория 02 — Метеорологические последовательности,",302032,(Данные о температуре и влажности),,013003,Относительная влажность,,,,Operational
bufr4/3/02/033/1/007032,02,"Категория 02 — Метеорологические последовательности,",302033,(Данные о видимости),,007032,Высота датчика над местной площадкой (или палубой морской платформы),Измерение видимости,,,Operational
bufr4/3/02/033/1/020001,02,"Категория 02 — Метеорологические последовательности,",302033,(Данные о видимости),,020001,Горизонтальная видимость,,,,Operational
bufr4/3/02/034/1/007032,02,"Категория 02 — Метеорологические последовательности,",302034,(Осадки за последние 24 часа),,007032,Высота датчика над местной площадкой (или палубой морской платформы),Измерение осадков,,,Operational
bufr4/3/02/034/1/013023,02,"Категория 02 — Метеорологические последовательности,",302034,(Осадки за последние 24 часа),,013023,Общее количество осадков за последние 24 часа,,,,Operational
bufr4/3/02/035/1/302032,02,"Категория 02 — Метеорологические последовательности,",302035,(Основные синоптические «мгновенные» данные),,302032,Данные о температуре и влажности,,,,Operational
bufr4/3/02/035/1/302033,02,"Категория 02 — Метеорологические последовательности,",302035,(Основные синоптические «мгновенные» данные),,302033,Данные о видимости,,,,Operational
bufr4/3/02/035/1/302034,02,"Категория 02 — Метеорологические последовательности,",302035,(Основные синоптические «мгновенные» данные),,302034,Осадки за последние 24 часа,,,,Operational
bufr4/3/02/035/1/007032,02,"Категория 02 — Метеорологические последовательности,",302035,(Основные синоптические «мгновенные» данные),,007032,Высота датчика над местной площадкой (или палубой морской платформы),Установлено на отсутствующее значение (отмена),,,Operational
bufr4/3/02/035/1/302004,02,"Категория 02 — Метеорологические последовательности,",302035,(Основные синоптические «мгновенные» данные),,302004,Общая информация об облачности,,,,Operational
bufr4/3/02/035/1/101000,02,"Категория 02 — Метеорологические последовательности,",302035,(Основные синоптические «мгновенные» данные),,101000,Повторение с задержкой 1 дескриптора,,,,Operational
bufr4/3/02/035/1/031001,02,"Категория 02 — Метеорологические последовательности,",302035,(Основные синоптические «мгновенные» данные),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/02/035/1/302005,02,"Категория 02 — Метеорологические последовательности,",302035,(Основные синоптические «мгновенные» данные),,302005,Облачный слой,Отдельный облачный слой или облачная масса,,,Operational
bufr4/3/02/036/1/105000,02,"Категория 02 — Метеорологические последовательности,",302036,(Облака с нижней границей ниже уровня станции),,105000,Повторение с задержкой 5 дескрипторов,,,,Operational
bufr4/3/02/036/1/031001,02,"Категория 02 — Метеорологические последовательности,",302036,(Облака с нижней границей ниже уровня станции),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/02/036/1/008002,02,"Категория 02 — Метеорологические последовательности,",302036,(Облака с нижней границей ниже уровня станции),,008002,Вертикальная значимость (приземные наблюдения),,,,Operational
bufr4/3/02/036/1/020011,02,"Категория 02 — Метеорологические последовательности,",302036,(Облака с нижней границей ниже уровня станции),,020011,Количество облаков,,,,Operational
bufr4/3/02/036/1/020012,02,"Категория 02 — Метеорологические последовательности,",302036,(Облака с нижней границей ниже уровня станции),,020012,Тип облаков,,,,Operational
bufr4/3/02/036/1/020014,02,"Категория 02 — Метеорологические последовательности,",302036,(Облака с нижней границей ниже уровня станции),,020014,Высота верхней границы облаков,,,,Operational
bufr4/3/02/036/1/020017,02,"Категория 02 — Метеорологические последовательности,",302036,(Облака с нижней границей ниже уровня станции),,020017,Описание вершины облаков,,,,Operational
bufr4/3/02/037/1/020062,02,"Категория 02 — Метеорологические последовательности,",302037,"(Состояние поверхности почвы, высота снежного покрова, минимальная температура почвы)",,020062,Состояние поверхности земли (со снегом или без снега),,,,Operational
bufr4/3/02/037/1/013013,02,"Категория 02 — Метеорологические последовательности,",302037,"(Состояние поверхности почвы, высота снежного покрова, минимальная температура почвы)",,013013,Суммарная высота снежного покрова,,,,Operational
bufr4/3/02/037/1/012113,02,"Категория 02 — Метеорологические последовательности,",302037,"(Состояние поверхности почвы, высота снежного покрова, минимальная температура почвы)",,012113,Минимальная температура на поверхности земли за последние 12 часов,Масштаб: 2,,,Operational
bufr4/3/02/038/1/020003,02,"Категория 02 — Метеорологические последовательности,",302038,(Текущая и прошедшая погода),,020003,Текущая погода,,,,Operational
bufr4/3/02/038/1/004024,02,"Категория 02 — Метеорологические последовательности,",302038,(Текущая и прошедшая погода),,004024,Временной период или отклонение,Часы,,,Operational
bufr4/3/02/038/1/020004,02,"Категория 02 — Метеорологические последовательности,",302038,(Текущая и прошедшая погода),,020004,Прошедшая погода (1),,,,Operational
bufr4/3/02/038/1/020005,02,"Категория 02 — Метеорологические последовательности,",302038,(Текущая и прошедшая погода),,020005,Прошедшая погода (2),,,,Operational
bufr4/3/02/039/1/004024,02,"Категория 02 — Метеорологические последовательности,",302039,(Данные о солнечном сиянии (за 1-и 24-часовой период)),,004024,Временной период или отклонение,Часы,,,Operational
bufr4/3/02/039/1/014031,02,"Категория 02 — Метеорологические последовательности,",302039,(Данные о солнечном сиянии (за 1-и 24-часовой период)),,014031,Общая продолжительность солнечного сияния,,,,Operational
bufr4/3/02/040/1/007032,02,"Категория 02 — Метеорологические последовательности,",302040,(Измерение осадков),,007032,Высота датчика над местной площадкой (или палубой морской платформы),Измерение осадков,,,Operational
bufr4/3/02/040/1/102002,02,"Категория 02 — Метеорологические последовательности,",302040,(Измерение осадков),,102002,Повторить 2 дескриптора 2 раза,,,,Operational
bufr4/3/02/040/1/004024,02,"Категория 02 — Метеорологические последовательности,",302040,(Измерение осадков),,004024,Временной период или отклонение,Часы,,,Operational
bufr4/3/02/040/1/013011,02,"Категория 02 — Метеорологические последовательности,",302040,(Измерение осадков),,013011,Общее количество осадков/суммарный водный эквивалент,,,,Operational
bufr4/3/02/041/1/007032,02,"Категория 02 — Метеорологические последовательности,",302041,(Данные об экстремальной температуре),,007032,Высота датчика над местной площадкой (или палубой морской платформы),Измерение температуры,,,Operational
bufr4/3/02/041/1/004024,02,"Категория 02 — Метеорологические последовательности,",302041,(Данные об экстремальной температуре),,004024,Временной период или отклонение,,,,Operational
bufr4/3/02/041/2/004024,02,"Категория 02 — Метеорологические последовательности,",302041,(Данные об экстремальной температуре),,004024,Временной период или отклонение,,,,Operational
bufr4/3/02/041/1/012111,02,"Категория 02 — Метеорологические последовательности,",302041,(Данные об экстремальной температуре),,012111,Максимальная температура на указанной высоте и за указанный период,Масштаб: 2,,,Operational
bufr4/3/02/041/3/004024,02,"Категория 02 — Метеорологические последовательности,",302041,(Данные об экстремальной температуре),,004024,Временной период или отклонение,,,,Operational
bufr4/3/02/041/4/004024,02,"Категория 02 — Метеорологические последовательности,",302041,(Данные об экстремальной температуре),,004024,Временной период или отклонение (см. примечание 2),,,,Operational
bufr4/3/02/041/1/012112,02,"Категория 02 — Метеорологические последовательности,",302041,(Данные об экстремальной температуре),,012112,Минимальная температура на указанной высоте и за указанный период,Масштаб: 2,,,Operational
bufr4/3/02/042/1/007032,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,007032,Высота датчика над местной площадкой (или палубой морской платформы),Измерение ветра,,,Operational
bufr4/3/02/042/1/002002,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,002002,Тип приборного обеспечения для измерения ветра,,,,Operational
bufr4/3/02/042/1/008021,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,008021,Значимость времени,= 2 Усредненное по времени,,,Operational
bufr4/3/02/042/1/004025,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,004025,"Временной период или отклонение =–10 минут, или количество минут после значитель-ного изменения ветра",,,,Operational
bufr4/3/02/042/1/011001,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,011001,Направление ветра,,,,Operational
bufr4/3/02/042/1/011002,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,011002,Скорость ветра,,,,Operational
bufr4/3/02/042/2/008021,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,008021,Значимость времени,Установлено на отсутствующее значение,,,Operational
bufr4/3/02/042/1/103002,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,103002,Повторить 3 дескриптора 2 раза,,,,Operational
bufr4/3/02/042/2/004025,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,004025,Временной период или отклонение,Минуты,,,Operational
bufr4/3/02/042/1/011043,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,011043,Направление ветра при максимальном порыве,,,,Operational
bufr4/3/02/042/1/011041,02,"Категория 02 — Метеорологические последовательности,",302042,(см. примечания 1 и 2),,011041,Максимальная скорость ветра при порыве,,,,Operational
bufr4/3/02/043/1/302038,02,"Категория 02 — Метеорологические последовательности,",302043,(Основные синоптические данные («за период»)),,302038,Текущая и прошедшая погода,,,,Operational
bufr4/3/02/043/1/101002,02,"Категория 02 — Метеорологические последовательности,",302043,(Основные синоптические данные («за период»)),,101002,Повторить 1 дескриптор 2 раза,,,,Operational
bufr4/3/02/043/1/302039,02,"Категория 02 — Метеорологические последовательности,",302043,(Основные синоптические данные («за период»)),,302039,Данные о солнечном сиянии (за 1-и 24-часовой период),,,,Operational
bufr4/3/02/043/1/302040,02,"Категория 02 — Метеорологические последовательности,",302043,(Основные синоптические данные («за период»)),,302040,Измерение осадков,,,,Operational
bufr4/3/02/043/1/302041,02,"Категория 02 — Метеорологические последовательности,",302043,(Основные синоптические данные («за период»)),,302041,Данные об экстремальной температуре,,,,Operational
bufr4/3/02/043/1/302042,02,"Категория 02 — Метеорологические последовательности,",302043,(Основные синоптические данные («за период»)),,302042,Данные о ветре,,,,Operational
bufr4/3/02/043/1/007032,02,"Категория 02 — Метеорологические последовательности,",302043,(Основные синоптические данные («за период»)),,007032,Высота датчика над местной площадкой (или палубой морской платформы),Установлено на отсутствующее значение (отмена),,,Operational
bufr4/3/02/044/1/004024,02,"Категория 02 — Метеорологические последовательности,",302044,(Данные об испарении),,004024,Временной период или отклонение,Часы,,,Operational
bufr4/3/02/044/1/002004,02,"Категория 02 — Метеорологические последовательности,",302044,(Данные об испарении),,002004,"Тип прибора для измерения испарения или вид сельскохозяйственной культуры, по которой сообщаются данные об эвапотранспирации",,,,Operational
bufr4/3/02/044/1/013033,02,"Категория 02 — Метеорологические последовательности,",302044,(Данные об испарении),,013033,Испарение/эвапотранспирация,,,,Operational
bufr4/3/02/045/1/004024,02,"Категория 02 — Метеорологические последовательности,",302045,(Данные о радиации (за 1 час и 24-часовой период)),,004024,Временной период или отклонение,Часы,,,Operational
bufr4/3/02/045/1/014002,02,"Категория 02 — Метеорологические последовательности,",302045,(Данные о радиации (за 1 час и 24-часовой период)),,014002,Длинноволновая радиация интегрированная за указанный период,,,,Operational
bufr4/3/02/045/1/014004,02,"Категория 02 — Метеорологические последовательности,",302045,(Данные о радиации (за 1 час и 24-часовой период)),,014004,Коротковолновая радиация интегрированная за указанный период,,,,Operational
bufr4/3/02/045/1/014016,02,"Категория 02 — Метеорологические последовательности,",302045,(Данные о радиации (за 1 час и 24-часовой период)),,014016,Радиационный баланс интегрированный за указанный период,,,,Operational
bufr4/3/02/045/1/014028,02,"Категория 02 — Метеорологические последовательности,",302045,(Данные о радиации (за 1 час и 24-часовой период)),,014028,"Суммарная солнечная радиация (высокая точность), интегрированная за указанный период",,,,Operational
bufr4/3/02/045/1/014029,02,"Категория 02 — Метеорологические последовательности,",302045,(Данные о радиации (за 1 час и 24-часовой период)),,014029,"Рассеянная солнечная радиация (высокая точность), интегрированная за указанный период",,,,Operational
bufr4/3/02/045/1/014030,02,"Категория 02 — Метеорологические последовательности,",302045,(Данные о радиации (за 1 час и 24-часовой период)),,014030,"Прямая солнечная радиация (высокая точность), интегрированная за указанный период",,,,Operational
bufr4/3/02/046/1/004024,02,"Категория 02 — Метеорологические последовательности,",302046,(Изменение температуры),,004024,Временной период или отклонение,,,,Operational
bufr4/3/02/046/2/004024,02,"Категория 02 — Метеорологические последовательности,",302046,(Изменение температуры),,004024,Временной период или отклонение,(см. примечание 3),,,Operational
bufr4/3/02/046/1/012049,02,"Категория 02 — Метеорологические последовательности,",302046,(Изменение температуры),,012049,Изменение температуры за указанный период,,,,Operational
bufr4/3/02/047/1/102003,02,"Категория 02 — Метеорологические последовательности,",302047,(Направление движения облаков),,102003,Повторить 2 дескриптора 3 раза,,,,Operational
bufr4/3/02/047/1/008002,02,"Категория 02 — Метеорологические последовательности,",302047,(Направление движения облаков),,008002,Вертикальная значимость (приземные наблюдения),,,,Operational
bufr4/3/02/047/1/020054,02,"Категория 02 — Метеорологические последовательности,",302047,(Направление движения облаков),,020054,Истинное направление откуда перемещаются явление или облака или в котором они наблюдаются,,,,Operational
bufr4/3/02/048/1/005021,02,"Категория 02 — Метеорологические последовательности,",302048,(Направление движения и возвышение облаков),,005021,Пеленг или азимут,,,,Operational
bufr4/3/02/048/1/007021,02,"Категория 02 — Метеорологические последовательности,",302048,,,007021,Угол возвышения,,,,Operational
bufr4/3/02/048/1/020012,02,"Категория 02 — Метеорологические последовательности,",302048,,,020012,Тип облаков,,,,Operational
bufr4/3/02/048/2/005021,02,"Категория 02 — Метеорологические последовательности,",302048,,,005021,Установлено на отсутствующее значение (отмена),,,,Operational
bufr4/3/02/048/2/007021,02,"Категория 02 — Метеорологические последовательности,",302048,,,007021,Установлено на отсутствующее значение (отмена),,,,Operational
bufr4/3/02/049/1/008002,02,"Категория 02 — Метеорологические последовательности,",302049,(Информация об облачности полученная вертикальным зондированием),,008002,Вертикальная значимость (приземные наблюдения),,,,Operational
bufr4/3/02/049/1/020011,02,"Категория 02 — Метеорологические последовательности,",302049,,,020011,Количество облаков,"Облака нижнего или среднего яруса Nh",,,Operational
bufr4/3/02/049/1/020013,02,"Категория 02 — Метеорологические последовательности,",302049,,,020013,Высота нижней границы облаков,h,,,Operational
bufr4/3/02/049/1/020012,02,"Категория 02 — Метеорологические последовательности,",302049,,,020012,Тип облаков,"Облака нижнего яруса CL",,,Operational
bufr4/3/02/049/2/020012,02,"Категория 02 — Метеорологические последовательности,",302049,,,020012,Тип облаков,"Облака среднего яруса CM",,,Operational
bufr4/3/02/049/3/020012,02,"Категория 02 — Метеорологические последовательности,",302049,,,020012,Тип облаков,"Облака верхнего яруса CH",,,Operational
bufr4/3/02/049/2/008002,02,"Категория 02 — Метеорологические последовательности,",302049,,,008002,Установлено на отсутствующее значение,,,,Operational
bufr4/3/02/050/1/008041,02,"Категория 02 — Метеорологические последовательности,",302050,(Приземное наблюдение с помощью радиозонда),,008041,Значимость данных,= 5 Смещение точки приземного наблюдения относительно точки запуска,,,Operational
bufr4/3/02/050/1/005021,02,"Категория 02 — Метеорологические последовательности,",302050,(Приземное наблюдение с помощью радиозонда),,005021,Пеленг или азимут,,,,Operational
bufr4/3/02/050/1/007005,02,"Категория 02 — Метеорологические последовательности,",302050,(Приземное наблюдение с помощью радиозонда),,007005,Приращение высоты,,,,Operational
bufr4/3/02/050/1/202130,02,"Категория 02 — Метеорологические последовательности,",302050,(Приземное наблюдение с помощью радиозонда),,202130,Изменить масштаб,,,,Operational
bufr4/3/02/050/1/006021,02,"Категория 02 — Метеорологические последовательности,",302050,(Приземное наблюдение с помощью радиозонда),,006021,Расстояние,,,,Operational
bufr4/3/02/050/1/202000,02,"Категория 02 — Метеорологические последовательности,",302050,(Приземное наблюдение с помощью радиозонда),,202000,Изменить масштаб,Отмена,,,Operational
bufr4/3/02/050/2/008041,02,"Категория 02 — Метеорологические последовательности,",302050,(Приземное наблюдение с помощью радиозонда),,008041,Значимость данных,= 4 Приземное наблюдение,,,Operational
