Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/21/083,21,Данные радиолокатора в BUFR/CREX,021083,Калибровка по теплой мишени,Числ.,0,0,16,Числ.,0,5,,,Operational
bufr4/0/21/084,21,Данные радиолокатора в BUFR/CREX,021084,Калибровка по холодной мишени,Числ.,0,0,16,Числ.,0,5,,,Operational
bufr4/0/21/085,21,Данные радиолокатора в BUFR/CREX,021085,Число диапазонов сканирования температуры поверхности моря поперек трассы ATSR,Числ.,0,0,4,Числ.,0,2,,,Operational
bufr4/0/21/086,21,Данные радиолокатора в BUFR/CREX,021086,"Число пикселей только в надире, среднее",Числ.,0,0,9,Числ.,0,3,,,Operational
bufr4/0/21/087,21,Данные радиолокатора в BUFR/CREX,021087,"Число пикселей при двойном обзоре, среднее",Числ.,0,0,9,Числ.,0,3,,,Operational
bufr4/0/21/088,21,Данные радиолокатора в BUFR/CREX,021088,Влажное обратное рассеяние,дБ,2,-5000,13,дБ,2,4,,,Operational
bufr4/0/21/091,21,Данные радиолокатора в BUFR/CREX,021091,0-й момент доплеровского спектра радиолокационного сигнала,дБ,0,-100,8,дБ,0,3,,,Operational
bufr4/0/21/092,21,Данные радиолокатора в BUFR/CREX,021092,Относящийся к сигналу РАСC 0-й момент доплеровского спектра сигнала РАСC,дБ,0,-100,8,дБ,0,3,,,Operational
bufr4/0/21/093,21,Данные радиолокатора в BUFR/CREX,021093,Максимальные значения в полосе Ku,Числ.,3,0,16,Числ.,3,5,,,Operational
bufr4/0/21/094,21,Данные радиолокатора в BUFR/CREX,021094,Максимальные значения в полосе S,Числ.,3,0,16,Числ.,3,5,,,Operational
bufr4/0/21/101,21,Данные радиолокатора в BUFR/CREX,021101,Число неопределенностей вектора,Числ.,0,0,3,Числ.,0,1,,,Operational
bufr4/0/21/102,21,Данные радиолокатора в BUFR/CREX,021102,Индекс выборочного вектора ветра,Числ.,0,0,3,Числ.,0,1,,,Operational
bufr4/0/21/103,21,Данные радиолокатора в BUFR/CREX,021103,Общее число измерений параметра сигма-0,Числ.,0,0,5,Числ.,0,2,,,Operational
bufr4/0/21/104,21,Данные радиолокатора в BUFR/CREX,021104,"Правдоподобие, вычисленное для решения",Числ.,3,-30000,15,Числ.,3,5,,,Operational
bufr4/0/21/105,21,Данные радиолокатора в BUFR/CREX,021105,Нормализованный радиолокационный разрез,дБ,2,-10000,14,дБ,2,5,,,Operational
bufr4/0/21/106,21,Данные радиолокатора в BUFR/CREX,021106,Коэффициент дисперсии Кр (альфа),Числ.,3,0,14,Числ.,3,5,,,Operational
bufr4/0/21/107,21,Данные радиолокатора в BUFR/CREX,021107,Коэффициент дисперсии Кр (бета),Числ.,8,0,16,Числ.,8,5,,,Operational
bufr4/0/21/109,21,Данные радиолокатора в BUFR/CREX,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,Таблица флагов,0,0,17,Таблица флагов,0,6,,,Operational
bufr4/0/21/110,21,Данные радиолокатора в BUFR/CREX,021110,Номер параметра сигма-0 внутреннего луча (впереди по ходу спутника),Числ.,0,0,6,Числ.,0,2,,,Operational
bufr4/0/21/111,21,Данные радиолокатора в BUFR/CREX,021111,Номер параметра сигма-0 внешнего луча (впереди по ходу спутника),Числ.,0,0,6,Числ.,0,2,,,Operational
bufr4/0/21/112,21,Данные радиолокатора в BUFR/CREX,021112,Номер параметра сигма-0 внутреннего луча (сзади по ходу спутника),Числ.,0,0,6,Числ.,0,2,,,Operational
bufr4/0/21/113,21,Данные радиолокатора в BUFR/CREX,021113,Номер параметра сигма-0 внутреннего луча (сзади по ходу спутника),Числ.,0,0,6,Числ.,0,2,,,Operational
bufr4/0/21/114,21,Данные радиолокатора в BUFR/CREX,021114,Коэффициент дисперсии Кр (гамма),дБ,3,-140000,18,дБ,3,6,,,Operational
bufr4/0/21/115,21,Данные радиолокатора в BUFR/CREX,021115,Качество параметра сигма-0 по измерениям SEAWINDS,Таблица флагов,0,0,17,Таблица флагов,0,6,,,Operational
bufr4/0/21/116,21,Данные радиолокатора в BUFR/CREX,021116,Режим параметра сигма-0 по измерениям SEAWINDS,Таблица флагов,0,0,17,Таблица флагов,0,6,,,Operational
bufr4/0/21/117,21,Данные радиолокатора в BUFR/CREX,021117,Контроль качества дисперсии параметра сигма-0,Числ.,2,0,16,Числ.,2,5,,,Operational
bufr4/0/21/118,21,Данные радиолокатора в BUFR/CREX,021118,Корректировка на ослабление параметра сигма-0,дБ,2,-10000,14,дБ,2,5,,,Operational
bufr4/0/21/119,21,Данные радиолокатора в BUFR/CREX,021119,Функция геофизической модели ветрового скаттерометра,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational
bufr4/0/21/120,21,Данные радиолокатора в BUFR/CREX,021120,Вероятность дождя,Числ.,3,0,10,Числ.,3,4,,,Operational
bufr4/0/21/121,21,Данные радиолокатора в BUFR/CREX,021121,Индекс дождя по нормализованной объективной функции NOF* SEAWINDS,Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/21/122,21,Данные радиолокатора в BUFR/CREX,021122,Корректировка ослабления по сигме-0 (из tB),дБ,2,-10000,14,дБ,2,5,,,Operational
bufr4/0/21/123,21,Данные радиолокатора в BUFR/CREX,021123,Нормализованный радиолокационный разрез SEAWINDS,дБ,2,-30000,15,дБ,2,5,,,Operational
bufr4/0/21/128,21,Данные радиолокатора в BUFR/CREX,021128,"Количество действительных пунктов в секунду, используемое для расчета предшествующих параметров",Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/21/130,21,Данные радиолокатора в BUFR/CREX,021130,Полная энергия спектра,Числ.,6,0,28,Числ.,6,9,,,Operational
bufr4/0/21/131,21,Данные радиолокатора в BUFR/CREX,021131,Максимум энергии в спектре,Числ.,6,0,28,Числ.,6,9,,,Operational
bufr4/0/21/132,21,Данные радиолокатора в BUFR/CREX,021132,"Направление, в котором достигается максимальная энергия спектра на решетке с более высоким разрешением",°,3,0,19,°,3,6,,,Operational
bufr4/0/21/133,21,Данные радиолокатора в BUFR/CREX,021133,"Длина волны, на которой достигается максимальная энергия спектра на решетке с более высоким разрешением",м,3,0,29,м,3,9,,,Operational
bufr4/0/21/134,21,Данные радиолокатора в BUFR/CREX,021134,Разрешение по дальности для спектра взаимной ковариации,⋅ -1 рад м,3,0,19,⋅ -1 рад м,3,6,,,Operational
bufr4/0/21/135,21,Данные радиолокатора в BUFR/CREX,021135,Действительная часть значений в точке полярной сетки для взаимного спектра,Числ.,3,-524288,20,Числ.,3,7,,,Operational
bufr4/0/21/136,21,Данные радиолокатора в BUFR/CREX,021136,Мнимая часть значений в точке полярной сетки для взаимного спектра,Числ.,3,-524288,20,Числ.,3,7,,,Operational
bufr4/0/21/137,21,Данные радиолокатора в BUFR/CREX,021137,Скорректированный коэффициент обратного рассеяния поверхностью океана в полосе частот Ku,дБ,2,-32768,16,дБ,2,5,,,Operational
bufr4/0/21/138,21,Данные радиолокатора в BUFR/CREX,021138,CТО* скорректированного коэффициента обратного рассеяния поверхностью океана в полосе частот Ku,дБ,2,-32768,16,дБ,2,5,,,Operational
bufr4/0/21/139,21,Данные радиолокатора в BUFR/CREX,021139,Чистая инструментальная поправка в полосе частот Ku для АРУ,дБ,2,-2048,12,дБ,2,4,,,Operational
bufr4/0/21/140,21,Данные радиолокатора в BUFR/CREX,021140,Скорректированный коэффициент обратного рассеяния поверхностью океана в полосе частот S,дБ,2,-32768,16,дБ,2,5,,,Operational
bufr4/0/21/141,21,Данные радиолокатора в BUFR/CREX,021141,CТО* скорректированного коэффициента обратного рассеяния поверхностью океана в полосе частот S,дБ,2,-32768,16,дБ,2,5,,,Operational
bufr4/0/21/142,21,Данные радиолокатора в BUFR/CREX,021142,Чистая инструментальная поправка в полосе частот S для АРУ,дБ,2,-1024,11,дБ,2,4,,,Operational
bufr4/0/21/143,21,Данные радиолокатора в BUFR/CREX,021143,Ослабление из-за дождя сигнала в полосе частот Ku,дБ,2 -1073741824,,31,дБ,2,10,,,Operational
bufr4/0/21/144,21,Данные радиолокатора в BUFR/CREX,021144,Флаг дождя при работе альтиметра,Таблица флагов,0,0,2,Таблица флагов,0,1,,,Operational
bufr4/0/21/145,21,Данные радиолокатора в BUFR/CREX,021145,Автоматическая регулировка усиления в полосе частот Ku,дБ,2,0,13,дБ,2,4,,,Operational
bufr4/0/21/146,21,Данные радиолокатора в BUFR/CREX,021146,СКО** автоматической регулировки усиления в полосе частот Ku,дБ,2,0,8,дБ,2,3,,,Operational
bufr4/0/21/147,21,Данные радиолокатора в BUFR/CREX,021147,Количество годных точек для автоматической регулировки усиления в полосе частот Ku,Числ.,0,0,5,Числ.,0,2,,,Operational
bufr4/0/21/148,21,Данные радиолокатора в BUFR/CREX,021148,Флаг отклонения заднего фронта импульса,Таблица флагов,0,0,9,Таблица флагов,0,3,,,Operational
bufr4/0/21/150,21,Данные радиолокатора в BUFR/CREX,021150,Совместное положение луча,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/21/151,21,Данные радиолокатора в BUFR/CREX,021151,Расчетная ошибка в параметре сигма-0 при угле падения 40 градусов,дБ,2,0,9,дБ,2,3,,,Operational
bufr4/0/21/152,21,Данные радиолокатора в BUFR/CREX,021152,Наклон при угле падения 40 градусов,⋅ -1 дБ градус,2,-80,7,⋅ -1 дБ градус,2,2,,,Operational
bufr4/0/21/153,21,Данные радиолокатора в BUFR/CREX,021153,Расчетная ошибка в наклоне при угле падения 40 градусов,⋅ -1 дБ градус,2,-40,6,⋅ -1 дБ градус,2,2,,,Operational
bufr4/0/21/154,21,Данные радиолокатора в BUFR/CREX,021154,Чувствительность измерений влажности почвы,дБ,2,0,12,дБ,2,4,,,Operational
bufr4/0/21/155,21,Данные радиолокатора в BUFR/CREX,021155,Качество ячейки векторов ветра,Таблица флагов,0,0,24,Таблица флагов,0,8,,,Operational
bufr4/0/21/156,21,Данные радиолокатора в BUFR/CREX,021156,Расстояние обратного рассеяния,Числ.,1,-4096,13,Числ.,1,4,,,Operational
bufr4/0/21/157,21,Данные радиолокатора в BUFR/CREX,021157,Потеря на используемую единицу длины атмосферы,⋅ -1 дБ м,10,0,22,⋅ -1 дБ м,10,7,,,Operational
bufr4/0/21/158,21,Данные радиолокатора в BUFR/CREX,021158,Расчетное качество Kp ASCAT,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/21/159,21,Данные радиолокатора в BUFR/CREX,021159,Используемость параметра сигма-0 ASCAT,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/21/160,21,Данные радиолокатора в BUFR/CREX,021160,Использование синтезированных данных ASCAT,Числ.,3,0,10,Числ.,3,4,,,Operational
bufr4/0/21/161,21,Данные радиолокатора в BUFR/CREX,021161,Количество синтезированных данных ASCAT,Числ.,3,0,10,Числ.,3,4,,,Operational
bufr4/0/21/162,21,Данные радиолокатора в BUFR/CREX,021162,Качество спутниковой орбиты и пространственного положения ASCAT,Числ.,3,0,10,Числ.,3,4,,,Operational
bufr4/0/21/163,21,Данные радиолокатора в BUFR/CREX,021163,Загрязнение отражательной поверхности солнечной панели ASCAT,Числ.,3,0,10,Числ.,3,4,,,Operational
bufr4/0/21/164,21,Данные радиолокатора в BUFR/CREX,021164,Наличие и качество телеметрии ASCAT,Числ.,3,0,10,Числ.,3,4,,,Operational
bufr4/0/21/165,21,Данные радиолокатора в BUFR/CREX,021165,Наличие экстраполированной функции начала отсчета ASCAT,Числ.,3,0,10,Числ.,3,4,,,Operational
bufr4/0/21/166,21,Данные радиолокатора в BUFR/CREX,021166,Доля суши,Числ.,3,0,10,Числ.,3,4,,,Operational
bufr4/0/21/169,21,Данные радиолокатора в BUFR/CREX,021169,Указатель наличия льда,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/21/170,21,Данные радиолокатора в BUFR/CREX,021170,Скорректированный коэффициент обратного рассеяния поверхностью океана в полосе частот C,дБ,2,-32768,16,dB,2,5,,,Operational
bufr4/0/21/171,21,Данные радиолокатора в BUFR/CREX,021171,СКО скорректированного коэффициента обратного рассеяния поверхностью океана в полосе частот С,дБ,2,-32768,16,дБ,2,5,,,Operational
bufr4/0/21/172,21,Данные радиолокатора в BUFR/CREX,021172,Чистая инструментальная поправка в полосе частот С для АРУ,дБ,2,­-2048,12,дБ,2,4,,,Operational
bufr4/0/21/173,21,Данные радиолокатора в BUFR/CREX,021173,Автоматическая регулировка усиления в полосе частот С,дБ,2,0,13,дБ,2,4,,,Operational
bufr4/0/21/174,21,Данные радиолокатора в BUFR/CREX,021174,СКО автоматической регулировки в полосе частот С,дБ,2,0,9,дБ,2,3,,,Operational
bufr4/0/21/175,21,Данные радиолокатора в BUFR/CREX,021175,Количество годных точек для автоматической регулировки усиления в полосе частот С,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/21/176,21,Данные радиолокатора в BUFR/CREX,021176,Поправка на высокочастотную изменчивость,м,3,0,16,м,3,5,,,Operational
bufr4/0/21/177,21,Данные радиолокатора в BUFR/CREX,021177,"Коэффициент обратного рассеяния, скорректированный с учетом OCOG*",дБ,2,0,16,дБ,2,5,,,Operational
bufr4/0/21/178,21,Данные радиолокатора в BUFR/CREX,021178,СТО коэффициента обратного рассеяния(на частоте 20 Гц) с учетом OCOG*,дБ,2,0,16,Дб,2,5,,,Operational
bufr4/0/21/179,21,Данные радиолокатора в BUFR/CREX,021179,Количество (20 Гц) годных точек для коэффициента обратного рассеяния с учетом OCOG*,Числ.,0,0,16,Числ.,0,5,,,Operational
bufr4/0/21/180,21,Данные радиолокатора в BUFR/CREX,021180,Количество (20 Гц) годных точек для коэффициента обратного рассеяния поверхностью океана,Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/21/181,21,Данные радиолокатора в BUFR/CREX,021181,Коэффициент обратного рассеяния поверхностью океана (20 Гц),дБ,2,0,16,дБ,2,5,,,Operational
bufr4/0/21/182,21,Данные радиолокатора в BUFR/CREX,021182,Максимальные значения (20 Гц) в полосе частот Ku,Числ.,3,0,16,Числ.,3,5,,,Operational
bufr4/0/21/183,21,Данные радиолокатора в BUFR/CREX,021183,Скорректированный коэффициент обратного рассеяния поверхностью океана в специфической полосе частот,дБ,2,-32768,16,дБ,2,5,,,Operational
bufr4/0/21/184,21,Данные радиолокатора в BUFR/CREX,021184,Стандартное отклонение скорректированного коэффициента обратного рассеяния поверхностью океана в специфической полосе частот,дБ,2,-32768,16,дБ,2,5,,,Operational
bufr4/0/21/185,21,Данные радиолокатора в BUFR/CREX,021185,Чистая инструментальная поправка в специфической полосе частот для АРУ,дБ,2,-2048,12,дБ,2,4,,,Operational
bufr4/0/21/186,21,Данные радиолокатора в BUFR/CREX,021186,Автоматическая регулировка усиления в специфической полосе частот,дБ,2,0,13,дБ,2,4,,,Operational
bufr4/0/21/187,21,Данные радиолокатора в BUFR/CREX,021187,СКО автоматической регулировки усиления в специфической полосе частот,дБ,2,0,8,дБ,2,3,,,Operational
bufr4/0/21/188,21,Данные радиолокатора в BUFR/CREX,021188,Количество годных точек для автоматической регулировки усиления в специфической полосе частот,Числ.,0,0,7,Числ.,0,3,,,Operational
