Id,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status
bufr4/0/02/015/2,002015,Полнота радиозондовых измерений,2,"Радиозонд измеряет только давление, имеется приемопередатчик",,,,,Operational
bufr4/0/02/015/3,002015,Полнота радиозондовых измерений,3,"Радиозонд измеряет только давление, имеется радиолокационный отражатель",,,,,Operational
bufr4/0/02/015/4,002015,Полнота радиозондовых измерений,4,"Радиозонд без измерения давления, имеется приемопередатчик",,,,,Operational
bufr4/0/02/015/5,002015,Полнота радиозондовых измерений,5,"Радиозонд без измерения давления, имеется радиолокационный отражатель",,,,,Operational
bufr4/0/02/015/6-14,002015,Полнота радиозондовых измерений,6-14,Зарезервированы,,,,,Operational
bufr4/0/02/016/1,002016,Конфигурация радиозонда,1,Регулятор шнура подвески,,,,,Operational
bufr4/0/02/016/2,002016,Конфигурация радиозонда,2,Блок освещения,,,,,Operational
bufr4/0/02/016/3,002016,Конфигурация радиозонда,3,Парашют,,,,,Operational
bufr4/0/02/016/4,002016,Конфигурация радиозонда,4,Запуск через крышу,,,,,Operational
bufr4/0/02/016/All-5,002016,Конфигурация радиозонда,Все 5,Отсутствующее значение,,,,,Operational
bufr4/0/02/017/0,002017,Алгоритмы поправок для измерений влажности,0,Поправка отсутствует,,,,,Operational
bufr4/0/02/017/1,002017,Алгоритмы поправок для измерений влажности,1,"Поправка на задержку по времени, предоставляемая производителем",,,,,Operational
bufr4/0/02/017/2,002017,Алгоритмы поправок для измерений влажности,2,"Поправка на солнечную радиацию, предоставляемая производителем",,,,,Operational
bufr4/0/02/017/3,002017,Алгоритмы поправок для измерений влажности,3,"Поправка на солнечную радиацию и задержку по времени, предоставляемая производителем",,,,,Operational
bufr4/0/02/017/4-6,002017,Алгоритмы поправок для измерений влажности,4-6,Зарезервированы,,,,,Operational
bufr4/0/02/017/7,002017,Алгоритмы поправок для измерений влажности,7,Поправка ГРУАН на солнечную радиацию и задержку по времени,,,,,Operational
bufr4/0/02/017/8-30,002017,Алгоритмы поправок для измерений влажности,8-30,Зарезервированы,,,,,Operational
bufr4/0/02/017/31,002017,Алгоритмы поправок для измерений влажности,31,Отсутствующее значение,,,,,Operational
bufr4/0/02/019,002019,Спутниковые приборы,,(См. общую кодовую таблицу C–8 в части C/c.),,,,,Operational
bufr4/0/02/020/0,002020,Классификация спутников,0,Nimbus,,,,,Operational
bufr4/0/02/020/1,002020,Классификация спутников,1,VTPR,,,,,Operational
bufr4/0/02/020/2,002020,Классификация спутников,2,"Tiros 1 (Tiros, NOAA-6 – NOAA-13)",,,,,Operational
bufr4/0/02/020/3,002020,Классификация спутников,3,Tiros 2 (NOAA–14 и последующие),,,,,Operational
bufr4/0/02/020/10,002020,Классификация спутников,10,EOS,,,,,Operational
bufr4/0/02/020/20,002020,Классификация спутников,20,GPM-core,,,,,Operational
bufr4/0/02/020/31,002020,Классификация спутников,31,DMSP,,,,,Operational
bufr4/0/02/020/61,002020,Классификация спутников,61,Полярная система EUMETSAT (EPS),,,,,Operational
bufr4/0/02/020/91,002020,Классификация спутников,91,ERS,,,,,Operational
bufr4/0/02/020/92,002020,Классификация спутников,92,Sentinel-3,,,,,Operational
bufr4/0/02/020/121,002020,Классификация спутников,121,ADEOS,,,,,Operational
bufr4/0/02/020/122,002020,Классификация спутников,122,GCOM,,,,,Operational
bufr4/0/02/020/241,002020,Классификация спутников,241,GOES,,,,,Operational
bufr4/0/02/020/261,002020,Классификация спутников,261,JASON,,,,,Operational
bufr4/0/02/020/271,002020,Классификация спутников,271,GMS,,,,,Operational
bufr4/0/02/020/272,002020,Классификация спутников,272,MTSAT,,,,,Operational
bufr4/0/02/020/273,002020,Классификация спутников,273,Himawari,,,,,Operational
bufr4/0/02/020/281,002020,Классификация спутников,281,COMS,,,,,Operational
bufr4/0/02/020/301,002020,Классификация спутников,301,INSAT,,,,,Operational
bufr4/0/02/020/331,002020,Классификация спутников,331,Оперативная программа METEOSAT (MOP),,,,,Operational
bufr4/0/02/020/332,002020,Классификация спутников,332,Переходная программа METEOSAT (MTP),,,,,Operational
bufr4/0/02/020/333,002020,Классификация спутников,333,Программа второго поколения спутников METEOSAT (MSG),,,,,Operational
bufr4/0/02/020/351,002020,Классификация спутников,351,ГОМС,,,,,Operational
bufr4/0/02/020/380,002020,Классификация спутников,380,FY-1,,,,,Operational
bufr4/0/02/020/381,002020,Классификация спутников,381,FY-2,,,,,Operational
bufr4/0/02/020/382,002020,Классификация спутников,382,FY-3,,,,,Operational
bufr4/0/02/020/383,002020,Классификация спутников,383,FY-4,,,,,Operational
bufr4/0/02/020/384-400,002020,Классификация спутников,384-400,Зарезервированы,,,,,Operational
bufr4/0/02/020/401,002020,Классификация спутников,401,GPS,,,,,Operational
bufr4/0/02/020/402,002020,Классификация спутников,402,GLONASS,,,,,Operational
bufr4/0/02/020/403,002020,Классификация спутников,403,GALILEO,,,,,Operational
bufr4/0/02/020/404,002020,Классификация спутников,404,BDS (навигационная спутниковая система BeiDou),,,,,Operational
bufr4/0/02/020/405-510,002020,Классификация спутников,405-510,Зарезервированы,,,,,Operational
bufr4/0/02/020/511,002020,Классификация спутников,511,Отсутствующее значение,,,,,Operational
bufr4/0/02/021/1,002021,"Данные о спутниковых приборах, используемые при обработке",1,Прибор для инфракрасного зондирования с высоким разрешением (HIRS),,,,,Operational
bufr4/0/02/021/2,002021,"Данные о спутниковых приборах, используемые при обработке",2,Прибор для микроволнового зондирования (MSU),,,,,Operational
bufr4/0/02/021/3,002021,"Данные о спутниковых приборах, используемые при обработке",3,Прибор для стратосферного зондирования (SSU),,,,,Operational
bufr4/0/02/021/4,002021,"Данные о спутниковых приборах, используемые при обработке",4,Активный микроволновый прибор (AMI) для определения ветра,,,,,Operational
bufr4/0/02/021/5,002021,"Данные о спутниковых приборах, используемые при обработке",5,Активный микроволновый прибор (AMI) для определения волнения,,,,,Operational
bufr4/0/02/021/6,002021,"Данные о спутниковых приборах, используемые при обработке",6,Активный микроволновый прибор (AMI) для получения изображения,,,,,Operational
bufr4/0/02/021/7,002021,"Данные о спутниковых приборах, используемые при обработке",7,Радиолокационный альтиметр (RADAR),,,,,Operational
bufr4/0/02/021/8,002021,"Данные о спутниковых приборах, используемые при обработке",8,"Радиометр, сканирующий вдоль трассы (ATSR)",,,,,Operational
bufr4/0/02/021/All-9,002021,"Данные о спутниковых приборах, используемые при обработке",Все 9,Отсутствующее значение,,,,,Operational
bufr4/0/02/022/1,002022,Используемая методика обработки спутниковых данных,1,Методика обработки не определена,,,,,Operational
bufr4/0/02/022/2,002022,Используемая методика обработки спутниковых данных,2,Автоматизированная статистическая регрессия,,,,,Operational
bufr4/0/02/022/3,002022,Используемая методика обработки спутниковых данных,3,"Траектория над поверхностью, не закрытой облаками",,,,28,Operational
bufr4/0/02/022/4,002022,Используемая методика обработки спутниковых данных,4,Траектория над частично закрытой облаками поверхностью,,,,62,Operational
bufr4/0/02/022/5,002022,Используемая методика обработки спутниковых данных,5,Траектория над закрытой облаками поверхностью,,,,30,Operational
bufr4/0/02/022/6-7,002022,Используемая методика обработки спутниковых данных,6-7,Зарезервированы,,,,,Operational
bufr4/0/02/022/All-8,002022,Используемая методика обработки спутниковых данных,Все 8,Отсутствующее значение,,,,,Operational
bufr4/0/02/023/0,002023,Метод расчета ветра по спутниковым данным,0,Зарезервировано,,,,,Operational
bufr4/0/02/023/1,002023,Метод расчета ветра по спутниковым данным,1,"Ветер определен по движению облаков, наблюдаемому в инфракрасном канале",,,,,Operational
bufr4/0/02/023/2,002023,Метод расчета ветра по спутниковым данным,2,"Ветер определен по движению облаков, наблюдаемому в видимом канале",,,,,Operational
bufr4/0/02/023/3,002023,Метод расчета ветра по спутниковым данным,3,"Ветер определен по движению облаков, наблюдаемому в канале водяного пара",,,,,Operational
bufr4/0/02/023/4,002023,Метод расчета ветра по спутниковым данным,4,"Ветер определен по движению, наблюдаемому в комбинации спектральных каналов",,,,,Operational
bufr4/0/02/023/5,002023,Метод расчета ветра по спутниковым данным,5,"Ветер определен по движению, наблюдаемому в канале водяного пара в чистом воздухе",,,,,Operational
bufr4/0/02/023/6,002023,Метод расчета ветра по спутниковым данным,6,"Ветер определен по движению, наблюдаемому в канале озона",,,,,Operational
bufr4/0/02/023/7,002023,Метод расчета ветра по спутниковым данным,7,"Ветер определен по движению, наблюдаемому в канале водяного пара (облака или чистый воздух не определены)",,,,,Operational
bufr4/0/02/023/8-12,002023,Метод расчета ветра по спутниковым данным,8-12,Зарезервированы,,,,,Operational
bufr4/0/02/023/13,002023,Метод расчета ветра по спутниковым данным,13,Среднее квадратичное,,,,,Operational
bufr4/0/02/023/14,002023,Метод расчета ветра по спутниковым данным,14,Зарезервировано,,,,,Operational
bufr4/0/02/023/15,002023,Метод расчета ветра по спутниковым данным,15,Отсутствующее значение,,,,,Operational
bufr4/0/02/024/0,002024,Метод вычисления средней влажности по слою,0,Зарезервировано,,,,,Operational
bufr4/0/02/024/1,002024,Метод вычисления средней влажности по слою,1,Таблица с указанием всех пределов изменения влажности в слое,,,,,Operational
bufr4/0/02/024/2,002024,Метод вычисления средней влажности по слою,2,"Метод регрессии, применяемый к 2 значениям влажности в слое",,,,,Operational
bufr4/0/02/024/3-14,002024,Метод вычисления средней влажности по слою,3-14,Зарезервированы,,,,,Operational
bufr4/0/02/024/15,002024,Метод вычисления средней влажности по слою,15,Отсутствующее значение,,,,,Operational
bufr4/0/02/025/1,002025,"Спутниковые каналы, используемые в вычислениях",1,Зарезервирован,,,,,Operational
bufr4/0/02/025/2,002025,"Спутниковые каналы, используемые в вычислениях",2,HIRS,,,,,Operational
bufr4/0/02/025/3,002025,"Спутниковые каналы, используемые в вычислениях",3,MSU,,,,,Operational
bufr4/0/02/025/4-5,002025,"Спутниковые каналы, используемые в вычислениях",4-5,Зарезервированы,,,,,Operational
bufr4/0/02/025/6,002025,"Спутниковые каналы, используемые в вычислениях",6,HIRS,,,,,Operational
bufr4/0/02/025/7,002025,"Спутниковые каналы, используемые в вычислениях",7,MSU,,,,,Operational
bufr4/0/02/025/8-9,002025,"Спутниковые каналы, используемые в вычислениях",8-9,Зарезервированы,,,,,Operational
bufr4/0/02/025/10,002025,"Спутниковые каналы, используемые в вычислениях",10,"HIRS (1, 2, 3, 8, 9, 16, 17)",,,,,Operational
bufr4/0/02/025/11,002025,"Спутниковые каналы, используемые в вычислениях",11,"HIRS (1, 2, 3, 9, 17)",,,,,Operational
bufr4/0/02/025/12,002025,"Спутниковые каналы, используемые в вычислениях",12,MSU,,,,,Operational
bufr4/0/02/025/13-14,002025,"Спутниковые каналы, используемые в вычислениях",13-14,Зарезервированы,,,,,Operational
bufr4/0/02/025/15,002025,"Спутниковые каналы, используемые в вычислениях",15,HIRS,,,,,Operational
bufr4/0/02/025/16,002025,"Спутниковые каналы, используемые в вычислениях",16,HIRS,,,,47,Operational
bufr4/0/02/025/17,002025,"Спутниковые каналы, используемые в вычислениях",17,MSU,,,,,Operational
bufr4/0/02/025/18,002025,"Спутниковые каналы, используемые в вычислениях",18,SKINTK (только для океана),,,,,Operational
bufr4/0/02/025/19-20,002025,"Спутниковые каналы, используемые в вычислениях",19-20,Зарезервированы,,,,,Operational
bufr4/0/02/025/21,002025,"Спутниковые каналы, используемые в вычислениях",21,HIRS,,,,47,Operational
bufr4/0/02/025/22,002025,"Спутниковые каналы, используемые в вычислениях",22,SSU,,,,,Operational
bufr4/0/02/025/23,002025,"Спутниковые каналы, используемые в вычислениях",23,"MSU (3, 4)",,,,,Operational
bufr4/0/02/025/24,002025,"Спутниковые каналы, используемые в вычислениях",24,Зарезервирован,,,,,Operational
bufr4/0/02/025/All-25,002025,"Спутниковые каналы, используемые в вычислениях",Все 25,Отсутствующее значение,,,,,Operational
bufr4/0/02/030/0,002030,Метод измерения течения,0,Зарезервировано,,,,,Operational
bufr4/0/02/030/1,002030,Метод измерения течения,1,АПДТ (акустический профиломер Доплера для измерения течения),,,,91,Operational
bufr4/0/02/030/2,002030,Метод измерения течения,2,ГЭК (геомагнитный электрокинетограф),,,,,Operational
bufr4/0/02/030/3,002030,Метод измерения течения,3,Направление движения и дрейф судна установлены с фиксированным интервалом в 3–6 часов,,,,,Operational
bufr4/0/02/030/4,002030,Метод измерения течения,4,"Направление движения и дрейф судна установлены с фиксированным интервалом более 6 часов, но менее 12 часов",,,,,Operational
bufr4/0/02/030/5,002030,Метод измерения течения,5,Дрейф буя,,,,,Operational
bufr4/0/02/030/6,002030,Метод измерения течения,6,АПДТ (акустический профиломер Доплера для измерения течения),,,,,Operational
bufr4/0/02/030/7,002030,Метод измерения течения,7,Отсутствующее значение,,,,,Operational
bufr4/0/02/031/0,002031,Продолжительность и время измерения течения,0,Зарезервирована,,,,,Operational
bufr4/0/02/031/1,002031,Продолжительность и время измерения течения,1,Мгновенный,,,,,Operational
bufr4/0/02/031/2,002031,Продолжительность и время измерения течения,2,Усреднено за 3 мин или менее между H–1 и H,,,,,Operational
bufr4/0/02/031/3,002031,Продолжительность и время измерения течения,3,"Усреднено более чем за 3 мин, но максимум за 6 мин",,,,,Operational
bufr4/0/02/031/4,002031,Продолжительность и время измерения течения,4,"Усреднено более чем за 6 мин, но максимум за 12 мин",,,,,Operational
bufr4/0/02/031/5,002031,Продолжительность и время измерения течения,5,Мгновенный,,,,,Operational
bufr4/0/02/031/6,002031,Продолжительность и время измерения течения,6,Усреднено за 3 мин или менее,между H–2 и H–1,,,,Operational
bufr4/0/02/031/7,002031,Продолжительность и время измерения течения,7,"Усреднено более чем за 3 мин, но максимум за 6 мин",,,,,Operational
bufr4/0/02/031/8,002031,Продолжительность и время измерения течения,8,"Усреднено более чем за 6 мин, но максимум за 12 мин",,,,,Operational
bufr4/0/02/031/9,002031,Продолжительность и время измерения течения,9,Векторный или доплеровский метод получения профиля течения не применяется,,,,,Operational
bufr4/0/02/031/10,002031,Продолжительность и время измерения течения,10,Зарезервирована,,,,,Operational
bufr4/0/02/031/11,002031,Продолжительность и время измерения течения,11,1 час или менее,,,,,Operational
bufr4/0/02/031/12,002031,Продолжительность и время измерения течения,12,"Более 1 часа, но менее или равно 2 часам",,,,,Operational
bufr4/0/02/031/13,002031,Продолжительность и время измерения течения,13,"Более 2 часов, но менее или равно 4 часам",,,,,Operational
bufr4/0/02/031/14,002031,Продолжительность и время измерения течения,14,"Более 4 часов, но менее или равно 8 часам",,,,,Operational
bufr4/0/02/031/15,002031,Продолжительность и время измерения течения,15,"Более 8 часов, но менее или равно 12 часам",,,,,Operational
bufr4/0/02/031/16,002031,Продолжительность и время измерения течения,16,"Более 12 часов, но менее или равно 18 часам",,,,,Operational
bufr4/0/02/031/17,002031,Продолжительность и время измерения течения,17,"Более 18 часов, но менее или равно 24 часам",,,,,Operational
bufr4/0/02/031/18,002031,Продолжительность и время измерения течения,18,Зарезервирована,,,,,Operational
bufr4/0/02/031/19,002031,Продолжительность и время измерения течения,19,Дрейфовый метод не применяется,,,,,Operational
bufr4/0/02/031/20-30,002031,Продолжительность и время измерения течения,20-30,Зарезервированы,,,,,Operational
bufr4/0/02/031/31,002031,Продолжительность и время измерения течения,31,Отсутствующее значение,,,,,Operational
bufr4/0/02/032/0,002032,Указатель преобразования в цифровую форму,0,"Величины на выбранных глубинах (точки получения данных, зафиксированные прибором или выбранные с помощью какого-либо другого метода)",,,,,Operational
bufr4/0/02/032/1,002032,Указатель преобразования в цифровую форму,1,"Величины на выбранных глубинах (точки данных, взятые по траектории движения на особых глубинах)",,,,,Operational
bufr4/0/02/032/2,002032,Указатель преобразования в цифровую форму,2,Зарезервирована,,,,,Operational
bufr4/0/02/032/3,002032,Указатель преобразования в цифровую форму,3,Отсутствующее значение,,,,,Operational
bufr4/0/02/033/0,002033,Метод измерения солености/глубины,0,Соленость не измеряется,,,,,Operational
bufr4/0/02/033/1,002033,Метод измерения солености/глубины,1,"Датчик, находящийся в точке, точность выше 0,020/00",,,,,Operational
bufr4/0/02/033/2,002033,Метод измерения солености/глубины,2,"Датчик, находящийся в точке, точность менее 0,020/00",,,,,Operational
bufr4/0/02/033/3,002033,Метод измерения солености/глубины,3,Анализ проб,,,,,Operational
bufr4/0/02/033/4-6,002033,Метод измерения солености/глубины,4-6,Зарезервированы,,,,,Operational
bufr4/0/02/033/7,002033,Метод измерения солености/глубины,7,Отсутствующее значение,,,,,Operational
bufr4/0/02/034/0,002034,Тип плавучего якоря,0,Неопределенный плавучий якорь,,,,,Operational
bufr4/0/02/034/1,002034,Тип плавучего якоря,1,Полый конус,,,,,Operational
bufr4/0/02/034/2,002034,Тип плавучего якоря,2,TRISTAR,,,,,Operational
bufr4/0/02/034/3,002034,Тип плавучего якоря,3,Ветровой щит,,,,,Operational
bufr4/0/02/034/4,002034,Тип плавучего якоря,4,Парашют,,,,,Operational
bufr4/0/02/034/5,002034,Тип плавучего якоря,5,"Плавучий якорь, отличный от типа Лагранжа",,,,,Operational
bufr4/0/02/034/6-30,002034,Тип плавучего якоря,6-30,Зарезервированы (будут разработаны),,,,,Operational
bufr4/0/02/034/31,002034,Тип плавучего якоря,31,Отсутствующее значение,,,,,Operational
bufr4/0/02/036/0,002036,Тип буя,0,Дрейфующий буй,,,,,Operational
bufr4/0/02/036/1,002036,Тип буя,1,Заякоренный буй,,,,,Operational
bufr4/0/02/036/2,002036,Тип буя,2,Притопленный буй (находящийся в движении),,,,,Operational
bufr4/0/02/036/3,002036,Тип буя,3,Отсутствующее значение,,,,,Operational
bufr4/0/02/037/0,002037,Метод наблюдения за приливами,0,Зарезервирована,,,,,Operational
bufr4/0/02/037/1,002037,Метод наблюдения за приливами,1,Осуществляемое наблюдателем считывание показаний с вертикального футштока,,,,,Operational
bufr4/0/02/037/2,002037,Метод наблюдения за приливами,2,Осуществляемое наблюдателем считывание показаний с единственного автоматического регистратора станции,,,,,Operational
bufr4/0/02/037/3,002037,Метод наблюдения за приливами,3,Осуществляемое наблюдателем считывание показаний со многих автоматических регистраторов на станции,,,,,Operational
