Id,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status
bufr4/0/01/036/250001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",250001,"Франция, Научно-исследовательский институт для целей развития (IRD)",,,,,Operational
bufr4/0/01/036/250002,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",250002,"Франция, Французский научно-исследовательский институт по изучению морей (IFREMER)",,,,,Operational
bufr4/0/01/036/250003-276000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",250003-276000,Зарезервированы,,,,,Operational
bufr4/0/01/036/276001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",276001,"Германия, Федеральное морское и гидрографическое агентство (BSH)",,,,,Operational
bufr4/0/01/036/276002,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",276002,"Германия, Институт морских исследований Кильского университета",,,,,Operational
bufr4/0/01/036/276003-356000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",276003-356000,Зарезервированы,,,,,Operational
bufr4/0/01/036/356001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",356001,"Индия, Национальный институт океанографии (NIO)",,,,,Operational
bufr4/0/01/036/356002,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",356002,"Индия, Национальный институт технологий, связанных с океаном (NIOT)",,,,,Operational
bufr4/0/01/036/356003,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",356003,"Индия, Национальный центр службы информации об океане",,,,,Operational
bufr4/0/01/036/356004-392000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",356004-392000,Зарезервированы,,,,,Operational
bufr4/0/01/036/392001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",392001,"Япония, Японское метеорологическое агентство (ЯМА)",,,,,Operational
bufr4/0/01/036/392002,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",392002,"Япония, Передовая система наблюдений и исследований глобальных изменений",,,,,Operational
bufr4/0/01/036/392003,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",392003,"Япония, Японский морской научно-технологический центр (JAMSTEC)",,,,,Operational
bufr4/0/01/036/392004-410000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",392004-410000,Зарезервированы,,,,,Operational
bufr4/0/01/036/410001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",410001,"Республика Корея, Сеульский национальный университет",,,,,Operational
bufr4/0/01/036/410002,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",410002,"Республика Корея, Корейский институт научных исследований и освоения океана (KORDI)",,,,,Operational
bufr4/0/01/036/410003,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",410003,"Республика Корея, Метеорологический научно-исследовательский институт",,,,,Operational
bufr4/0/01/036/410004-540000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",410004-540000,Зарезервированы,,,,,Operational
bufr4/0/01/036/540001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",540001,"Новая Каледония, Научно-исследовательский институт для целей развития (IRD)",,,,,Operational
bufr4/0/01/036/540002-554000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",540002-554000,Зарезервированы,,,,,Operational
bufr4/0/01/036/554001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",554001,"Новая Зеландия, Национальный научно-исследовательский институт гидросферы и атмосферы (NIWA)",,,,,Operational
bufr4/0/01/036/554002-643000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",554002-643000,Зарезервированы,,,,,Operational
bufr4/0/01/036/643001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",643001,"Россия, Государственный океанографический институт Росгидромета",,,,,Operational
bufr4/0/01/036/643002,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",643002,"Россия, Федеральная служба по гидрометеорологии и мониторингу окружающей среды",,,,,Operational
bufr4/0/01/036/643003-724000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",643003-724000,Зарезервированы,,,,,Operational
bufr4/0/01/036/724001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",724001,"Испания, Испанский институт океанографии",,,,,Operational
bufr4/0/01/036/724002-826000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",724002-826000,Зарезервированы,,,,,Operational
bufr4/0/01/036/826001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",826001,"Соединенное Королевство, Гидрографическое бюро",,,,,Operational
bufr4/0/01/036/826002,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",826002,"Соединенное Королевство, Океанографический центр в Саутгемптоне (SOC)",,,,,Operational
bufr4/0/01/036/826003-840000,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",826003-840000,Зарезервированы,,,,,Operational
bufr4/0/01/036/840001,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",840001,"США, Атлантическая океанографическая и метеорологическая лаборатории НУОА (AOML)",,,,,Operational
bufr4/0/01/036/840002,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",840002,"США, Тихоокеанские лаборатории НУОА по морской окружающей среде (PMEL)",,,,,Operational
bufr4/0/01/036/840003,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",840003,"США, Институт океанографии Скриппса (SIO)",,,,,Operational
bufr4/0/01/036/840004,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",840004,"США, Океанографический институт в Вудс Холле (WHOI)",,,,,Operational
bufr4/0/01/036/840005,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",840005,"США, Вашингтонский университет",,,,,Operational
bufr4/0/01/036/840006,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",840006,"США, Военно-морское океанографическое бюро",,,,,Operational
bufr4/0/01/036/840007-1048574,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",840007-1048574,Зарезервированы,,,,,Operational
bufr4/0/01/036/1048575,001036,"Организация, ответственная за функционирование наблюдательной платформы (Первые три цифры представляют собой код страны ИСО)",1048575,Отсутствующее значение,,,,,Operational
bufr4/0/01/038/0,001038,Источник данных о доле морского льда,0,Отсутствие набора данных по морскому льду,,,,,Operational
bufr4/0/01/038/1,001038,Источник данных о доле морского льда,1,SSM/I Cavalieri НЦДСЛ и др. (1992 г.),,,,,Operational
bufr4/0/01/038/2,001038,Источник данных о доле морского льда,2,AMSR-E,,,,,Operational
bufr4/0/01/038/3,001038,Источник данных о доле морского льда,3,ЕЦСПП,,,,,Operational
bufr4/0/01/038/4,001038,Источник данных о доле морского льда,4,"Маска облачности ЦКМ (Франция), используемая Medspiration",,,,,Operational
bufr4/0/01/038/5,001038,Источник данных о доле морского льда,5,ОСИ-САФ ЕВМЕТСАТ,,,,,Operational
bufr4/0/01/038/6-30,001038,Источник данных о доле морского льда,6-30,Зарезервированы для дальнейшего использования,,,,,Operational
bufr4/0/01/038/31,001038,Источник данных о доле морского льда,31,Отсутствующее значение,,,,,Operational
bufr4/0/01/044/0,001044,Стандартное применение продукции,0,Зарезервировано,,,,,Operational
bufr4/0/01/044/1,001044,Стандартное применение продукции,1,Полная взвешенная комбинация отдельных тестов качества,,,,,Operational
bufr4/0/01/044/2,001044,Стандартное применение продукции,2,Взвешенная комбинация отдельных тестов за исключением сравнения прогнозов,,,,,Operational
bufr4/0/01/044/3,001044,Стандартное применение продукции,3,Рекурсивная функция фильтра,,,,,Operational
bufr4/0/01/044/4,001044,Стандартное применение продукции,4,Общий индекс качества (ИК) без прогноза,,,,,Operational
bufr4/0/01/044/5,001044,Стандартное применение продукции,5,ИК без прогноза,,,,,Operational
bufr4/0/01/044/6,001044,Стандартное применение продукции,6,ИК с прогнозом,,,,,Operational
bufr4/0/01/044/7,001044,Стандартное применение продукции,7,"Расчетная ошибка (РО) в м·с−1, преобразованная в процентный доверительный интервал",,,,,Operational
bufr4/0/01/044/8-254,001044,Стандартное применение продукции,8-254,Зарезервированы,,,,,Operational
bufr4/0/01/044/255,001044,Стандартное применение продукции,255,Отсутствующее значение,,,,,Operational
bufr4/0/01/052/0,001052,Идентификатор передатчика платформы,0,Основной,,,,,Operational
bufr4/0/01/052/1,001052,Идентификатор передатчика платформы,1,Дополнительный,,,,,Operational
bufr4/0/01/052/2,001052,Идентификатор передатчика платформы,2,Зарезервировано,,,,,Operational
bufr4/0/01/052/3,001052,Идентификатор передатчика платформы,3,Отсутствующее значение,,,,,Operational
bufr4/0/01/090/0,001090,Способ определения первоначальных возмущений,0,Прогнозирование с усредненной задержкой (LAF),,,,,Operational
bufr4/0/01/090/1,001090,Способ определения первоначальных возмущений,1,Метод корректировки развития,,,,,Operational
bufr4/0/01/090/2,001090,Способ определения первоначальных возмущений,2,Сингулярные векторы,,,,,Operational
bufr4/0/01/090/3,001090,Способ определения первоначальных возмущений,3,Циклы множественного анализа,,,,,Operational
bufr4/0/01/090/4-191,001090,Способ определения первоначальных возмущений,4-191,Зарезервированы,,,,,Operational
bufr4/0/01/090/192-254,001090,Способ определения первоначальных возмущений,192-254,Зарезервированы для местного использования,,,,,Operational
bufr4/0/01/090/255,001090,Способ определения первоначальных возмущений,255,Отсутствующее значение,,,,,Operational
bufr4/0/01/092/0,001092,Тип ансамблевого прогноза,0,Контрольный прогноз без возмущения с высоким разрешением,,,,,Operational
bufr4/0/01/092/1,001092,Тип ансамблевого прогноза,1,Контрольный прогноз без возмущения с низким разрешением,,,,,Operational
bufr4/0/01/092/2,001092,Тип ансамблевого прогноза,2,Прогноз с негативным возмущением,,,,,Operational
bufr4/0/01/092/3,001092,Тип ансамблевого прогноза,3,Прогноз с позитивным возмущением,,,,,Operational
bufr4/0/01/092/4-191,001092,Тип ансамблевого прогноза,4-191,Зарезервированы,,,,,Operational
bufr4/0/01/092/192-254,001092,Тип ансамблевого прогноза,192-254,Зарезервированы для местного использования,,,,,Operational
bufr4/0/01/092/255,001092,Тип ансамблевого прогноза,255,Отсутствующее значение,,,,,Operational
bufr4/0/01/101/0-99,001101,Указатель страны,0-99,Зарезервировано,,,,,Operational
bufr4/0/01/101/100,001101,Указатель страны,100,Алжир,,,,,Operational
bufr4/0/01/101/101,001101,Указатель страны,101,Ангола,,,,,Operational
bufr4/0/01/101/102,001101,Указатель страны,102,Бенин,,,,,Operational
bufr4/0/01/101/103,001101,Указатель страны,103,Ботсвана,,,,,Operational
bufr4/0/01/101/104,001101,Указатель страны,104,Буркина-Фасо,,,,,Operational
bufr4/0/01/101/105,001101,Указатель страны,105,Бурунди,,,,,Operational
bufr4/0/01/101/106,001101,Указатель страны,106,Камерун,,,,,Operational
bufr4/0/01/101/107,001101,Указатель страны,107,Кабо-Верде,,,,,Operational
bufr4/0/01/101/108,001101,Указатель страны,108,Центральноафриканская Республика,,,,,Operational
bufr4/0/01/101/109,001101,Указатель страны,109,Чад,,,,,Operational
bufr4/0/01/101/110,001101,Указатель страны,110,Коморские Острова,,,,,Operational
bufr4/0/01/101/111,001101,Указатель страны,111,Конго,,,,,Operational
bufr4/0/01/101/112,001101,Указатель страны,112,Кот-д’Ивуар,,,,,Operational
bufr4/0/01/101/113,001101,Указатель страны,113,Демократическая Республика Конго,,,,,Operational
bufr4/0/01/101/114,001101,Указатель страны,114,Джибути,,,,,Operational
bufr4/0/01/101/115,001101,Указатель страны,115,Египет,,,,,Operational
bufr4/0/01/101/116,001101,Указатель страны,116,Эритрея,,,,,Operational
bufr4/0/01/101/117,001101,Указатель страны,117,Эфиопия,,,,,Operational
bufr4/0/01/101/118,001101,Указатель страны,118,Франция (РА I),,,,,Operational
bufr4/0/01/101/119,001101,Указатель страны,119,Габон,,,,,Operational
bufr4/0/01/101/120,001101,Указатель страны,120,Гамбия,,,,,Operational
bufr4/0/01/101/121,001101,Указатель страны,121,Гана,,,,,Operational
bufr4/0/01/101/122,001101,Указатель страны,122,Гвинея,,,,,Operational
bufr4/0/01/101/123,001101,Указатель страны,123,Гвинея-Бисау,,,,,Operational
bufr4/0/01/101/124,001101,Указатель страны,124,Кения,,,,,Operational
bufr4/0/01/101/125,001101,Указатель страны,125,Лесото,,,,,Operational
bufr4/0/01/101/126,001101,Указатель страны,126,Либерия,,,,,Operational
bufr4/0/01/101/127,001101,Указатель страны,127,Ливия,,,,,Operational
bufr4/0/01/101/128,001101,Указатель страны,128,Мадагаскар,,,,,Operational
bufr4/0/01/101/129,001101,Указатель страны,129,Малави,,,,,Operational
bufr4/0/01/101/130,001101,Указатель страны,130,Мали,,,,,Operational
bufr4/0/01/101/131,001101,Указатель страны,131,Мавритания,,,,,Operational
bufr4/0/01/101/132,001101,Указатель страны,132,Маврикий,,,,,Operational
bufr4/0/01/101/133,001101,Указатель страны,133,Марокко,,,,,Operational
bufr4/0/01/101/134,001101,Указатель страны,134,Мозамбик,,,,,Operational
bufr4/0/01/101/135,001101,Указатель страны,135,Намибия,,,,,Operational
bufr4/0/01/101/136,001101,Указатель страны,136,Нигер,,,,,Operational
bufr4/0/01/101/137,001101,Указатель страны,137,Нигерия,,,,,Operational
bufr4/0/01/101/138,001101,Указатель страны,138,Португалия (РА I),,,,,Operational
bufr4/0/01/101/139,001101,Указатель страны,139,Руанда,,,,,Operational
bufr4/0/01/101/140,001101,Указатель страны,140,Сан-Томе и Принсипи,,,,,Operational
bufr4/0/01/101/141,001101,Указатель страны,141,Сенегал,,,,,Operational
bufr4/0/01/101/142,001101,Указатель страны,142,Сейшельские Острова,,,,,Operational
bufr4/0/01/101/143,001101,Указатель страны,143,Сьерра-Леоне,,,,,Operational
bufr4/0/01/101/144,001101,Указатель страны,144,Сомали,,,,,Operational
bufr4/0/01/101/145,001101,Указатель страны,145,Южная Африка,,,,,Operational
bufr4/0/01/101/146,001101,Указатель страны,146,Испания (РА I),,,,,Operational
bufr4/0/01/101/147,001101,Указатель страны,147,Судан,,,,,Operational
bufr4/0/01/101/148,001101,Указатель страны,148,Эсватини,,,,,Operational
bufr4/0/01/101/149,001101,Указатель страны,149,Того,,,,,Operational
bufr4/0/01/101/150,001101,Указатель страны,150,Тунис,,,,,Operational
bufr4/0/01/101/151,001101,Указатель страны,151,Уганда,,,,,Operational
bufr4/0/01/101/152,001101,Указатель страны,152,Соединенное Королевство Великобритании и Северной Ирландии (РА I),,,,,Operational
bufr4/0/01/101/153,001101,Указатель страны,153,Объединенная Республика Танзания,,,,,Operational
bufr4/0/01/101/154,001101,Указатель страны,154,Замбия,,,,,Operational
bufr4/0/01/101/155,001101,Указатель страны,155,Зимбабве,,,,,Operational
bufr4/0/01/101/156-199,001101,Указатель страны,156-199,Зарезервировано для Региона I (Африка),,,,,Operational
bufr4/0/01/101/200,001101,Указатель страны,200,Афганистан,,,,,Operational
bufr4/0/01/101/201,001101,Указатель страны,201,Бахрейн,,,,,Operational
bufr4/0/01/101/202,001101,Указатель страны,202,Бангладеш,,,,,Operational
bufr4/0/01/101/203,001101,Указатель страны,203,Бутан,,,,,Operational
bufr4/0/01/101/204,001101,Указатель страны,204,Камбоджа,,,,,Operational
bufr4/0/01/101/205,001101,Указатель страны,205,Китай,,,,,Operational
bufr4/0/01/101/206,001101,Указатель страны,206,Корейская Народно-Демократическая Республика,,,,,Operational
bufr4/0/01/101/207,001101,Указатель страны,207,"Гонконг, Китай",,,,,Operational
bufr4/0/01/101/208,001101,Указатель страны,208,Индия,,,,,Operational
bufr4/0/01/101/209,001101,Указатель страны,209,"Иран, Исламская Республика",,,,,Operational
bufr4/0/01/101/210,001101,Указатель страны,210,Ирак,,,,,Operational
bufr4/0/01/101/211,001101,Указатель страны,211,Япония,,,,,Operational
bufr4/0/01/101/212,001101,Указатель страны,212,Казахстан,,,,,Operational
bufr4/0/01/101/213,001101,Указатель страны,213,Кувейт,,,,,Operational
bufr4/0/01/101/214,001101,Указатель страны,214,Кыргызстан,,,,,Operational
bufr4/0/01/101/215,001101,Указатель страны,215,Лаосская Народно-Демократическая Республика,,,,,Operational
bufr4/0/01/101/216,001101,Указатель страны,216,"Макао, Китай",,,,,Operational
bufr4/0/01/101/217,001101,Указатель страны,217,Мальдивские Острова,,,,,Operational
bufr4/0/01/101/218,001101,Указатель страны,218,Монголия,,,,,Operational
bufr4/0/01/101/219,001101,Указатель страны,219,Мьянма,,,,,Operational
bufr4/0/01/101/220,001101,Указатель страны,220,Непал,,,,,Operational
bufr4/0/01/101/221,001101,Указатель страны,221,Оман,,,,,Operational
bufr4/0/01/101/222,001101,Указатель страны,222,Пакистан,,,,,Operational
bufr4/0/01/101/223,001101,Указатель страны,223,Катар,,,,,Operational
bufr4/0/01/101/224,001101,Указатель страны,224,Республика Корея,,,,,Operational
bufr4/0/01/101/225,001101,Указатель страны,225,Йемен,,,,,Operational
bufr4/0/01/101/226,001101,Указатель страны,226,Российская Федерация (РА II),,,,,Operational
bufr4/0/01/101/227,001101,Указатель страны,227,Саудовская Аравия,,,,,Operational
bufr4/0/01/101/228,001101,Указатель страны,228,Шри-Ланка,,,,,Operational
bufr4/0/01/101/229,001101,Указатель страны,229,Таджикистан,,,,,Operational
bufr4/0/01/101/230,001101,Указатель страны,230,Таиланд,,,,,Operational
bufr4/0/01/101/231,001101,Указатель страны,231,Туркменистан,,,,,Operational
bufr4/0/01/101/232,001101,Указатель страны,232,Объединенные Арабские Эмираты,,,,,Operational
bufr4/0/01/101/233,001101,Указатель страны,233,Узбекистан,,,,,Operational
bufr4/0/01/101/234,001101,Указатель страны,234,Вьетнам,,,,,Operational
bufr4/0/01/101/235-299,001101,Указатель страны,235-299,Зарезервировано для Региона II (Азия),,,,,Operational
bufr4/0/01/101/300,001101,Указатель страны,300,Аргентина,,,,,Operational
bufr4/0/01/101/301,001101,Указатель страны,301,Боливия (Многонациональное Государство),,,,,Operational
bufr4/0/01/101/302,001101,Указатель страны,302,Бразилия,,,,,Operational
bufr4/0/01/101/303,001101,Указатель страны,303,Чили,,,,,Operational
bufr4/0/01/101/304,001101,Указатель страны,304,Колумбия,,,,,Operational
bufr4/0/01/101/305,001101,Указатель страны,305,Эквадор,,,,,Operational
bufr4/0/01/101/306,001101,Указатель страны,306,Франция (РА III),,,,,Operational
bufr4/0/01/101/307,001101,Указатель страны,307,Гайана,,,,,Operational
bufr4/0/01/101/308,001101,Указатель страны,308,Парагвай,,,,,Operational
bufr4/0/01/101/309,001101,Указатель страны,309,Перу,,,,,Operational
bufr4/0/01/101/310,001101,Указатель страны,310,Суринам,,,,,Operational
bufr4/0/01/101/311,001101,Указатель страны,311,Уругвай,,,,,Operational
bufr4/0/01/101/312,001101,Указатель страны,312,Венесуэла (Боливарианская Республика),,,,,Operational
bufr4/0/01/101/313-399,001101,Указатель страны,313-399,Зарезервировано для Региона III (Южная Америка),,,,,Operational
bufr4/0/01/101/400,001101,Указатель страны,400,Антигуа и Барбуда,,,,,Operational
bufr4/0/01/101/401,001101,Указатель страны,401,Багамские Острова,,,,,Operational
bufr4/0/01/101/402,001101,Указатель страны,402,Барбадос,,,,,Operational
bufr4/0/01/101/403,001101,Указатель страны,403,Белиз,,,,,Operational
bufr4/0/01/101/404,001101,Указатель страны,404,Британские Карибские Территории,,,,,Operational
bufr4/0/01/101/405,001101,Указатель страны,405,Канада,,,,,Operational
bufr4/0/01/101/406,001101,Указатель страны,406,Колумбия,,,,,Operational
