Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/15/034,15,Физические/химические составляющие в BUFR/CREX,015034,Оцениваемая ошибка в разнице задержки прохождения,м,5,0,14,м,5,5,,,Operational
bufr4/0/15/035,15,Физические/химические составляющие в BUFR/CREX,015035,Компонент задержки вертикального прохождения из-за водяного пара,м,4,0,14,м,4,5,,,Operational
bufr4/0/15/036,15,Физические/химические составляющие в BUFR/CREX,015036,Атмосферная преломляющая способность,Единицы N,3,0,19,Единицы N,3,6,(см. примечание 5),,Operational
bufr4/0/15/037,15,Физические/химические составляющие в BUFR/CREX,015037,Угол изгиба,рад,8,-100000,23,рад,8,7,,,Operational
bufr4/0/15/041,15,Физические/химические составляющие в BUFR/CREX,015041,Индекс двуокиси серы,Числ.,2,-1200,14,Числ.,2,4,(см. примечание 7),,Operational
bufr4/0/15/042,15,Физические/химические составляющие в BUFR/CREX,015042,Отражательная способность,%,2,0,14,%,2,5,,,Operational
bufr4/0/15/045,15,Физические/химические составляющие в BUFR/CREX,015045,Двуокись серы,е. Д.,2,-2000,15,е. Д.,2,5,(см. примечание 8),,Operational
bufr4/0/15/046,15,Физические/химические составляющие в BUFR/CREX,015046,Индекс вулканического загрязнения,Числ.,2,-1000,11,Числ.,2,4,(см. примечание 9),,Operational
bufr4/0/15/049,15,Физические/химические составляющие в BUFR/CREX,015049,Показатель экспоненты при длине волны в законе Ангстрема для аэрозолей,Числ.,3,-2000,14,Числ.,3,5,,,Operational
bufr4/0/15/051,15,Физические/химические составляющие в BUFR/CREX,015051,Метеорологическая оптическая дальность,м,0,0,18,м,0,6,,,Operational
bufr4/0/15/052,15,Физические/химические составляющие в BUFR/CREX,015052,Log численной плотности аэрозольных 10 частиц с диаметром более 5 нм,–3 log(м ),1,60,6,–3 log(м ),1,3,,,Operational
bufr4/0/15/053,15,Физические/химические составляющие в BUFR/CREX,015053,Log численной плотности аэрозольных 10 частиц с диаметром более 14 нм,–3 log(м ),2,600,9,–3 log(м ),2,4,,,Operational
bufr4/0/15/054,15,Физические/химические составляющие в BUFR/CREX,015054,"Log численной плотности аэрозольных 10 частиц с диаметром от 0,25 до 2,5 μм",–3 log(м ),2,550,9,–3 log(м ),2,4,,,Operational
bufr4/0/15/055,15,Физические/химические составляющие в BUFR/CREX,015055,Доля нелетучих аэрозолей,Числ.,2,0,7,Числ.,2,3,,,Operational
bufr4/0/15/062,15,Физические/химические составляющие в BUFR/CREX,015062,Оптическая толщина аэрозоля,Числ.,3,-1000,14,Числ.,3,5,,,Operational
bufr4/0/15/063,15,Физические/химические составляющие в BUFR/CREX,015063,Затухающее обратное рассеяние,-1 -1 ·ср м,8,0,20,-1 -1 м ·ср,8,7,,,Operational
bufr4/0/15/064,15,Физические/химические составляющие в BUFR/CREX,015064,Неопределенность затухающего обратного рассеяния,-1 -1 ·ср м,8,0,20,-1 -1 м ·ср,8,7,,,Operational
bufr4/0/15/065,15,Физические/химические составляющие в BUFR/CREX,015065,Коэффициент обратного рассеяния частиц,-1 -1 м ·ср,8,0,20,-1 -1 м ·ср,8,7,,,Operational
bufr4/0/15/066,15,Физические/химические составляющие в BUFR/CREX,015066,Неопределенность коэффициента обратного рассеяния частиц,-1 -1 ·ср м,8,0,20,-1 -1 м ·ср,8,7,,,Operational
bufr4/0/15/067,15,Физические/химические составляющие в BUFR/CREX,015067,Коэффициент экстинкции частиц,-1 м,8,0,20,-1 м,8,7,,,Operational
bufr4/0/15/068,15,Физические/химические составляющие в BUFR/CREX,015068,Неопределенность коэффициента экстинкции частиц,-1 м,8,0,20,-1 м,8,7,,,Operational
bufr4/0/15/069,15,Физические/химические составляющие в BUFR/CREX,015069,Лидарное отношение частиц,ср,2,0,14,ср,2,5,,,Operational
bufr4/0/15/070,15,Физические/химические составляющие в BUFR/CREX,015070,Неопределенность лидарного отношения,ср,2,0,14,ср,2,5,,,Operational
bufr4/0/15/071,15,Физические/химические составляющие в BUFR/CREX,015071,Соотношение деполяризации частиц,%,2,0,14,%,2,5,,,Operational
bufr4/0/15/072,15,Физические/химические составляющие в BUFR/CREX,015072,Неопределенность соотношения деполяризации,%,2,0,14,%,2,5,,,Operational
