Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/22/043,22,Океанографические элементы в BUFR/CREX,022043,Температура моря/воды,K,2,0,15,K,2,5,,,Operational
bufr4/0/22/044,22,Океанографические элементы в BUFR/CREX,022044,Скорость звука,-1 м·с,1,0,14,-1 м·с,1,5,,,Operational
bufr4/0/22/045,22,Океанографические элементы в BUFR/CREX,022045,Температура моря/воды,K,3,0,19,K,3,6,,,Operational
bufr4/0/22/046,22,Океанографические элементы в BUFR/CREX,022046,Доля морского льда,Числ.,2,0,7,Числ.,2,3,,,Operational
bufr4/0/22/049,22,Океанографические элементы в BUFR/CREX,022049,Температура морской поверхности,K,2,0,15,K,2,5,,,Operational
bufr4/0/22/050,22,Океанографические элементы в BUFR/CREX,022050,Стандартное отклонение температуры поверхности моря,K,2,0,8,K,2,3,,,Operational
bufr4/0/22/055,22,Океанографические элементы в BUFR/CREX,022055,Номер цикла буя,Числ.,0,0,10,Числ.,0,3,,,Operational
bufr4/0/22/056,22,Океанографические элементы в BUFR/CREX,022056,Направление профиля,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/22/059,22,Океанографические элементы в BUFR/CREX,022059,Соленость на поверхности моря,‰,2,0,14,‰,2,5,,,Operational
bufr4/0/22/060,22,Океанографические элементы в BUFR/CREX,022060,Состояние плавучего якоря дрейфующего буя Лагранжа,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational
bufr4/0/22/061,22,Океанографические элементы в BUFR/CREX,022061,Состояние моря,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/22/062,22,Океанографические элементы в BUFR/CREX,022062,Соленость,‰,2,0,14,‰,2,5,,,Operational
bufr4/0/22/063,22,Океанографические элементы в BUFR/CREX,022063,Общая глубина воды,м,0,0,14,м,0,5,,,Operational
bufr4/0/22/064,22,Океанографические элементы в BUFR/CREX,022064,Соленость,‰,3,0,17,‰,3,6,,,Operational
bufr4/0/22/065,22,Океанографические элементы в BUFR/CREX,022065,Давление воды,Па,-3,0,17,Па,-3,6,,,Operational
bufr4/0/22/066,22,Океанографические элементы в BUFR/CREX,022066,Проводимость воды,-1 См·м,6,0,26,-1 См·м,6,8,,,Operational
bufr4/0/22/067,22,Океанографические элементы в BUFR/CREX,022067,Тип прибора для измерений профиля температуры/солености воды,Кодовая таблица,0,0,10,Кодовая таблица,0,4,,,Operational
bufr4/0/22/068,22,Океанографические элементы в BUFR/CREX,022068,Типы регистраторов профиля температуры воды,Кодовая таблица,0,0,7,Кодовая таблица,0,3,,,Operational
bufr4/0/22/069,22,Океанографические элементы в BUFR/CREX,022069,Спектральная плотность волн,2 -1 м ·Гц,3,0,22,2 -1 м ·Гц,3,7,,,Operational
bufr4/0/22/070,22,Океанографические элементы в BUFR/CREX,022070,Высота значительной волны,м,2,0,13,м,2,4,,,Operational
bufr4/0/22/071,22,Океанографические элементы в BUFR/CREX,022071,Спектральный пиковый период волны,с,1,0,9,c,1,3,,,Operational
bufr4/0/22/072,22,Океанографические элементы в BUFR/CREX,022072,Спектральная пиковая длина волны,м,0,0,13,м,0,4,,,Operational
bufr4/0/22/073,22,Океанографические элементы в BUFR/CREX,022073,Максимальная высота волны,м,2,0,13,м,2,4,,,Operational
bufr4/0/22/074,22,Океанографические элементы в BUFR/CREX,022074,Средний период волны,с,1,0,9,c,1,3,,,Operational
bufr4/0/22/075,22,Океанографические элементы в BUFR/CREX,022075,Средняя длина волны,м,0,0,13,м,0,4,,,Operational
bufr4/0/22/076,22,Океанографические элементы в BUFR/CREX,022076,"Направление, откуда поступают доминирующие волны",истинные градусы,0,0,9,истинные градусы,0,3,,,Operational
bufr4/0/22/077,22,Океанографические элементы в BUFR/CREX,022077,Направленное распространение доминирующей волны,°,0,0,9,°,0,3,,,Operational
bufr4/0/22/078,22,Океанографические элементы в BUFR/CREX,022078,Продолжительность записи наблюдений за волнами,с,0,0,12,с,0,4,,,Operational
bufr4/0/22/079,22,Океанографические элементы в BUFR/CREX,022079,Длина волнограммы,м,0,0,16,м,0,5,,,Operational
bufr4/0/22/080,22,Океанографические элементы в BUFR/CREX,022080,Центральная частота диапазона волны,Гц,3,0,10,Гц,3,4,,,Operational
bufr4/0/22/081,22,Океанографические элементы в BUFR/CREX,022081,Центральное волновое число диапазона,-1 м,5,0,13,-1 м,5,4,,,Operational
bufr4/0/22/082,22,Океанографические элементы в BUFR/CREX,022082,Максимальная ненаправленная спектральная волновая плотность,2 ·с м,2,0,20,2 м ·с,2,7,,,Operational
bufr4/0/22/083,22,Океанографические элементы в BUFR/CREX,022083,Максимальное ненаправленное спектральное волновое число,3 м,2,0,20,3 м,2,7,,,Operational
bufr4/0/22/084,22,Океанографические элементы в BUFR/CREX,022084,"Полоса, содержащая максимальную ненаправленную спектральную волновую плотность",Числ.,0,0,7,Числ.,0,3,,,Operational
bufr4/0/22/085,22,Океанографические элементы в BUFR/CREX,022085,Коэффициент спектральной волновой плотности,Числ.,0,0,7,Числ.,0,3,,,Operational
bufr4/0/22/086,22,Океанографические элементы в BUFR/CREX,022086,"Среднее направление, откуда поступают волны",истинные градусы,0,0,9,истинные градусы,0,3,,,Operational
bufr4/0/22/087,22,Океанографические элементы в BUFR/CREX,022087,"Главное направление, откуда поступают волны",истинные градусы,0,0,9,истинные градусы,0,3,,,Operational
bufr4/0/22/088,22,Океанографические элементы в BUFR/CREX,022088,Первая нормированная полярная координата из коэффициентов Фурье,Числ.,2,0,7,Числ.,2,3,,,Operational
bufr4/0/22/089,22,Океанографические элементы в BUFR/CREX,022089,Вторая нормированная полярная координата из коэффициентов Фурье,Числ.,2,0,7,Числ.,2,3,,,Operational
bufr4/0/22/090,22,Океанографические элементы в BUFR/CREX,022090,Оценка ненаправленного спектра при помощи частоты волн,2 м ·с,2,0,20,2 м ·с,2,7,,,Operational
bufr4/0/22/091,22,Океанографические элементы в BUFR/CREX,022091,Оценка ненаправленного спектра при помощи волнового числа,3 м,2,0,20,3 м,2,7,,,Operational
bufr4/0/22/092,22,Океанографические элементы в BUFR/CREX,022092,Оценка ненаправленного спектра при помощи частоты волн,2 -1 м ·рад ·с,2,0,20,2 -1 м ·рад ·с,2,7,,,Operational
bufr4/0/22/093,22,Океанографические элементы в BUFR/CREX,022093,Оценка направленного спектра при помощи волнового числа,4 м,2,0,20,4 м,2,7,,,Operational
bufr4/0/22/094,22,Океанографические элементы в BUFR/CREX,022094,Общее число диапазонов волн,Числ.,0,0,7,Числ.,0,3,,,Operational
bufr4/0/22/095,22,Океанографические элементы в BUFR/CREX,022095,Направленное распространение отдельных волн,°,0,0,8,°,0,3,,,Operational
bufr4/0/22/096,22,Океанографические элементы в BUFR/CREX,022096,Спектральная ширина полосы,-1 с,3,0,4,-1 с,3,2,,,Operational
bufr4/0/22/097,22,Океанографические элементы в BUFR/CREX,022097,Длина средней волны спектра изображения при низких волновых числах (длина волны > 731 м),м,0,0,14,м,0,5,,,Operational
bufr4/0/22/098,22,Океанографические элементы в BUFR/CREX,022098,Распространение длины волны при низких волновых числах (длина волны > 731 м),м,0,0,14,м,0,5,,,Operational
bufr4/0/22/099,22,Океанографические элементы в BUFR/CREX,022099,Среднее направление при низких волновых числах (длина волны > 731 м),истинные градусы,0,0,9,истинные градусы,0,3,,,Operational
bufr4/0/22/100,22,Океанографические элементы в BUFR/CREX,022100,Направленное распространение при низких волновых числах (длина волны > 731 м),°,0,0,9,°,0,3,,,Operational
bufr4/0/22/101,22,Океанографические элементы в BUFR/CREX,022101,Общая энергия при низких волновых числах (длина волны > 731 м),Числ.,0,0,31,Числ.,0,10,,,Operational
bufr4/0/22/102,22,Океанографические элементы в BUFR/CREX,022102,Масштабированная максимальная ненаправленная спектральная волновая плотность по частоте,2 м ·с,0,0,14,2 м ·с,0,5,(см. примечание 10),,Operational
bufr4/0/22/103,22,Океанографические элементы в BUFR/CREX,022103,Масштабированная максимальная ненаправленная спектральная волновая плотность по волновому числу,3 м,0,0,14,3 м,0,5,(см. примечание 10),,Operational
bufr4/0/22/104,22,Океанографические элементы в BUFR/CREX,022104,Масштабированная ненаправленная спектральная волновая плотность по частоте,2 ·с м,0,0,14,2 м ·с,0,5,(см. примечание 10),,Operational
bufr4/0/22/105,22,Океанографические элементы в BUFR/CREX,022105,Масштабированная ненаправленная спектральная волновая плотность по волновому числу,3 м,0,0,14,3 м,0,5,(см. примечание 10),,Operational
bufr4/0/22/106,22,Океанографические элементы в BUFR/CREX,022106,Масштабированная направленная спектраальная волновая плотность по частоте,2–1 м ·с·рад,0,0,14,2–1 м ·с·рад,0,5,(см. примечание 10),,Operational
bufr4/0/22/107,22,Океанографические элементы в BUFR/CREX,022107,Масштабированная направленная спектральная волновая плотность по волновому числу,4 м,0,0,14,4 м,0,5,(см. примечание 10),,Operational
bufr4/0/22/108,22,Океанографические элементы в BUFR/CREX,022108,Коэффициент спектральной волновой плотности,%,0,0,7,%,0,3,,,Operational
bufr4/0/22/120,22,Океанографические элементы в BUFR/CREX,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational
bufr4/0/22/121,22,Океанографические элементы в BUFR/CREX,022121,Ручной контроль уровня воды станцией наблюдения за приливами,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational
bufr4/0/22/122,22,Океанографические элементы в BUFR/CREX,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational
bufr4/0/22/123,22,Океанографические элементы в BUFR/CREX,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational
bufr4/0/22/130,22,Океанографические элементы в BUFR/CREX,022130,Количество годных точек для специфической полосы частот,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/131,22,Океанографические элементы в BUFR/CREX,022131,СКО значений высоты значительной волны в специфической полосе частот,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/132,22,Океанографические элементы в BUFR/CREX,022132,Количество годных точек для высоты значительной волны в специфической полосе частот,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/133,22,Океанографические элементы в BUFR/CREX,022133,Чистая инструментальная поправка в специфической полосе частот для высоты значительной волны,м,3,-1000,11,м,3,4,,,Operational
bufr4/0/22/134,22,Океанографические элементы в BUFR/CREX,022134,Количество годных точек в специфической полосе частот для обратного рассеяния,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/141,22,Океанографические элементы в BUFR/CREX,022141,Температура поверхности моря (15-дневное скользящее среднее),К,2,0,15,K,2,5,,,Operational
bufr4/0/22/142,22,Океанографические элементы в BUFR/CREX,022142,Квадрат высоты значительной волны,2 м,3 -33554432,,26,2 м,3,5,,,Operational
bufr4/0/22/143,22,Океанографические элементы в BUFR/CREX,022143,СТО высоты значительной волны (20 Гц) — в квадрате,2 м,3 -8388608,,24,2 м,3,8,,,Operational
bufr4/0/22/144,22,Океанографические элементы в BUFR/CREX,022144,Количество (20 Гц) годных точек для высоты значительной волны в квадрате,Числ.,0,0,9,Числ.,0,3,,,Operational
bufr4/0/22/145,22,Океанографические элементы в BUFR/CREX,022145,СТО (20 Гц) значений данных по океану,м,3 -33554432,,31,м,3,10,,,Operational
bufr4/0/22/146,22,Океанографические элементы в BUFR/CREX,022146,Диапазон OCOG*,м,3,0,31,м,3,10,,,Operational
bufr4/0/22/147,22,Океанографические элементы в BUFR/CREX,022147,СТО по диапазону OCOG* (20 Гц),м,3 -8388608,,31,м,3,10,,,Operational
bufr4/0/22/148,22,Океанографические элементы в BUFR/CREX,022148,Количество (20 Гц) годных точек для данных по океану,Числ.,0,0,9,Числ.,0,3,,,Operational
bufr4/0/22/149,22,Океанографические элементы в BUFR/CREX,022149,Высота значительной волны (20 Гц) в квадрате,2 м,3 -33554432,,26,2 м,3,8,,,Operational
bufr4/0/22/150,22,Океанографические элементы в BUFR/CREX,022150,Количество годных точек на 18 Гц для полосы частот Ku,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/151,22,Океанографические элементы в BUFR/CREX,022151,Диапазон данных по океану в полосе частот Ku,м,3,0,31,м,3,10,,,Operational
bufr4/0/22/152,22,Океанографические элементы в BUFR/CREX,022152,СТО (18 Гц) значений данных по океану в полосе частот Ku,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/153,22,Океанографические элементы в BUFR/CREX,022153,Количество годных точек на 18 Гц для полосы частот S,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/154,22,Океанографические элементы в BUFR/CREX,022154,Диапазон данных по океану в полосе частот S,м,3,0,31,м,3,10,,,Operational
bufr4/0/22/155,22,Океанографические элементы в BUFR/CREX,022155,СТО (18 Гц) значений данных по океану в полосе частот S,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/156,22,Океанографические элементы в BUFR/CREX,022156,Высота значительной волны в полосе частот Ku,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/157,22,Океанографические элементы в BUFR/CREX,022157,СТО (18 Гц) значений данных по океану в полосе частот Ku,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/158,22,Океанографические элементы в BUFR/CREX,022158,Высота значительной волны в полосе частот S,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/159,22,Океанографические элементы в BUFR/CREX,022159,СТО (18 Гц) значений данных по океану в полосе частот S,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/160,22,Океанографические элементы в BUFR/CREX,022160,Обратное нормированное значение возраста волны,Числ.,6,0,21,Числ.,6,7,,,Operational
bufr4/0/22/161,22,Океанографические элементы в BUFR/CREX,022161,Спектры волн,4 м,4,0,27,4 м,4,9,,,Operational
bufr4/0/22/162,22,Океанографические элементы в BUFR/CREX,022162,СКО (20 Гц) значений данных по океану в полосе частот Ku,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/163,22,Океанографические элементы в BUFR/CREX,022163,Количество (20 Гц) годных точек для полосы частот Ku,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/164,22,Океанографические элементы в BUFR/CREX,022164,СКО (20 Гц) значений высоты значительной волны в полосе частот Ku,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/165,22,Океанографические элементы в BUFR/CREX,022165,Количество (20 Гц) годных точек для высоты значительной волны в полосе частот Ku,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/166,22,Океанографические элементы в BUFR/CREX,022166,Чистая инструментальная поправка в полосе частот Ku для высоты значительной волны,м,3,-1000,11,м,3,4,,,Operational
bufr4/0/22/167,22,Океанографические элементы в BUFR/CREX,022167,Количество годных точек для коэффициента обратного рассеяния в полосе частот Ku,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/168,22,Океанографические элементы в BUFR/CREX,022168,Диапазон данных по океану в полосе частот С,м,3,0,31,м,3,10,,,Operational
bufr4/0/22/169,22,Океанографические элементы в BUFR/CREX,022169,СКО значений данных по океану в полосе частот С,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/170,22,Океанографические элементы в BUFR/CREX,022170,Количество годных точек (20 Гц) для полосы частот C,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/171,22,Океанографические элементы в BUFR/CREX,022171,Высота значительной волны в полосе частот С,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/172,22,Океанографические элементы в BUFR/CREX,022172,СКО (20 Гц) значений высоты значительной волны в полосе частот C,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/173,22,Океанографические элементы в BUFR/CREX,022173,Количество (20 Гц) годных точек для высоты значительной волны в полосе частот C,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/174,22,Океанографические элементы в BUFR/CREX,022174,Чистая инструментальная поправка в полосе частот С для высоты значительной волны,м,3,-1000,11,м,3,4,,,Operational
bufr4/0/22/175,22,Океанографические элементы в BUFR/CREX,022175,Количество годных точек для коэффициента обратного рассеяния в полосе частот С,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/22/177,22,Океанографические элементы в BUFR/CREX,022177,Высота устройства для спуска ОБТ/ОПТГ,м,0,0,6,м,0,3,,,Operational
bufr4/0/22/178,22,Океанографические элементы в BUFR/CREX,022178,Тип устройства для спуска ОБТ/ОПТГ,Кодовая таблица,0,0,8,Кодовая таблица,0,3,,,Operational
bufr4/0/22/182,22,Океанографические элементы в BUFR/CREX,022182,Высота водного столба,м,3,0,23,м,3,7,(см. примечание 9),,Operational
bufr4/0/22/184,22,Океанографические элементы в BUFR/CREX,022184,Отклонение высоты водного столба от величины начала отсчета,м,3,-2000,12,м,3,4,,,Operational
bufr4/0/22/185,22,Океанографические элементы в BUFR/CREX,022185,Число передач BPR (донный регистратор давления),Числ.,0,0,10,Числ.,0,3,,,Operational
bufr4/0/22/186,22,Океанографические элементы в BUFR/CREX,022186,"Направление, откуда поступают волны",истинные градусы,0,0,9,истинные градусы,0,3,(см. примечание 11),,Operational
bufr4/0/22/187,22,Океанографические элементы в BUFR/CREX,022187,Направленное распространение волны,°,0,0,9,°,0,3,(см. примечание 12),,Operational
bufr4/0/22/188,22,Океанографические элементы в BUFR/CREX,022188,Растворенный кислород,-1 мкмоль·кг,3,0,19,-1 мкмоль·кг,3,6,,,Operational
bufr4/0/22/189,22,Океанографические элементы в BUFR/CREX,022189,Диапазон данных по океану в специфической полосе частот,м,3,0,31,м,3,10,,,Operational
bufr4/0/22/190,22,Океанографические элементы в BUFR/CREX,022190,Высота значительной волны в специфической полосе частот,м,3,0,16,м,3,5,,,Operational
bufr4/0/22/191,22,Океанографические элементы в BUFR/CREX,022191,"СКО диапазона данных по океану в специфической полосе частот × cos (alpha – alpha 1) + r × cos (2 (alpha – alpha 2))) / pi, 1 2 — ненаправленный спектр волны, и правая часть этого выражения представляет собой первые два элемента 11 6 , но может быть больше из-за неопределенности.",м,4,0,16,м,4,5,,,Operational
