Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/14/032,14,Радиация и излучение в BUFR/CREX,014032,Общая продолжительность солнечного сияния,Час,0,0,10,Час,0,4,,,Operational
bufr4/0/14/033,14,Радиация и излучение в BUFR/CREX,014033,Общая продолжительность солнечного сияния,%,0,0,9,%,0,3,,,Operational
bufr4/0/14/034,14,Радиация и излучение в BUFR/CREX,014034,Продолжительность солнечного сияния за указанный период,Минута,0,0,11,Минута,0,4,,,Operational
bufr4/0/14/035,14,Радиация и излучение в BUFR/CREX,014035,Поток солнечной радиации,-2 Вт·м,1,0,14,-2 Вт·м,1,5,,,Operational
bufr4/0/14/042,14,Радиация и излучение в BUFR/CREX,014042,Коэффициент отражения в двух направлениях,%,0,0,7,%,0,3,,,Operational
bufr4/0/14/043,14,Радиация и излучение в BUFR/CREX,014043,Излучение в канале,-2 - ·ср Вт·м 1 -1 ·мкм,4,0,23,-2 - Вт·м ·ср 1 -1 ·мкм,4,7,,,Operational
bufr4/0/14/044,14,Радиация и излучение в BUFR/CREX,014044,Излучение в канале,-2 -1 Вт·м ·ср ·см,7,-100000,22,-2 -1 Вт·м ·ср ·см,7,7,,,Operational
bufr4/0/14/045,14,Радиация и излучение в BUFR/CREX,014045,Излучение в канале,-2 -1 Вт·м ·ср ·см,0,0,11,-2 -1 Вт·м ·ср ·см,0,4,(см. примечание 4),,Operational
bufr4/0/14/046,14,Радиация и излучение в BUFR/CREX,014046,Масштабированное излучение IASI,-2 -1 ·ср ·м Вт·м,0,-5000,16,-2 -1 Вт·м ·ср ·м,0,5,(см. примечание 6),,Operational
bufr4/0/14/047,14,Радиация и излучение в BUFR/CREX,014047,Масштабированное среднее излучение AVHRR,-2 -1 Вт·м ·ср ·м,0,0,31,-2 -1 Вт·м ·ср ·м,0,10,,,Operational
bufr4/0/14/048,14,Радиация и излучение в BUFR/CREX,014048,Масштабированное излучение AVHRR со стандартным отклонением,-2 -1 ·ср ·м Вт·м,0,0,31,-2 -1 Вт·м ·ср ·м,0,10,,,Operational
bufr4/0/14/050,14,Радиация и излучение в BUFR/CREX,014050,Излучательная способность,%,1,0,10,%,1,4,(см. примечание 5),,Operational
bufr4/0/14/051,14,Радиация и излучение в BUFR/CREX,014051,"Прямая солнечная радиация, интегрированная за последний час",-2 Дж·м,-3,0,14,-2 Дж·м,-3,4,,,Operational
bufr4/0/14/052,14,Радиация и излучение в BUFR/CREX,014052,"Суммарная уходящая солнечная радиация, интегрированная за указанный период",-2 Дж·м,-2 -1048574,,20,-2 Дж·м,-2,7,,,Operational
bufr4/0/14/053,14,Радиация и излучение в BUFR/CREX,014053,"Суммарная радиация (высокая точность), интегрированная за указанный период",-2 Дж·м,-2 -1048574,,21,-2 Дж·м,-2,7,,,Operational
bufr4/0/14/054,14,Радиация и излучение в BUFR/CREX,014054,"Активная радиация фотосинтеза, интегрированная за указанный период",-2 Дж·м,-3,0,16,-2 Дж·м,-3,5,,,Operational
bufr4/0/14/055,14,Радиация и излучение в BUFR/CREX,014055,Индекс солнечной активности,Числ.,0,-32768,16,Числ.,0,5,,,Operational
bufr4/0/14/056,14,Радиация и излучение в BUFR/CREX,014056,Яркость фона,-2 кд·м,0,0,18,-2 кд·м,0,6,,,Operational
bufr4/0/14/057,14,Радиация и излучение в BUFR/CREX,014057,Поток тепла в почве,-2 Дж·м,-2 -1048574,,21,-2 Дж·м,-2,7,,,Operational
bufr4/0/14/072,14,Радиация и излучение в BUFR/CREX,014072,Суммарная УФ-радиация,-2 Дж·м,0 -4000000,,23,-2 Дж·м,0,7,(см. примечание 8),,Operational
