Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
16,Secuencias de las características sinópticas,D16006,Nubes,,B08011,Característica meteorológica,Valor de la nube,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,B08007,Significación dimensional,Valor del área,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,B07002,Altura o altitud,Nivel de vuelo (base de la capa),,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,B07002,Altura o altitud,Nivel de vuelo (cima de la capa),,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,R02000,Repetición diferida de 2 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,B05002,Latitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,B06002,Longitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,B20011,Nubosidad (véase la nota 2),,(véase la nota 2),Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,B20012,Tipo de nubes,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,B08007,Significación dimensional,Anular,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16006,Nubes,,B08011,Característica meteorológica,Anular | Fin del objeto,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,(Frente),,R09000,Repetición diferida de 9 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,(Frente),,B08011,Característica meteorológica,Valor correspondiente al tipo de frente,(véase la nota 3),Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,(Frente),,B08007,Significación dimensional,Valor de la línea,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,(Frente),,R04000,Repetición diferida de 4 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,(Frente),,B05002,Latitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,(Frente),,B06002,Longitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,Frente,,B19005,Dirección del desplazamiento de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,(Frente),,B19006,Velocidad del desplazamiento de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,Frente,,B08007,Significación dimensional,Anular,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16007,Frente,,B08011,Característica meteorológica,Anular | Fin del objeto,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,R10000,Repetición diferida de 10 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,B08001,Significación del sondeo vertical,Se fija el bit 3 para la tropopausa.,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,B08007,Significación dimensional,Valor del punto,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,B08023,Estadísticas de primer orden,Valor correspondiente al tipo de tropopausa,(véase la nota 4),Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,R03000,Repetición diferida de 3 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,B05002,Latitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,B06002,Longitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,B10002,Altura,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,B08023,Estadísticas de primer orden,Anular,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,B08007,Significación dimensional,Anular,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16008,Tropopausa,,B08001,Significación del sondeo vertical,Anular | Fin del objeto,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,R10000,Repetición diferida de 10 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,B08011,Característica meteorológica,Valor correspondiente al engelamiento del fuselaje de la aeronave,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,B08007,Significación dimensional,Valor del área,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,B07002,Altura o altitud,Nivel de vuelo (base de la capa),,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,B07002,Altura o altitud,Nivel de vuelo (cima de la capa),,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,R02000,Repetición diferida de 2 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,B05002,Latitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Área de formación de hielo en la estructura.,,B06002,Longitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,B20041,Engelamiento del fuselaje de la aeronave,Tipo de engelamiento del fuselaje de la aeronave,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,B08007,Significación dimensional,Anular,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16009,Engelamiento del fuselaje de la aeronave,,B08011,Característica meteorológica,Anular | Fin del objeto,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16010,(Nombre de la característica),,R07000,Repetición diferida de 7 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16010,(Nombre de la característica),,B08011,Característica meteorológica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16010,(Nombre de la característica),,B08007,Significación dimensional,Valor del punto,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16010,(Nombre de la característica),,B01022,Nombre de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16010,(Nombre de la característica),,B05002,Latitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16010,(Nombre de la característica),,B06002,Longitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16010,(Nombre de la característica),,B08007,Significación dimensional,Anular,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16010,(Nombre de la característica),,B08011,Característica meteorológica,Anular | Fin del objeto,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,R16000,Repetición diferida de 16 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B08011,Característica meteorológica,Valor correspondiente a nubes especiales,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B01022,Nombre de la característica,Nombre del volcán,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B08007,Significación dimensional,Valor del punto,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,R02000,Repetición diferida de 2 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B05002,Latitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B06002,Longitud (precisión aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B08021,Significación temporal,Hora de inicio de la erupción,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B04001,Año,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B04002,Mes,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B04003,Día,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B04004,Hora,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B04005,Minuto,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B20090,Nubes especiales,Nubes formadas por erupciones volcánicas,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B08021,Significación temporal,Anular,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B08007,Significación dimensional,Anular,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16011,Volcán en erupción,,B08011,Característica meteorológica,Anular | Fin del objeto,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16020,Identificación de la tormenta tropical,,B01033,Identificación del centro de origen/ generación,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16020,Identificación de la tormenta tropical,,B01025,Identificador de tormenta,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16020,Identificación de la tormenta tropical,,B01027,Nombre OMM completo de la tormenta,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16020,Identificación de la tormenta tropical,,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16020,Identificación de la tormenta tropical,,D01012,"Hora, minuto",,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,D01023,Latitud/longitud (exactitud aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B02041,Método para la estimación de informes relativos a la Característica sinóptica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B19001,Tipo de característica sinóptica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B19007,Radio efectivo de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B19005,Dirección del desplazamiento de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B19006,Velocidad del desplazamiento de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B19008,Extensión vertical de la circulación,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B08005,Significación del atributo meteorológico,= 1 centro de la tormenta,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B10004,Presión,Centro de la tormenta en virtud del calificador de Significación precedente,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B08005,Significación del atributo meteorológico,= 2 límite exterior o el borde de la característica,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B10004,Presión,Límite exterior,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B19007,Radio efectivo de la característica,Límite exterior,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B08005,Significación del atributo meteorológico,= 3 ubicación del viento máximo,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B08021,Significación temporal,Tiempo promediado,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B04075,Período o desplazamiento de tiempo abreviado,Minutos,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B11040,Velocidad máxima del viento (viento medio),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B19007,Radio efectivo de la característica,Viento máximo,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,R05004,Repetir 5 descriptores 4 veces,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B05021,Rumbo o azimut,Final,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B05021,Rumbo o azimut,Inicial,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,R02002,Repetir 2 descriptores 2 veces,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B19003,Umbral de velocidad del viento,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16021,Datos de análisis,,B19004,Radio efectivo de las velocidades del viento por encima del umbral,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B01032,"Aplicación de producción definida por el centro de origen/generación (véase las notas 3, 4 y 5)","Nombre del modelo PNT, etc., tabla de cifrado definida por el centro de origen/ generación",,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B02041,Método para la estimación de informes relativos a la Característica sinóptica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B19001,Tipo de característica sinóptica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B19010,Método de seguimiento del centro de la característica sinóptica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,R18000,Repetición diferida de 18 descriptores,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B08021,Significación temporal,Previsión,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B04014,Incremento de tiempo,Horas,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B08005,Significación del atributo meteorológico,Característica sinóptica de superficie,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,D01023,Latitud/longitud (exactitud aproximada),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B19005,Dirección del desplazamiento de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B19006,Velocidad del desplazamiento de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B10004,Presión,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B11041,Velocidad máxima de las ráfagas de viento,"Utilizada, por ejemplo, en los Estados Unidos",,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B08021,Significación temporal,Promedio del tiempo de predicción,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B04075,Período o desplazamiento de tiempo abreviado,Minutos,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B11040,Velocidad máxima del viento (viento medio),,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B19008,Extensión vertical de la circulación,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,R05004,Repetir 5 descriptores 4 veces,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B05021,Rumbo o azimut,Final,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B05021,Rumbo o azimut,Inicial,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,R02002,Repetir 2 descriptores 2 veces,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B19003,Umbral de velocidad del viento,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16022,Datos de análisis,,B19004,Radio efectivo de las velocidades del viento por encima del umbral,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16026,Información de análisis de tormentas tropicales,,D16020,Identificación de la tormenta tropical,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16026,Información de análisis de tormentas tropicales,,D16021,Datos de análisis,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16027,Información del pronóstico de tormentas tropicales,,D16020,Identificación de la tormenta tropical,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16027,Información del pronóstico de tormentas tropicales,,D16022,Datos de análisis,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,D01014,Período de tiempo,Para el cual es válido SIGMET,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,B01037,Identificador de la secuencia SIGMET,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,B10064,Nivel de crucero SIGMET,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,B08019,Calificador para el identificador del centro siguiente,1 = unidad ATS que presta servicio a la FIR,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,B01062,Indicador de ubicación abreviado de la OACI,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,B08019,Calificador para el identificador del centro siguiente,"= 2 FIR, = 3 UIR, = 4 CTA",,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,B01065,Identificador de región OACI,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,B08019,Calificador para el identificador del centro siguiente,= 6 MWO,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,B01062,Indicador de ubicación abreviado de la OACI,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16030,(Encabezamiento SIGMET),,B08019,Calificador para el identificador del centro siguiente,Fijar en faltante (anular),,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16031,(SIGMET – Posición y desplazamiento observados o pronosticados),,B08021,Significación temporal,"= 16 análisis, = 4 predicción",,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16031,"SIGMET, posición y desplazamiento observados o pronosticados",,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16031,"SIGMET, posición y desplazamiento observados o pronosticados",,D01012,"Hora, minuto",,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16031,"SIGMET, posición y desplazamiento observados o pronosticados",,D01027,Descripción de un elemento en 3-D o 2-D,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16031,"SIGMET, posición y desplazamiento observados o pronosticados",,B19005,Dirección del desplazamiento de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16031,"SIGMET, posición y desplazamiento observados o pronosticados",,B19006,Velocidad del desplazamiento de la característica,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16031,"SIGMET, posición y desplazamiento observados o pronosticados",,B20028,Cambio esperado en intensidad,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16031,"SIGMET, posición y desplazamiento observados o pronosticados",,B08021,Significación temporal,Fijar en faltante (anular),,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16032,(SIGMET – Situación del pronóstico),,B08021,Significación temporal,= 4 previsión,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16032,"SIGMET, situación del pronóstico",,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16032,(SIGMET – Situación del pronóstico),,D01012,"Hora, minuto",,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16032,"SIGMET, situación del pronóstico",,D01027,Descripción de un elemento en 3-D o 2-D,,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16032,"SIGMET, situación del pronóstico",,B08021,Significación temporal,Fijar en faltante (anular),,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16033,"SIGMET, perspectiva",,B08021,Significación temporal,= 4 previsión,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16033,"SIGMET, perspectiva",,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16033,"SIGMET, perspectiva",,D01012,"Hora, minuto",,,Operational,AI Translator: MCP
16,Secuencias de las características sinópticas,D16033,"SIGMET, perspectiva",,R01000,Repetición diferida de 1 descriptor,,,Operational,AI Translator: MCP
