Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/11/054,11,Vent et turbulence,11054,Direction moyenne du vent entre 1 500 m et 3 000 m,degré vrai,0,0,9,degré vrai,0,3,,,Operational,Original
bufr4/0/11/055,11,Vent et turbulence,11055,Vitesse moyenne du vent entre 1 500 m et 3 000 m,m/s,1,0,12,m/s,1,4,,,Operational,Original
bufr4/0/11/061,11,Vent et turbulence,11061,Cisaillement du vent (valeur absolue) sur une couche inférieure de 1 km,m/s,1,0,12,m/s,1,4,,,Operational,Original
bufr4/0/11/062,11,Vent et turbulence,11062,Cisaillement du vent (valeur absolue) sur une couche supérieure de 1 km,m/s,1,0,12,m/s,1,4,,,Operational,Original
bufr4/0/11/070,11,Vent et turbulence,11070,Indicatif de la piste touchée par le cisaillement du vent (y compris ALL),CCITT IA5,0,0,32,Caractère,0,4,,,Operational,Original
bufr4/0/11/071,11,Vent et turbulence,11071,Flux de quantités de mouvement vertical de turbulence,m2 s-2,3,-128,14,m2 s-2,3,5,,,Operational,Original
bufr4/0/11/072,11,Vent et turbulence,11072,Flux de la poussée verticale de turbulence,K m s-1,3,-128,11,K m s-1,3,4,,,Operational,Original
bufr4/0/11/073,11,Vent et turbulence,11073,Énergie cinétique de turbulence,m2 s-2,2,-1024,13,m2 s-2,2,4,,,Operational,Original
bufr4/0/11/074,11,Vent et turbulence,11074,Énergie de dissipation,m2 s-2,2,-1024,10,m2 s-2,2,4,,,Operational,Original
bufr4/0/11/075,11,Vent et turbulence,11075,Intensité moyenne de la turbulence (taux de dissipation des tourbillons),m2/3 s-1,2,0,8,m2/3 s-1,2,3,,,Operational,Original
bufr4/0/11/076,11,Vent et turbulence,11076,Intensité maximale de la turbulence (taux de dissipation des tourbillons),m2/3 s-1,2,0,8,m2/3 s-1,2,3,,,Operational,Original
bufr4/0/11/077,11,Vent et turbulence,11077,Intervalle d'enregistrement ou temps moyen pour établir le taux de dissipation des tourbillons,s,0,0,12,s,0,4,,,Operational,Original
bufr4/0/11/081,11,Vent et turbulence,11081,Direction du vent à 10 m donnée par modèle,degré vrai,2,0,16,degré vrai,2,5,,,Operational,Original
bufr4/0/11/082,11,Vent et turbulence,11082,Vitesse du vent à 10 m donnée par modèle,m/s,2,0,14,m/s,2,4,,,Operational,Original
bufr4/0/11/083,11,Vent et turbulence,11083,Vitesse du vent,km/h,0,0,9,km/h,0,3,,,Operational,Original
bufr4/0/11/084,11,Vent et turbulence,11084,Vitesse du vent,kt,0,0,8,kt,0,3,,,Operational,Original
bufr4/0/11/085,11,Vent et turbulence,11085,Vitesse de la rafale maximale,km/h,0,0,9,km/h,0,3,,,Operational,Original
bufr4/0/11/086,11,Vent et turbulence,11086,Vitesse de la rafale maximale,kt,0,0,8,kt,0,3,,,Operational,Original
bufr4/0/11/095,11,Vent et turbulence,11095,Composante u du vecteur vent - modèle,m/s,1,-4096,13,m/s,1,4,,,Operational,Original
bufr4/0/11/096,11,Vent et turbulence,11096,Composante v du vecteur vent - modèle,m/s,1,-4096,13,m/s,1,4,,,Operational,Original
bufr4/0/11/097,11,Vent et turbulence,11097,Vitesse du vent indiquée par l'altimètre,m/s,2,0,12,m/s,2,4,,,Operational,Original
bufr4/0/11/098,11,Vent et turbulence,11098,Vitesse du vent indiquée par le radiomètre,m/s,2,0,12,m/s,2,4,,,Operational,Original
bufr4/0/11/100,11,Vent et turbulence,11100,Vitesse vraie de l'aéronef,m/s,1,0,12,m/s,1,4,,,Operational,Original
bufr4/0/11/101,11,Vent et turbulence,11101,Vitesse sol de l'aéronef (composante u),m/s,1,-4096,13,m/s,1,4,,,Operational,Original
bufr4/0/11/102,11,Vent et turbulence,11102,Vitesse sol de l'aéronef (composante v),m/s,1,-4096,13,m/s,1,4,,,Operational,Original
bufr4/0/11/103,11,Vent et turbulence,11103,Vitesse sol de l'aéronef (composante w),m/s,1,-512,10,m/s,1,3,,,Operational,Original
bufr4/0/11/104,11,Vent et turbulence,11104,"Cap vrai de l'aéronef, du navire ou de la plate-forme mobile",degré vrai,0,0,9,degré vrai,0,3,,,Operational,Original
bufr4/0/11/105,11,Vent et turbulence,11105,Version de l'algorithme du taux de dissipation des tourbillons,Numérique,0,0,6,Numérique,0,2,,,Operational,Original
bufr4/0/11/106,11,Vent et turbulence,11106,Niveau de confiance minimum associé au fonctionnement,Numérique,1,0,4,Numérique,1,2,,,Operational,Original
bufr4/0/11/107,11,Vent et turbulence,11107,Nombre maximum d'entrées fausses,Numérique,0,0,5,Numérique,0,2,,,Operational,Original
bufr4/0/11/108,11,Vent et turbulence,11108,Localisation de la valeur de crête,Numérique,1,0,4,Numérique,1,2,,,Operational,Original
bufr4/0/11/109,11,Vent et turbulence,11109,Nombre de valeurs justes du taux de dissipation des tourbillons,Numérique,0,0,4,Numérique,0,2,,,Operational,Original
bufr4/0/11/110,11,Vent et turbulence,11110,Incertitude relative à la composante u,m/s,1,-4096,13,m/s,1,4,,,Operational,Original
bufr4/0/11/111,11,Vent et turbulence,11111,Incertitude relative à la composante v,m/s,1,-4096,13,m/s,1,4,,,Operational,Original
bufr4/0/11/112,11,Vent et turbulence,11112,Incertitude relative à la composante w,m/s,2,-4096,13,m/s,2,4,,,Operational,Original
bufr4/0/11/113,11,Vent et turbulence,11113,Suivi de la corrélation du vecteur,Numérique,3,-1000,12,Numérique,3,4,,,Operational,Original
