Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/08/002/12-19,8002,Caractéristique verticale (observations en surface),12-19,En réserve,,,,,Operational,Original
bufr4/0/08/002/20,8002,Caractéristique verticale (observations en surface),20,Aucun nuage détecté par le système de détection des nuages,,,,,Operational,Original
bufr4/0/08/002/21,8002,Caractéristique verticale (observations en surface),21,Première couche de nuages détectée par un instrument,,,,,Operational,Original
bufr4/0/08/002/22,8002,Caractéristique verticale (observations en surface),22,Deuxième couche de nuages détectée par un instrument,,,,,Operational,Original
bufr4/0/08/002/23,8002,Caractéristique verticale (observations en surface),23,Troisième couche de nuages détectée par un instrument,,,,,Operational,Original
bufr4/0/08/002/24,8002,Caractéristique verticale (observations en surface),24,Quatrième couche de nuages détectée par un instrument,,,,,Operational,Original
bufr4/0/08/002/25-61,8002,Caractéristique verticale (observations en surface),25-61,En réserve,,,,,Operational,Original
bufr4/0/08/002/62,8002,Caractéristique verticale (observations en surface),62,Valeur ne s'appliquant pas,,,,,Operational,Original
bufr4/0/08/002/63,8002,Caractéristique verticale (observations en surface),63,Valeur manquante,,,,,Operational,Original
bufr4/0/08/003/0,8003,Caractéristique verticale (observations par satellite),0,Surface,,,,,Operational,Original
bufr4/0/08/003/1,8003,Caractéristique verticale (observations par satellite),1,Base du sondage par satellite,,,,,Operational,Original
bufr4/0/08/003/2,8003,Caractéristique verticale (observations par satellite),2,Sommet des nuages,,,,,Operational,Original
bufr4/0/08/003/3,8003,Caractéristique verticale (observations par satellite),3,Tropopause,,,,,Operational,Original
bufr4/0/08/003/4,8003,Caractéristique verticale (observations par satellite),4,Eau précipitable,,,,,Operational,Original
bufr4/0/08/003/5,8003,Caractéristique verticale (observations par satellite),5,Luminance énergétique observée par sondage,,,,,Operational,Original
bufr4/0/08/003/6,8003,Caractéristique verticale (observations par satellite),6,Températures moyennes,,,,,Operational,Original
bufr4/0/08/003/7,8003,Caractéristique verticale (observations par satellite),7,Ozone,,,,,Operational,Original
bufr4/0/08/003/8,8003,Caractéristique verticale (observations par satellite),8,Nuages de l'étage inférieur,,,,,Operational,Original
bufr4/0/08/003/9,8003,Caractéristique verticale (observations par satellite),9,Nuages de l'étage moyen,,,,,Operational,Original
bufr4/0/08/003/10,8003,Caractéristique verticale (observations par satellite),10,Nuages de l'étage supérieur,,,,,Operational,Original
bufr4/0/08/003/11-62,8003,Caractéristique verticale (observations par satellite),11-62,En réserve,,,,,Operational,Original
bufr4/0/08/003/63,8003,Caractéristique verticale (observations par satellite),63,Valeur manquante,,,,,Operational,Original
bufr4/0/08/004/0-1,8004,Phase de vol de l'aéronef,0-1,En réserve,,,,,Operational,Original
bufr4/0/08/004/2,8004,Phase de vol de l'aéronef,2,Non stable (UNS),,,,,Operational,Original
bufr4/0/08/004/3,8004,Phase de vol de l'aéronef,3,"Niveau de vol, observation régulière (LVR)",,,,,Operational,Original
bufr4/0/08/004/4,8004,Phase de vol de l'aéronef,4,"Niveau de vol, vent maximal rencontré (LVW)",,,,,Operational,Original
bufr4/0/08/004/5,8004,Phase de vol de l'aéronef,5,Phase ascendante (ASC),,,,,Operational,Original
bufr4/0/08/004/6,8004,Phase de vol de l'aéronef,6,Phase descendante (DES),,,,,Operational,Original
bufr4/0/08/004/7,8004,Phase de vol de l'aéronef,7,Valeur manquante,,,,,Operational,Original
bufr4/0/08/005/0,8005,Signification de la caractéristique météorologique,0,En réserve,,,,,Operational,Original
bufr4/0/08/005/1,8005,Signification de la caractéristique météorologique,1,Centre de la tempête,,,,,Operational,Original
bufr4/0/08/005/2,8005,Signification de la caractéristique météorologique,2,Limite extérieure ou bord de la tempête,,,,,Operational,Original
bufr4/0/08/005/3,8005,Signification de la caractéristique météorologique,3,Emplacement du vent maximal,,,,,Operational,Original
bufr4/0/08/005/4,8005,Signification de la caractéristique météorologique,4,Localisation de la tempête dans l'analyse perturbée,,,,,Operational,Original
bufr4/0/08/005/5,8005,Signification de la caractéristique météorologique,5,Localisation de la tempête dans l'analyse,,,,,Operational,Original
bufr4/0/08/005/6-14,8005,Signification de la caractéristique météorologique,6-14,En réserve,,,,,Operational,Original
bufr4/0/08/005/15,8005,Signification de la caractéristique météorologique,15,Valeur manquante,,,,,Operational,Original
bufr4/0/08/006/1,8006,Caractéristique du sondage vertical de l'ozone,1,En surface,,,,,Operational,Original
bufr4/0/08/006/2,8006,Caractéristique du sondage vertical de l'ozone,2,Niveau normalisé,,,,,Operational,Original
bufr4/0/08/006/3,8006,Caractéristique du sondage vertical de l'ozone,3,Niveau de la tropopause,,,,,Operational,Original
bufr4/0/08/006/4,8006,Caractéristique du sondage vertical de l'ozone,4,Niveau maximal marquant,,,,,Operational,Original
bufr4/0/08/006/5,8006,Caractéristique du sondage vertical de l'ozone,5,Niveau minimal marquant,,,,,Operational,Original
bufr4/0/08/006/6,8006,Caractéristique du sondage vertical de l'ozone,6,Niveau de pression minimal,,,,,Operational,Original
bufr4/0/08/006/7,8006,Caractéristique du sondage vertical de l'ozone,7,En réserve,,,,,Operational,Original
bufr4/0/08/006/8,8006,Caractéristique du sondage vertical de l'ozone,8,Niveau de signification indéterminée,,,,,Operational,Original
bufr4/0/08/006/All-9,8006,Caractéristique du sondage vertical de l'ozone,All 9,Valeur manquante,,,,,Operational,Original
bufr4/0/08/007/0,8007,Caractéristiques dimensionnelles,0,Point,,,,,Operational,Original
bufr4/0/08/007/1,8007,Caractéristiques dimensionnelles,1,Ligne,,,,,Operational,Original
bufr4/0/08/007/2,8007,Caractéristiques dimensionnelles,2,Zone,,,,,Operational,Original
bufr4/0/08/007/3,8007,Caractéristiques dimensionnelles,3,Volume,,,,,Operational,Original
bufr4/0/08/007/4-14,8007,Caractéristiques dimensionnelles,4-14,En réserve,,,,,Operational,Original
bufr4/0/08/007/15,8007,Caractéristiques dimensionnelles,15,Valeur manquante,.,,,,Operational,Original
bufr4/0/08/008/1,8008,Caractéristique correspondant à des données de sondage du rayonnement,1,Surface,,,,,Operational,Original
bufr4/0/08/008/2,8008,Caractéristique correspondant à des données de sondage du rayonnement,2,Niveau normalisé,,,,,Operational,Original
bufr4/0/08/008/3,8008,Caractéristique correspondant à des données de sondage du rayonnement,3,Niveau de la tropopause,,,,,Operational,Original
bufr4/0/08/008/4,8008,Caractéristique correspondant à des données de sondage du rayonnement,4,Niveau de rayonnement bêta maximal,,,,,Operational,Original
bufr4/0/08/008/5,8008,Caractéristique correspondant à des données de sondage du rayonnement,5,Niveau de rayonnement gamma maximal,,,,,Operational,Original
bufr4/0/08/008/6,8008,Caractéristique correspondant à des données de sondage du rayonnement,6,Niveau de pression minimal,,,,,Operational,Original
bufr4/0/08/008/8,8008,Caractéristique correspondant à des données de sondage du rayonnement,8,Niveau de signification indéterminée,,,,,Operational,Original
bufr4/0/08/008/7,8008,Caractéristique correspondant à des données de sondage du rayonnement,7,En réserve,,,,,Operational,Original
bufr4/0/08/008/All-9,8008,Caractéristique correspondant à des données de sondage du rayonnement,All 9,Valeur manquante,,,,,Operational,Original
bufr4/0/08/009/0,8009,Phase de vol détaillée de l'aéronef,0,"Vol en palier, observation régulière, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/1,8009,Phase de vol détaillée de l'aéronef,1,"Vol en palier, vent maximal rencontré, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/2,8009,Phase de vol détaillée de l'aéronef,2,Régime non stabilisé (UNS),,,,,Operational,Original
bufr4/0/08/009/3,8009,Phase de vol détaillée de l'aéronef,3,"Vol en palier, observation régulière (LVR)",,,,,Operational,Original
bufr4/0/08/009/4,8009,Phase de vol détaillée de l'aéronef,4,"Vol en palier, vent maximal rencontré (LVW)",,,,,Operational,Original
bufr4/0/08/009/5,8009,Phase de vol détaillée de l'aéronef,5,Phase ascendante (ASC),,,,,Operational,Original
bufr4/0/08/009/6,8009,Phase de vol détaillée de l'aéronef,6,Phase descendante (DES),,,,,Operational,Original
bufr4/0/08/009/7,8009,Phase de vol détaillée de l'aéronef,7,"Phase ascendante, intervalles d'observation déterminés suivant un incrément de temps",,,,,Operational,Original
bufr4/0/08/009/8,8009,Phase de vol détaillée de l'aéronef,8,"Phase ascendante, intervalles d'observation déterminés suivant un incrément de temps, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/9,8009,Phase de vol détaillée de l'aéronef,9,"Phase ascendante, intervalles d'observation déterminés suivant un incrément de niveau de pression",,,,,Operational,Original
bufr4/0/08/009/10,8009,Phase de vol détaillée de l'aéronef,10,"Phase ascendante, intervalles d'observation déterminés suivant un incrément de niveau de pression, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/11,8009,Phase de vol détaillée de l'aéronef,11,"Phase descendante, intervalles d'observation déterminés suivant un incrément de temps",,,,,Operational,Original
bufr4/0/08/009/12,8009,Phase de vol détaillée de l'aéronef,12,"Phase descendante, intervalles d'observation déterminés suivant un incrément de temps, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/13,8009,Phase de vol détaillée de l'aéronef,13,"Phase descendante, intervalles d'observation déterminés suivant un incrément de niveau de pression",,,,,Operational,Original
bufr4/0/08/009/14,8009,Phase de vol détaillée de l'aéronef,14,"Phase descendante, intervalles d'observation déterminés suivant un incrément de niveau de pression, régime non stabilisé",,,,,Operational,Original
bufr4/0/08/009/15,8009,Phase de vol détaillée de l'aéronef,15,Valeur manquante,,,,,Operational,Original
bufr4/0/08/010/0,8010,Caractéristique de la surface (données de température),0,En réserve,,,,,Operational,Original
bufr4/0/08/010/1,8010,Caractéristique de la surface (données de température),1,Sol dénudé,,,,,Operational,Original
bufr4/0/08/010/2,8010,Caractéristique de la surface (données de température),2,Roche,,,,,Operational,Original
bufr4/0/08/010/3,8010,Caractéristique de la surface (données de température),3,Herbe,,,,,Operational,Original
bufr4/0/08/010/4,8010,Caractéristique de la surface (données de température),4,"Eau (lac, mer)",,,,,Operational,Original
bufr4/0/08/010/5,8010,Caractéristique de la surface (données de température),5,Eau d'inondation sous le capteur,,,,,Operational,Original
bufr4/0/08/010/6,8010,Caractéristique de la surface (données de température),6,Neige,,,,,Operational,Original
bufr4/0/08/010/7,8010,Caractéristique de la surface (données de température),7,Glace,,,,,Operational,Original
bufr4/0/08/010/8,8010,Caractéristique de la surface (données de température),8,Piste d'aérodrome ou route,,,,,Operational,Original
bufr4/0/08/010/9,8010,Caractéristique de la surface (données de température),9,Pont en acier de navire ou de plate-forme,,,,,Operational,Original
bufr4/0/08/010/10,8010,Caractéristique de la surface (données de température),10,Pont en bois de navire ou de plate-forme,,,,,Operational,Original
bufr4/0/08/010/11,8010,Caractéristique de la surface (données de température),11,Pont de navire ou de plate-forme en partie recouvert de tapis de caoutchouc,,,,,Operational,Original
bufr4/0/08/010/12,8010,Caractéristique de la surface (données de température),12,Toit de bâtiment,,,,,Operational,Original
bufr4/0/08/010/13-30,8010,Caractéristique de la surface (données de température),13-30,En réserve,,,,,Operational,Original
bufr4/0/08/010/31,8010,Caractéristique de la surface (données de température),31,Valeur manquante,,,,,Operational,Original
bufr4/0/08/011/0,8011,Caractéristique météorologique,0,Front quasi stationnaire en surface,,,,,Operational,Original
bufr4/0/08/011/1,8011,Caractéristique météorologique,1,Front quasi stationnaire en altitude Front chaud en surface,,,,,Operational,Original
bufr4/0/08/011/2,8011,Caractéristique météorologique,2,Front chaud en surface,,,,,Operational,Original
bufr4/0/08/011/3,8011,Caractéristique météorologique,3,Front chaud en altitude Front froid en surface,,,,,Operational,Original
bufr4/0/08/011/4,8011,Caractéristique météorologique,4,Front froid en surface Front froid en altitude,,,,,Operational,Original
bufr4/0/08/011/5,8011,Caractéristique météorologique,5,Front froid en altitude,,,,,Operational,Original
bufr4/0/08/011/6,8011,Caractéristique météorologique,6,Occlusion,,,,,Operational,Original
bufr4/0/08/011/7,8011,Caractéristique météorologique,7,Ligne d'instabilité,,,,,Operational,Original
bufr4/0/08/011/8,8011,Caractéristique météorologique,8,Front intertropical,,,,,Operational,Original
bufr4/0/08/011/9,8011,Caractéristique météorologique,9,Ligne de convergence,,,,,Operational,Original
bufr4/0/08/011/10,8011,Caractéristique météorologique,10,Courant-jet,,,,,Operational,Original
bufr4/0/08/011/11,8011,Caractéristique météorologique,11,Ciel clair,,,,,Operational,Original
bufr4/0/08/011/12,8011,Caractéristique météorologique,12,Nuage,,,,,Operational,Original
bufr4/0/08/011/13,8011,Caractéristique météorologique,13,Turbulence,,,,,Operational,Original
bufr4/0/08/011/14,8011,Caractéristique météorologique,14,Tempête,,,,,Operational,Original
bufr4/0/08/011/15,8011,Caractéristique météorologique,15,Givrage d'aéronef,,,,,Operational,Original
bufr4/0/08/011/16,8011,Caractéristique météorologique,16,Phénomène,,,,,Operational,Original
bufr4/0/08/011/17,8011,Caractéristique météorologique,17,Volcan,,,,,Operational,Original
bufr4/0/08/011/18,8011,Caractéristique météorologique,18,Atmosphériques,,,,,Operational,Original
bufr4/0/08/011/19,8011,Caractéristique météorologique,19,En réserve,,,,,Operational,Original
bufr4/0/08/011/20,8011,Caractéristique météorologique,20,Nuages spéciaux,,,,,Operational,Original
bufr4/0/08/011/21,8011,Caractéristique météorologique,21,Orage,,,,,Operational,Original
bufr4/0/08/011/22,8011,Caractéristique météorologique,22,Cyclone tropical,,,,,Operational,Original
bufr4/0/08/011/23,8011,Caractéristique météorologique,23,Onde orographique,,,,,Operational,Original
bufr4/0/08/011/24,8011,Caractéristique météorologique,24,Tempête de poussière,,,,,Operational,Original
bufr4/0/08/011/25,8011,Caractéristique météorologique,25,Tempête de sable,,,,,Operational,Original
bufr4/0/08/011/26-62,8011,Caractéristique météorologique,26-62,En réserve,,,,,Operational,Original
bufr4/0/08/011/63,8011,Caractéristique météorologique,63,Valeur manquante,,,,,Operational,Original
bufr4/0/08/012/0,8012,Identificateur terre/mer,0,Terre,,,,,Operational,Original
bufr4/0/08/012/1,8012,Identificateur terre/mer,1,Mer,,,,,Operational,Original
bufr4/0/08/012/2,8012,Identificateur terre/mer,2,Côte,,,,,Operational,Original
bufr4/0/08/012/3,8012,Identificateur terre/mer,3,Valeur manquante,,,,,Operational,Original
bufr4/0/08/013/0,8013,Identificateur jour/nuit,0,Nuit,,,,,Operational,Original
bufr4/0/08/013/1,8013,Identificateur jour/nuit,1,Jour,,,,,Operational,Original
bufr4/0/08/013/2,8013,Identificateur jour/nuit,2,Crépuscule,,,,,Operational,Original
bufr4/0/08/013/3,8013,Identificateur jour/nuit,3,Valeur manquante,,,,,Operational,Original
bufr4/0/08/014/0,8014,Identificateur pour la portée visuelle de piste,0,Valeur moyenne de 10 mn – valeur normale,,,,,Operational,Original
bufr4/0/08/014/1,8014,Identificateur pour la portée visuelle de piste,1,Valeur moyenne de 10 mn – au-dessus de la limite supérieure pour évaluations de PVP (P),,,,,Operational,Original
bufr4/0/08/014/2,8014,Identificateur pour la portée visuelle de piste,2,Valeur moyenne de 10 mn – au-dessous de la limite inférieure pour évaluations de PVP (M),,,,,Operational,Original
bufr4/0/08/014/3,8014,Identificateur pour la portée visuelle de piste,3,Valeur minimale de 1 mn – valeur normale,,,,,Operational,Original
bufr4/0/08/014/4,8014,Identificateur pour la portée visuelle de piste,4,Valeur minimale de 1 mn – au-dessus de la limite supérieure pour évaluations de PVP (P),,,,,Operational,Original
bufr4/0/08/014/5,8014,Identificateur pour la portée visuelle de piste,5,Valeur minimale de 1 mn – au-dessous de la limite inférieure pour évaluations de PVP (M),,,,,Operational,Original
bufr4/0/08/014/6,8014,Identificateur pour la portée visuelle de piste,6,Valeur maximale de 1 mn – valeur normale,,,,,Operational,Original
bufr4/0/08/014/7,8014,Identificateur pour la portée visuelle de piste,7,Valeur maximale de 1 mn – au-dessus de la limite supérieure pour évaluations de PVP (P),,,,,Operational,Original
bufr4/0/08/014/8,8014,Identificateur pour la portée visuelle de piste,8,Valeur maximale de 1 mn – au-dessous de la limite inférieure pour évaluations de PVP (M),,,,,Operational,Original
bufr4/0/08/014/9-14,8014,Identificateur pour la portée visuelle de piste,9-14,En réserve,,,,,Operational,Original
bufr4/0/08/014/15,8014,Identificateur pour la portée visuelle de piste,15,Valeur manquante,,,,,Operational,Original
bufr4/0/08/015/0,8015,Caractéristique du capteur,0,Capteur unique,,,,,Operational,Original
bufr4/0/08/015/1,8015,Caractéristique du capteur,1,Capteur principal,,,,,Operational,Original
bufr4/0/08/015/2,8015,Caractéristique du capteur,2,Capteur secondaire (de secours),,,,,Operational,Original
bufr4/0/08/015/3-6,8015,Caractéristique du capteur,3-6,En réserve,,,,,Operational,Original
bufr4/0/08/015/7,8015,Caractéristique du capteur,7,Valeur manquante,,,,,Operational,Original
bufr4/0/08/016/0,8016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,0,NOSIG,,,,,Operational,Original
bufr4/0/08/016/1,8016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,1,BECMG,,,,,Operational,Original
bufr4/0/08/016/2,8016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,2,TEMPO,,,,,Operational,Original
bufr4/0/08/016/3,8016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,3,FM,,,,,Operational,Original
bufr4/0/08/016/4-6,8016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,4-6,En réserve,,,,,Operational,Original
bufr4/0/08/016/7,8016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,7,Valeur manquante,,,,,Operational,Original
bufr4/0/08/017/0,8017,Identificateur de l'heure à laquelle le changement de prévision est attendu,0,FM,,,,,Operational,Original
bufr4/0/08/017/1,8017,Identificateur de l'heure à laquelle le changement de prévision est attendu,1,TL,,,,,Operational,Original
bufr4/0/08/017/2,8017,Identificateur de l'heure à laquelle le changement de prévision est attendu,2,AT,,,,,Operational,Original
bufr4/0/08/017/3,8017,Identificateur de l'heure à laquelle le changement de prévision est attendu,3,Valeur manquante,,,,,Operational,Original
bufr4/0/08/018/1,8018,Type de surface terre/glace mesurée par SEAWINDS,1,Terre présente,,,,,Operational,Original
bufr4/0/08/018/2,8018,Type de surface terre/glace mesurée par SEAWINDS,2,Carte des glaces de surface indique présence de glace,,,,,Operational,Original
bufr4/0/08/018/3-10,8018,Type de surface terre/glace mesurée par SEAWINDS,3-10,En réserve,,,,,Operational,Original
bufr4/0/08/018/11,8018,Type de surface terre/glace mesurée par SEAWINDS,11,Données de carte non disponibles Données de carte d'atténuation non disponibles,,,,,Operational,Original
bufr4/0/08/018/12,8018,Type de surface terre/glace mesurée par SEAWINDS,12,Données de carte d'atténuation non disponibles,,,,,Operational,Original
bufr4/0/08/018/13-16,8018,Type de surface terre/glace mesurée par SEAWINDS,13-16,En réserve,,,,,Operational,Original
bufr4/0/08/018/All-17,8018,Type de surface terre/glace mesurée par SEAWINDS,All 17,Valeur manquante,,,,,Operational,Original
bufr4/0/08/019/0,8019,Indicateur d'identification du centre suivant,0,En réserve Organisme des services de la circulation aérienne (ATS) desservant,,,,,Operational,Original
bufr4/0/08/019/1,8019,Indicateur d'identification du centre suivant,1,Organisme des services de la circulation aérienne (ATS) desservant la Région d'information de vol (FIR),,,,,Operational,Original
bufr4/0/08/019/2,8019,Indicateur d'identification du centre suivant,2,Région d'information de vol (FIR),,,,,Operational,Original
bufr4/0/08/019/3,8019,Indicateur d'identification du centre suivant,3,Région supérieure d'information de vol (UIR),,,,,Operational,Original
bufr4/0/08/019/4,8019,Indicateur d'identification du centre suivant,4,Région de contrôle (CTA),,,,,Operational,Original
bufr4/0/08/019/5,8019,Indicateur d'identification du centre suivant,5,Centre d'avis de cendres volcaniques (VAAC),,,,,Operational,Original
bufr4/0/08/019/6,8019,Indicateur d'identification du centre suivant,6,Centre de veille météorologique (MWO) diffusant des renseignements SIGMET,,,,,Operational,Original
bufr4/0/08/019/7-14,8019,Indicateur d'identification du centre suivant,7-14,En réserve,,,,,Operational,Original
bufr4/0/08/019/15,8019,Indicateur d'identification du centre suivant,15,Valeur manquante,,,,,Operational,Original
bufr4/0/08/021/0,8021,Caractéristique temporelle,0,En réserve,,,,,Operational,Original
bufr4/0/08/021/1,8021,Caractéristique temporelle,1,Série pour une certaine période,,,,,Operational,Original
bufr4/0/08/021/2,8021,Caractéristique temporelle,2,Moyenne sur une certaine période,,,(voir Note 1),4,Operational,Original
bufr4/0/08/021/3,8021,Caractéristique temporelle,3,Accumulé,,,,,Operational,Original
bufr4/0/08/021/4,8021,Caractéristique temporelle,4,Prévision,,,,,Operational,Original
bufr4/0/08/021/5,8021,Caractéristique temporelle,5,Série de prévisions pour une certaine période,,,,,Operational,Original
bufr4/0/08/021/6,8021,Caractéristique temporelle,6,Moyenne de prévisions sur une certaine période,,,,,Operational,Original
bufr4/0/08/021/7,8021,Caractéristique temporelle,7,Prévision accumulée,,,,,Operational,Original
bufr4/0/08/021/8,8021,Caractéristique temporelle,8,Moyenne d'ensemble,,,(voir Note 2),3,Operational,Original
bufr4/0/08/021/9,8021,Caractéristique temporelle,9,Série de moyennes d'ensemble pour une certaine période,,,,,Operational,Original
bufr4/0/08/021/10,8021,Caractéristique temporelle,10,Moyenne de moyennes d'ensemble sur une certaine période,,,,,Operational,Original
bufr4/0/08/021/11,8021,Caractéristique temporelle,11,Moyenne d'ensemble accumulée,,,,,Operational,Original
bufr4/0/08/021/12,8021,Caractéristique temporelle,12,Prévision moyenne d'ensemble,,,,,Operational,Original
bufr4/0/08/021/13,8021,Caractéristique temporelle,13,Série de prévisions moyennes d'ensemble pour une certaine période,,,,,Operational,Original
bufr4/0/08/021/14,8021,Caractéristique temporelle,14,Moyenne de prévisions moyennes d'ensemble sur une certaine période,,,,,Operational,Original
bufr4/0/08/021/15,8021,Caractéristique temporelle,15,Prévision moyenne d'ensemble accumulée,,,,,Operational,Original
bufr4/0/08/021/16,8021,Caractéristique temporelle,16,Analyse,,,,,Operational,Original
bufr4/0/08/021/17,8021,Caractéristique temporelle,17,Commencement du phénomène,,,,,Operational,Original
bufr4/0/08/021/18,8021,Caractéristique temporelle,18,Heure de lancement de la radiosonde,,,,,Operational,Original
bufr4/0/08/021/19,8021,Caractéristique temporelle,19,Début de l'orbite,,,,,Operational,Original
bufr4/0/08/021/20,8021,Caractéristique temporelle,20,Fin de l'orbite,,,,,Operational,Original
bufr4/0/08/021/21,8021,Caractéristique temporelle,21,Heure du nœud ascendant,,,,,Operational,Original
bufr4/0/08/021/22,8021,Caractéristique temporelle,22,Heure d'apparition d'une saute de vent,,,,,Operational,Original
bufr4/0/08/021/23,8021,Caractéristique temporelle,23,Période de contrôle,,,,,Operational,Original
bufr4/0/08/021/24,8021,Caractéristique temporelle,24,Limite de temps convenue pour la réception du message,,,,,Operational,Original
bufr4/0/08/021/25,8021,Caractéristique temporelle,25,Heure nominale de transmission du message,,,,,Operational,Original
bufr4/0/08/021/26,8021,Caractéristique temporelle,26,Heure de la dernière position connue,,,,,Operational,Original
bufr4/0/08/021/27,8021,Caractéristique temporelle,27,Première approximation,,,,,Operational,Original
bufr4/0/08/021/28,8021,Caractéristique temporelle,28,Début du balayage,,,,,Operational,Original
bufr4/0/08/021/29,8021,Caractéristique temporelle,29,Fin du balayage ou heure de fin,,,,,Operational,Original
bufr4/0/08/021/30,8021,Caractéristique temporelle,30,Heure d'apparition,,,,,Operational,Original
bufr4/0/08/021/31,8021,Caractéristique temporelle,31,Valeur manquante,,,,,Operational,Original
bufr4/0/08/023/0-1,8023,Statistiques de premier ordre,0-1,En réserve,,,,,Operational,Original
bufr4/0/08/023/2,8023,Statistiques de premier ordre,2,Valeur maximale,,,,,Operational,Original
bufr4/0/08/023/3,8023,Statistiques de premier ordre,3,Valeur minimale,,,,,Operational,Original
bufr4/0/08/023/4,8023,Statistiques de premier ordre,4,Valeur moyenne,,,,,Operational,Original
bufr4/0/08/023/5,8023,Statistiques de premier ordre,5,Valeur médiane,,,,,Operational,Original
bufr4/0/08/023/6,8023,Statistiques de premier ordre,6,Valeur la plus probable,,,,,Operational,Original
bufr4/0/08/023/7,8023,Statistiques de premier ordre,7,Erreur absolue moyenne,,,,,Operational,Original
bufr4/0/08/023/8,8023,Statistiques de premier ordre,8,En réserve,,,,,Operational,Original
bufr4/0/08/023/9,8023,Statistiques de premier ordre,9,Meilleure estimation de l'écart type (N–1),,,,,Operational,Original
bufr4/0/08/023/10,8023,Statistiques de premier ordre,10,Écart type (N),,,,,Operational,Original
bufr4/0/08/023/11,8023,Statistiques de premier ordre,11,Moyenne harmonique,,,,,Operational,Original
bufr4/0/08/023/12,8023,Statistiques de premier ordre,12,Erreur de vecteur de la valeur quadratique moyenne,,,,,Operational,Original
bufr4/0/08/023/13,8023,Statistiques de premier ordre,13,Moyenne quadratique,,,,,Operational,Original
bufr4/0/08/023/14-31,8023,Statistiques de premier ordre,14-31,En réserve,,,,,Operational,Original
bufr4/0/08/023/32,8023,Statistiques de premier ordre,32,Moyenne vectorielle,,,,,Operational,Original
