Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/20/063,20,Phénomènes observés,20063,Phénomènes spéciaux,Table de code,0,0,10,Table de code,0,4,,,Operational,Original
bufr4/0/20/065,20,Phénomènes observés,20065,Couverture neigeuse,%,0,0,7,%,0,3,(voir Note 4),120,Operational,Original
bufr4/0/20/066,20,Phénomènes observés,20066,Diamètre maximal des grelons,m,3,0,8,m,3,3,,,Operational,Original
bufr4/0/20/067,20,Phénomènes observés,20067,Diamètre du dépôt,m,3,0,9,m,3,3,,,Operational,Original
bufr4/0/20/070,20,Phénomènes observés,20070,Nombre minimal d'atmosphériques,Numérique,0,0,7,Numérique,0,3,,,Operational,Original
bufr4/0/20/071,20,Phénomènes observés,20071,Exactitude et taux des atmosphériques,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/081,20,Phénomènes observés,20081,Étendue de la couche nuageuse dans le secteur,%,0,0,7,%,0,3,,,Operational,Original
bufr4/0/20/082,20,Phénomènes observés,20082,Partie du segment libre de nuages,%,0,0,7,%,0,3,,,Operational,Original
bufr4/0/20/083,20,Phénomènes observés,20083,Partie du segment couverte par la scène,%,0,0,7,%,0,3,,,Operational,Original
bufr4/0/20/085,20,Phénomènes observés,20085,État général de la piste,Table de code,0,0,4,Table de code,0,1,,,Operational,Original
bufr4/0/20/086,20,Phénomènes observés,20086,Dépôts sur la piste,Table de code,0,0,4,Table de code,0,1,,,Operational,Original
bufr4/0/20/087,20,Phénomènes observés,20087,Contamination de la piste,Table de code,0,0,4,Table de code,0,1,,,Operational,Original
bufr4/0/20/088,20,Phénomènes observés,20088,Épaisseur des dépôts sur la piste,m,3,0,12,m,0,4,,,Operational,Original
bufr4/0/20/089,20,Phénomènes observés,20089,Coefficient de frottement de la piste,Table de code,0,0,7,Table de code,0,2,,,Operational,Original
bufr4/0/20/090,20,Phénomènes observés,20090,Nuages spéciaux,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/091,20,Phénomènes observés,20091,Visibilité verticale,ft-2,,0,10,ft,-2,3,,,Operational,Original
bufr4/0/20/092,20,Phénomènes observés,20092,Hauteur de la base des nuages,ft-2,,0,10,ft,-2,3,,,Operational,Original
bufr4/0/20/093,20,Phénomènes observés,20093,Hauteur d'inversion,m,-1,0,8,m,-1,3,,,Operational,Original
bufr4/0/20/095,20,Phénomènes observés,20095,Probabilité de glace,Numérique,3,0,10,dB,3,4,,,Operational,Original
bufr4/0/20/096,20,Phénomènes observés,20096,Âge de la glace (paramètre A),dB,2,-4096,13,dB,2,4,,,Operational,Original
bufr4/0/20/101,20,Phénomènes observés,20101,Nom de l'acridien,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/102,20,Phénomènes observés,20102,Couleur de l'acridien (maturité),Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/103,20,Phénomènes observés,20103,Stade de développement des acridiens,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/104,20,Phénomènes observés,20104,Degré d'organisation de l'essaim ou de la bande d'acridiens,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/105,20,Phénomènes observés,20105,Dimension de l'essaim ou de la bande d'acridiens et durée du passage de l'essaim,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/106,20,Phénomènes observés,20106,Densité de la population d'acridiens,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/107,20,Phénomènes observés,20107,Direction du déplacement de l'essaim d'acridiens,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/108,20,Phénomènes observés,20108,Étendue de la végétation,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/111,20,Phénomènes observés,20111,"Composante principale de l'ellipse d'erreur, axe x",m,-1,0,17,m,-1,6,(voir Notes 8 et 9),"89,90",Operational,Original
bufr4/0/20/112,20,Phénomènes observés,20112,"Composante secondaire de l'ellipse d'erreur, axe y",m,-1,0,17,m,-1,6,(voir Notes 8 et 9),"89,90",Operational,Original
bufr4/0/20/113,20,Phénomènes observés,20113,"Composante de l'ellipse d'erreur, axe z",m,-1,0,17,m,-1,6,(voir Note 9),89,Operational,Original
bufr4/0/20/114,20,Phénomènes observés,20114,Angle de l'axe x dans l'ellipse d'erreur,°,2,-18000,16,°,2,5,(voir Note 10),31,Operational,Original
bufr4/0/20/115,20,Phénomènes observés,20115,Angle de l'axe z dans l'ellipse d'erreur,°,2,-18000,16,°,2,5,(voir Note 11),30,Operational,Original
bufr4/0/20/116,20,Phénomènes observés,20116,Altitude d'émission de la décharge interne,m,0,0,16,m,0,5,,,Operational,Original
bufr4/0/20/117,20,Phénomènes observés,20117,Amplitude de l'éclair,A,-1,-32000,16,A,-1,5,,,Operational,Original
bufr4/0/20/118,20,Phénomènes observés,20118,Erreur de détection de l'éclair,m,0,0,19,m,0,6,,,Operational,Original
bufr4/0/20/119,20,Phénomènes observés,20119,Polarité de décharge des éclairs,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/20/121,20,Phénomènes observés,20121,Valeur seuil pour la décision de polarité V,,3,0,16,V,3,5,(voir Note 12),9,Operational,Original
bufr4/0/20/122,20,Phénomènes observés,20122,Valeur seuil pour la décision de polarité A,,0,0,16,A,0,5,(voir Note 13),10,Operational,Original
bufr4/0/20/123,20,Phénomènes observés,20123,Seuil minimum de détection,V/m,3,0,16,V/m,3,5,(voir Note 14),102,Operational,Original
bufr4/0/20/124,20,Phénomènes observés,20124,Coup de foudre ou éclair,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/20/126,20,Phénomènes observés,20126,Fréquence de décharge des éclairs,/h,0,0,23,/h,0,7,,,Operational,Original
bufr4/0/20/127,20,Phénomènes observés,20127,Éclairs - distance par rapport à la station,m,-3,0,8,m,-3,3,,,Operational,Original
bufr4/0/20/128,20,Phénomènes observés,20128,Éclairs - direction par rapport à la station,degré vrai,1,0,12,degré vrai,1,4,,,Operational,Original
bufr4/0/20/129,20,Phénomènes observés,20129,"Densité de la foudre (arc, éclair ou phénomène)",m-2,6,0,10,m-2,6,4,,,Operational,Original
bufr4/0/20/130,20,Phénomènes observés,20130,Concentration d'hydrométéores nuageux,Numérique,0,0,10,Numérique,0,3,(voir Note 16),37,Operational,Original
bufr4/0/20/131,20,Phénomènes observés,20131,Rayon effectif des hydrométéores nuageux,m,5,0,6,m,5,2,,,Operational,Original
bufr4/0/20/132,20,Phénomènes observés,20132,Teneur en eau liquide des nuages,kg m-3,5,0,11,kg m-3,5,4,,,Operational,Original
bufr4/0/20/133,20,Phénomènes observés,20133,Rayon de l'hydrométéore,m,5,0,6,m,5,2,,,Operational,Original
bufr4/0/20/135,20,Phénomènes observés,20135,Masse de glace (sur une perche),kg/m,1,0,10,kg/m,1,3,,,Operational,Original
bufr4/0/20/136,20,Phénomènes observés,20136,Types de nuages supplémentaires,Table de code,0,0,9,Table de code,0,3,,,Operational,Original
bufr4/0/20/137,20,Phénomènes observés,20137,Évolution des nuages,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/20/138,20,Phénomènes observés,20138,État du revêtement,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
