Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/10/035,10,Position d'éléments autres que des coordonnées (verticale),10035,Rayon de la courbure locale de la Terre,m,1,62000000,22,m,1,8,,,Operational,Original
bufr4/0/10/036,10,Position d'éléments autres que des coordonnées (verticale),10036,Ondulation du géoïde,m,2,-15000,15,m,2,6,(voir Note 4),128,Operational,Original
bufr4/0/10/038,10,Position d'éléments autres que des coordonnées (verticale),10038,Hauteur maximale de la pontée au-dessus de la ligne de charge d'été,m,0,0,6,m,0,2,,,Operational,Original
bufr4/0/10/039,10,Position d'éléments autres que des coordonnées (verticale),10039,Écart entre le niveau de référence (ligne de charge d'été maximale) et le niveau réel de la mer,m,0,-32,6,m,0,3,,,Operational,Original
bufr4/0/10/040,10,Position d'éléments autres que des coordonnées (verticale),10040,Données extraites concernant le nombre de couches,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/10/050,10,Position d'éléments autres que des coordonnées (verticale),10050,Écart type de l'altitude,m,2,0,16,m,2,5,,,Operational,Original
bufr4/0/10/051,10,Position d'éléments autres que des coordonnées (verticale),10051,Pression ramenée au niveau moyen de la mer,Pa,-1,0,14,Pa,-1,5,,,Operational,Original
bufr4/0/10/052,10,Position d'éléments autres que des coordonnées (verticale),10052,Calage de l'altimètre (QNH),Pa,-1,0,14,Pa,-1,5,,,Operational,Original
bufr4/0/10/053,10,Position d'éléments autres que des coordonnées (verticale),10053,Altitude GNSS (Système mondial de navigation par satellite),m,0,-1000,17,m,0,5,,,Operational,Original
bufr4/0/10/060,10,Position d'éléments autres que des coordonnées (verticale),10060,Variation de pression,Pa,-1,-1024,11,Pa,-1,4,,,Operational,Original
bufr4/0/10/061,10,Position d'éléments autres que des coordonnées (verticale),10061,Variation de pression en 3 heures,Pa,-1,-500,10,Pa,-1,4,,,Operational,Original
bufr4/0/10/062,10,Position d'éléments autres que des coordonnées (verticale),10062,Variation de pression en 24 heures,Pa,-1,-1000,11,Pa,-1,4,,,Operational,Original
bufr4/0/10/063,10,Position d'éléments autres que des coordonnées (verticale),10063,Caractéristique de la tendance barométrique,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/10/064,10,Position d'éléments autres que des coordonnées (verticale),10064,Niveau de croisière-SIGMET,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/10/070,10,Position d'éléments autres que des coordonnées (verticale),10070,Altitude de l'aéronef indiquée,m,0,-400,16,m,0,5,,,Operational,Original
bufr4/0/10/071,10,Position d'éléments autres que des coordonnées (verticale),10071,Résolution verticale,m,0,0,14,m,0,5,,,Operational,Original
bufr4/0/10/079,10,Position d'éléments autres que des coordonnées (verticale),10079,"Angle de décalage du satellite par rapport au nadir, calculé à partir de l'assiette de la plate-forme",deg,4,0,16,°,4,5,,,Operational,Original
bufr4/0/10/080,10,Position d'éléments autres que des coordonnées (verticale),10080,Distance zénithale de la visée,deg,2,-9000,15,°,2,5,,,Operational,Original
bufr4/0/10/081,10,Position d'éléments autres que des coordonnées (verticale),10081,Altitude du centre de gravité au-dessus de l'ellipsoïde de référence,m,3,0,31,m,3,10,,,Operational,Original
bufr4/0/10/082,10,Position d'éléments autres que des coordonnées (verticale),10082,Taux de variation d'altitude instantané,m/s,3,-65536,17,m/s,3,6,,,Operational,Original
bufr4/0/10/083,10,Position d'éléments autres que des coordonnées (verticale),10083,"Carré de l'angle de décalage du satellite par rapport au nadir, calculé à partir de l'assiette de la plate-forme",deg2,2,0,16,deg2,2,5,,,Operational,Original
bufr4/0/10/084,10,Position d'éléments autres que des coordonnées (verticale),10084,"Carré de l'angle de décalage du satellite par rapport au nadir, calculé à partir de la forme des ondes",deg2,2,0,16,deg2,2,5,,,Operational,Original
bufr4/0/10/085,10,Position d'éléments autres que des coordonnées (verticale),10085,Hauteur moyenne de la surface de la mer,m,3,-131072,18,m,3,6,,,Operational,Original
bufr4/0/10/086,10,Position d'éléments autres que des coordonnées (verticale),10086,Hauteur du géoïde,m,3,-131072,18,m,3,6,,,Operational,Original
bufr4/0/10/087,10,Position d'éléments autres que des coordonnées (verticale),10087,Profondeur de l'océan ou altitude des terres émergées,m,1,-131072,18,m,1,6,,,Operational,Original
bufr4/0/10/088,10,Position d'éléments autres que des coordonnées (verticale),10088,Hauteur géocentrique totale de marée océanique (solution 1),m,3,-32768,16,m,3,5,,,Operational,Original
bufr4/0/10/089,10,Position d'éléments autres que des coordonnées (verticale),10089,Hauteur géocentrique totale de marée océanique (solution 2),m,3,-32768,16,m,3,5,,,Operational,Original
bufr4/0/10/090,10,Position d'éléments autres que des coordonnées (verticale),10090,Hauteur de marée pour une période prolongée,m,3,-32768,16,m,3,5,,,Operational,Original
bufr4/0/10/091,10,Position d'éléments autres que des coordonnées (verticale),10091,Hauteur de marée incluant l'effet de charge,m,3,-32768,16,m,3,5,,,Operational,Original
bufr4/0/10/092,10,Position d'éléments autres que des coordonnées (verticale),10092,Hauteur de marée terrestre,m,3,-32768,16,m,3,5,,,Operational,Original
bufr4/0/10/093,10,Position d'éléments autres que des coordonnées (verticale),10093,Hauteur géocentrique de marée polaire,m,3,-32768,16,m,3,5,,,Operational,Original
bufr4/0/10/095,10,Position d'éléments autres que des coordonnées (verticale),10095,Hauteur utilisée pour l'atmosphère,m,0,0,16,m,0,5,,,Operational,Original
bufr4/0/10/096,10,Position d'éléments autres que des coordonnées (verticale),10096,Topographie dynamique moyenne,m,3,-131072,18,m,3,6,,,Operational,Original
bufr4/0/10/097,10,Position d'éléments autres que des coordonnées (verticale),10097,Hauteur moyenne de la surface de la mer fournie par l'altimètre seulement,m,3,-131072,18,m,3,6,,,Operational,Original
bufr4/0/10/098,10,Position d'éléments autres que des coordonnées (verticale),10098,Hauteur de la marée de charge pour le calcul de la marée géocentrique - solution 1,m,4,-2000,12,m,4,4,,,Operational,Original
bufr4/0/10/099,10,Position d'éléments autres que des coordonnées (verticale),10099,Hauteur de la marée de charge pour le calcul de la marée géocentrique - solution 2,m,4,-2000,12,m,4,4,,,Operational,Original
bufr4/0/10/100,10,Position d'éléments autres que des coordonnées (verticale),10100,Hauteur de marée pour une période prolongée hors d'équilibre,m,4,-2000,12,m,4,4,,,Operational,Original
bufr4/0/10/101,10,Position d'éléments autres que des coordonnées (verticale),10101,"Carré de l'angle de décalage du satellite par rapport au nadir, calculé à partir de la forme des ondes",deg2,2,-32768,16,deg2,2,5,,,Operational,Original
bufr4/0/10/102,10,Position d'éléments autres que des coordonnées (verticale),10102,Anomalie de hauteur de la surface de la mer,m,3,-32768,16,m,3,5,,,Operational,Original
bufr4/0/10/103,10,Position d'éléments autres que des coordonnées (verticale),10103,Précision de la topographie dynamique moyenne,m,3,-131072,18,m,3,6,,,Operational,Original
