Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/20/003/65,020003,Temps présent,65,"Pluie, sans congélation, continue",,,,,Operational,Original
bufr4/0/20/003/66,020003,Temps présent,66,"Pluie, se congelant, faible",,,,,Operational,Original
bufr4/0/20/003/67,020003,Temps présent,67,"Pluie, se congelant, modérée ou forte",,,,,Operational,Original
bufr4/0/20/003/68,020003,Temps présent,68,"Pluie ou bruine et neige, faibles",,,,,Operational,Original
bufr4/0/20/003/69,020003,Temps présent,69,"Pluie ou bruine et neige, modérées ou fortes",,,,,Operational,Original
bufr4/0/20/003/70-79,020003,Temps présent,70-79,Précipitations solides non sous forme d'averses ,,,,,Operational,Original
bufr4/0/20/003/70,020003,Temps présent,70,Chute intermittente de flocons de neige faible au moment de l'observation,,,,,Operational,Original
bufr4/0/20/003/71,020003,Temps présent,71,Chute continue de flocons de neige ,,,,,Operational,Original
bufr4/0/20/003/72,020003,Temps présent,72,Chute intermittente de flocons de neige modérée au moment de l'observation,,,,,Operational,Original
bufr4/0/20/003/73,020003,Temps présent,73,Chute continue de flocons de neige ,,,,,Operational,Original
bufr4/0/20/003/74,020003,Temps présent,74,Chute intermittente de flocons de neige forte au moment de l'observation,,,,,Operational,Original
bufr4/0/20/003/75,020003,Temps présent,75,Chute continue de flocons de neige,,,,,Operational,Original
bufr4/0/20/003/76,020003,Temps présent,76,Poudrin de glace (avec ou sans brouillard),,,,,Operational,Original
bufr4/0/20/003/77,020003,Temps présent,77,Neige en grains (avec ou sans brouillard),,,,,Operational,Original
bufr4/0/20/003/78,020003,Temps présent,78,Etoiles de neige isolées (avec ou sans brouillard),,,,,Operational,Original
bufr4/0/20/003/79,020003,Temps présent,79,Granules de glace,,,,,Operational,Original
bufr4/0/20/003/80-99,020003,Temps présent,80-99,"Précipitations sous forme d'averses, ou précipitations avec orage ou après un orage",,,,,Operational,Original
bufr4/0/20/003/80,020003,Temps présent,80,"Averse(s) de pluie, faible(s)",,,,,Operational,Original
bufr4/0/20/003/81,020003,Temps présent,81,"Averse(s) de pluie, modérée(s) ou forte(s)",,,,,Operational,Original
bufr4/0/20/003/82,020003,Temps présent,82,"Averse(s) de pluie, violente(s)",,,,,Operational,Original
bufr4/0/20/003/83,020003,Temps présent,83,"Averse(s) de pluie et neige mêlées, faible(s)",,,,,Operational,Original
bufr4/0/20/003/84,020003,Temps présent,84,"Averse(s) de pluie et neige mêlées, modérée(s) ou forte(s)",,,,,Operational,Original
bufr4/0/20/003/85,020003,Temps présent,85,"Averse(s) de neige, faible(s)",,,,,Operational,Original
bufr4/0/20/003/86,020003,Temps présent,86,"Averse(s) de neige, modérée(s) ou forte(s)  ",,,,,Operational,Original
bufr4/0/20/003/87,020003,Temps présent,87,"Averse(s) de grésil ou neige roulée, avec ou sans – faible(s) pluie ou pluie et neige mêlées",,,,,Operational,Original
bufr4/0/20/003/88,020003,Temps présent,88,pluie ou pluie et neige mêlées – modérée(s) ou forte(s)  ,,,,,Operational,Original
bufr4/0/20/003/89,020003,Temps présent,89,"Averse(s) de grêle, avec ou sans pluie ou pluie – faible(s) et neige mêlées, sans tonnerre",,,,,Operational,Original
bufr4/0/20/003/90,020003,Temps présent,90,"Averse(s) de grêle*, avec ou sans pluie ou pluie et neige mêlées, sans tonnerre – modérée(s) ou forte(s)",,,,,Operational,Original
