Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/40/016,40,Données satellitaires,40016,Moyenne quadratique résiduelle en bande,Numérique,3,0,14,Numérique,3,5,,,Operational,Original
bufr4/0/40/017,40,Données satellitaires,40017,Score des composantes principales non normalisé,Numérique,0,-1073741824,31,Numérique,0,10,,,Operational,Original
bufr4/0/40/018,40,Données satellitaires,40018,GIacAvgImagIIS - moyenne des mesures de l'imageur,W m-2 sr-1 m,6,0,24,W m-2 sr-1 m,6,8,,,Operational,Original
bufr4/0/40/019,40,Données satellitaires,40019,GIacVarImagIIS - variance des mesures de l'imageur,W m-2 sr-1 m,6,0,24,W m-2 sr-1 m,6,8,,,Operational,Original
bufr4/0/40/020,40,Données satellitaires,40020,GqisFlagQualDetailed - indicateur de qualité du système,Table d'indicateurs,0,0,17,Table d'indicateurs,0,6,,,Operational,Original
bufr4/0/40/021,40,Données satellitaires,40021,Fraction de pixels AVHRR pondérés dans le champ de vision de l'IASI recouvert d'une couche de neige/ glace,%,0,0,7,%,0,3,,,Operational,Original
bufr4/0/40/022,40,Données satellitaires,40022,"Nombre de pixels AVHRR manquants, erronés ou défaillants",Numérique,0,0,7,Numérique,0,3,,,Operational,Original
bufr4/0/40/023,40,Données satellitaires,40023,Indicateur de l'état de l'altimètre auxiliaire,Table d'indicateurs,0,0,5,Table d'indicateurs,0,2,,,Operational,Original
bufr4/0/40/024,40,Données satellitaires,40024,Existence de cartes météorologiques,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/40/025,40,Données satellitaires,40025,Indicateur d'interpolation pour la marée diurne moyenne,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/40/026,40,Données satellitaires,40026,Facteur de quantification de l'indice,Numérique,2,0,16,Numérique,2,5,,,Operational,Original
bufr4/0/40/027,40,Données satellitaires,40027,Angle du reflet solaire,°,2,-18000,16,°,2,5,,,Operational,Original
bufr4/0/40/028,40,Données satellitaires,40028,Indicateur de qualité des données du GMI,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/40/029,40,Données satellitaires,40029,Longueur d'intégration horizontale des observations,m,0,0,26,m,0,8,,,Operational,Original
bufr4/0/40/030,40,Données satellitaires,40030,Vent horizontal dans l'axe de visée,m/s,2,-32767,16,m/s,2,5,,,Operational,Original
bufr4/0/40/031,40,Données satellitaires,40031,Estimation des erreurs relatives au vent horizontal dans l'axe de visée,m/s,2,0,15,m/s,2,5,,,Operational,Original
bufr4/0/40/032,40,Données satellitaires,40032,Dérivée du vent par rapport à la pression,m s-1 Pa-1,3,-100000,18,m s-1 Pa-1,3,6,,,Operational,Original
bufr4/0/40/033,40,Données satellitaires,40033,Dérivée du vent par rapport à la température,m s-1 K-1,3,-100000,18,m s-1 K-1,3,6,,,Operational,Original
bufr4/0/40/034,40,Données satellitaires,40034,Dérivée du vent par rapport au coefficient de rétrodiffusion,m/s,3,-200000,19,m/s,3,6,,,Operational,Original
bufr4/0/40/035,40,Données satellitaires,40035,Distance du satellite,m,0,380000,18,m,0,6,,,Operational,Original
bufr4/0/40/036,40,Données satellitaires,40036,Type de classification des produits lidar de niveau L2b,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/40/037,40,Données satellitaires,40037,Coefficient de rétrodiffusion,Numérique,3,500,20,Numérique,3,7,,,Operational,Original
bufr4/0/40/038,40,Données satellitaires,40038,Taille des particules de nuages,m,7,0,28,m,7,6,,,Operational,Original
bufr4/0/40/039,40,Données satellitaires,40039,Intensité d'image du produit singulier complexe,Numérique,0,-25,5,Numérique,0,3,,,Operational,Original
bufr4/0/40/040,40,Données satellitaires,40040,Asymétrie d'image du produit singulier complexe,Numérique,2,1,13,Numérique,0,4,,,Operational,Original
bufr4/0/40/041,40,Données satellitaires,40041,Aplatissement d'image du produit singulier complexe,Numérique,2,1,13,Numérique,0,4,,,Operational,Original
bufr4/0/40/042,40,Données satellitaires,40042,Variance d'image du produit singulier complexe,Numérique,2,1,13,Numérique,0,4,,,Operational,Original
bufr4/0/40/043,40,Données satellitaires,40043,Indicateur de manœuvre du satellite,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/40/044,40,Données satellitaires,40044,Indice de poussière,Numérique,1,0,8,Numérique,1,3,,,Operational,Original
bufr4/0/40/045,40,Données satellitaires,40045,Formation de nuages et détermination de l'altitude,Table d'indicateurs,0,0,5,Table d'indicateurs,0,2,,,Operational,Original
bufr4/0/40/046,40,Données satellitaires,40046,Résumé de la nébulosité,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/40/047,40,Données satellitaires,40047,Indicateur de validation pour les produits IASI ou IASI-NG de niveau 1,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/40/048,40,Données satellitaires,40048,Indicateur de validation pour les flux de données AMSU-A de niveau 1,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/40/049,40,Données satellitaires,40049,Tests de nuages effectués et résultats,Table d'indicateurs,0,0,16,Table d'indicateurs,0,5,,,Operational,Original
bufr4/0/40/050,40,Données satellitaires,40050,Initialisation de l'extraction,Table d'indicateurs,0,0,8,Table d'indicateurs,0,3,,,Operational,Original
bufr4/0/40/051,40,Données satellitaires,40051,Convergence d'extraction itérative,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/40/052,40,Données satellitaires,40052,Indication de gradient superadiabatique et de sursaturation dans une extraction finale,Table d'indicateurs,0,0,8,Table d'indicateurs,0,3,,,Operational,Original
bufr4/0/40/053,40,Données satellitaires,40053,Nombre d'itérations utilisées pour une extraction,Numérique,0,0,8,Numérique,0,3,,,Operational,Original
bufr4/0/40/054,40,Données satellitaires,40054,Erreurs de traitement et d'entrée potentielles,Table d'indicateurs,0,0,13,Table d'indicateurs,0,4,,,Operational,Original
bufr4/0/40/055,40,Données satellitaires,40055,Diagnostics relatifs à l'extraction,Table d'indicateurs,0,0,21,Table d'indicateurs,0,7,,,Operational,Original
bufr4/0/40/056,40,Données satellitaires,40056,Qualité générale d'une extraction,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/40/057,40,Données satellitaires,40057,Indicateurs d'extraction de données IASI de niveau 2,Table d'indicateurs,0,0,31,Table d'indicateurs,0,10,,,Operational,Original
bufr4/0/40/058,40,Données satellitaires,40058,Nombre de vecteurs décrivant les matrices de caractérisation,Numérique,0,0,8,Numérique,0,3,,,Operational,Original
bufr4/0/40/059,40,Données satellitaires,40059,Nombre de couches effectivement extraites,Numérique,0,0,8,Numérique,0,3,,,Operational,Original
bufr4/0/40/060,40,Données satellitaires,40060,Nombre de profils extraits sur une ligne de balayage,Numérique,0,0,8,Numérique,0,3,,,Operational,Original
bufr4/0/40/061,40,Données satellitaires,40061,Colonnes partielles d'air dans chaque couche extraite,mol cm-2,3,0,16,mol cm-2,3,5,,,Operational,Original
bufr4/0/40/062,40,Données satellitaires,40062,Colonnes partielles a priori dans chaque couche extraite,mol cm-2,10,0,16,mol cm-2,10,5,,,Operational,Original
bufr4/0/40/063,40,Données satellitaires,40063,Vecteur de mise à l'échelle multipliant le vecteur CO a priori afin de définir le vecteur CO extrait,Numérique,5,0,26,Numérique,5,8,,,Operational,Original
bufr4/0/40/064,40,Données satellitaires,40064,Principales valeurs propres de la matrice de sensibilité,Numérique,6,0,31,Numérique,6,10,,,Operational,Original
bufr4/0/40/065,40,Données satellitaires,40065,Principaux vecteurs propres de la matrice de sensibilité,Numérique,6,-1000000000,31,Numérique,6,10,,,Operational,Original
bufr4/0/40/066,40,Données satellitaires,40066,Indicateur de qualité pour la vapeur d'eau atmosphérique,Numérique,1,0,8,Numérique,1,3,,,Operational,Original
bufr4/0/40/067,40,Données satellitaires,40067,Indicateur de qualité pour la température atmosphérique,Numérique,1,0,8,Numérique,1,3,,,Operational,Original
bufr4/0/40/068,40,Données satellitaires,40068,Indicateur général de la qualité des extractions pour le SO 2,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/40/069,40,Données satellitaires,40069,Erreur d'extraction estimative de la température de l'air en surface selon la méthode PWLR,K,4,-1000000,21,K,4,7,(voir Note),114,Operational,Original
bufr4/0/40/070,40,Données satellitaires,40070,Erreur d'extraction estimative du point de rosée en surface selon la méthode PWLR,K,4,-1000000,21,K,4,7,,,Operational,Original
bufr4/0/40/071,40,Données satellitaires,40071,Matrice de covariance d'erreur d'extraction de l'ozone dans le domaine principal des composantes,Numérique,4,-1000000,21,Numérique,4,7,,,Operational,Original
bufr4/0/40/072,40,Données satellitaires,40072,Indicateur estimatif de qualité d'extraction de l'ozone atmosphérique selon la méthode PWLR,Numérique,1,0,8,Numérique,1,3,,,Operational,Original
bufr4/0/40/073,40,Données satellitaires,40073,Erreur d'extraction estimative de la température de la pellicule superficielle selon la méthode PWLR,K,1,0,8,K,1,3,,,Operational,Original
