Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/14/017,14,Clase 14 — Radiación y radiancia BUFR/CREX,014017,Radiación instantánea de onda larga–2 W m,,0,-512 10,-2 W m,0,4,,,,Operational,Original
bufr4/0/14/018,14,Clase 14 — Radiación y radiancia BUFR/CREX,014018,Radiación instantánea de onda corta–2 W m,,0,-2048 12,-2 W m,0,4,,,,Operational,Original
bufr4/0/14/019,14,Clase 14 — Radiación y radiancia BUFR/CREX,014019,Albedo en superficie %,,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/14/020,14,Clase 14 — Radiación y radiancia BUFR/CREX,014020,Radiación solar global integrada durante 24 horas J–2,m,-4,0 15,-2 J m,–4,5,,,,Operational,Original
bufr4/0/14/021,14,Clase 14 — Radiación y radiancia BUFR/CREX,014021,Radiación solar global integrada en un período–2 J m,,-4,0 15,-2 J m I.2 - BUFR/CREX Tabla B/14 - 1,–4,5 (continúa),,,,Operational,Original
bufr4/0/14/022,14,Clase 14 — Radiación y radiancia BUFR/CREX,014022,Radiación solar difusa integrada durante 24 horas J–2,m,-4,0 15,-2 J m,–4,5,,,,Operational,Original
bufr4/0/14/023,14,Clase 14 — Radiación y radiancia BUFR/CREX,014023,Radiación solar difusa integrada en un período–2 J m,,-4,0 15,-2 J m,–4,5,,,,Operational,Original
bufr4/0/14/024,14,Clase 14 — Radiación y radiancia BUFR/CREX,014024,Radiación solar directa integrada durante–2 J m,,-4,0 15,-2 J m,–4,5,,,,Operational,Original
bufr4/0/14/025,14,Clase 14 — Radiación y radiancia BUFR/CREX,014025,Radiación solar directa integrada en un período–2 J m,,-4,0 15,-2 J m,–4,5,,,,Operational,Original
bufr4/0/14/026,14,Clase 14 — Radiación y radiancia BUFR/CREX,014026,Albedo en la cima de las nube %,s,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/14/027,14,Clase 14 — Radiación y radiancia BUFR/CREX,014027,Albedo %,,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/14/028,14,Clase 14 — Radiación y radiancia BUFR/CREX,014028,Radiación solar global (gran precisión) integrada–2 J m,,-2,0 20,-2 J m,–2,6,,,,Operational,Original
bufr4/0/14/029,14,Clase 14 — Radiación y radiancia BUFR/CREX,014029,Radiación solar difusa (gran precisión) integrada–2 J m,,-2,0 20,-2 J m,–2,6,,,,Operational,Original
bufr4/0/14/030,14,Clase 14 — Radiación y radiancia BUFR/CREX,014030,Radiación solar directa (gran precisión) integrada–2 J m,,-2,0 20,-2 J m,–2,6,,,,Operational,Original
bufr4/0/14/031,14,Clase 14 — Radiación y radiancia BUFR/CREX,014031,Insolación total min,,0,0 11,min,0,4,,,,Operational,Original
bufr4/0/14/032,14,Clase 14 — Radiación y radiancia BUFR/CREX,014032,Insolación total h,,0,0 10,h,0,4,,,,Operational,Original
bufr4/0/14/033,14,Clase 14 — Radiación y radiancia BUFR/CREX,014033,Insolación total %,,0,0,% 9,0,3,,,,Operational,Original
bufr4/0/14/034,14,Clase 14 — Radiación y radiancia BUFR/CREX,014034,Insolación integrada en un período determinado min,,0,0 11,min,0,4,,,,Operational,Original
bufr4/0/14/035,14,Clase 14 — Radiación y radiancia BUFR/CREX,014035,Flujo de radiación solar–2 W m,,1,0 14,-2 W m,1,5,,,,Operational,Original
bufr4/0/14/042,14,Clase 14 — Radiación y radiancia BUFR/CREX,014042,Reflexión bidireccional %,,0,0,% 7,0,3,,,,Operational,Original
bufr4/0/14/043,14,Clase 14 — Radiación y radiancia BUFR/CREX,014043,Radiancia del canal W m–2,sr μm–1–1,4,0 23,W m sr -2 -1,μm–1 4,7 (continúa),,,,Operational,Original
bufr4/0/14/044,14,Clase 14 — Radiación y radiancia BUFR/CREX,014044,Radiancia del canal W m–2,sr cm–1,7 -100000,22,W m sr -2 -1,cm 7,7,,,,Operational,Original
bufr4/0/14/045,14,Clase 14 — Radiación y radiancia BUFR/CREX,014045,Radiancia del canal (véase la nota 4) W m–2,sr cm–1,0,0 11,W m sr -2 -1,cm 0,4,,,,Operational,Original
bufr4/0/14/046,14,Clase 14 — Radiación y radiancia BUFR/CREX,014046,Radiancia IASI ajustada (véase la nota 6) W m–2,sr cm–1,0,-5000 16,W m sr -2 -1,cm 0,5,,,,Operational,Original
bufr4/0/14/047,14,Clase 14 — Radiación y radiancia BUFR/CREX,014047,Radiancia media ajustada AVHRR W m–2,sr cm–1,0,0 31,W m sr -2 -1,cm 0,10,,,,Operational,Original
bufr4/0/14/048,14,Clase 14 — Radiación y radiancia BUFR/CREX,014048,Radiancia de la desviación estándar ajustada W m–2,sr cm–1,0,0 31,W m sr -2 -1,cm 0,10,,,,Operational,Original
bufr4/0/14/050,14,Clase 14 — Radiación y radiancia BUFR/CREX,014050,Emisividad (véase la nota 5) %,,1,0 10,%,1,4,,,,Operational,Original
bufr4/0/14/051,14,Clase 14 — Radiación y radiancia BUFR/CREX,014051,Radiación solar directa integrada durante la J m–2 J m–2 en,,-3 -2 -1048574,0 14 20,J m -2 J m -2,–3–2,4 7,,,,Operational,Original
bufr4/0/14/053,14,Clase 14 — Radiación y radiancia BUFR/CREX,014053,"Radiación neta (gran precisión), integrada en un J m–2 J m–2 en un",,-2 -1048574 -3,21 0 16,J m -2 J m -2,–2–3,7 5,,,,Operational,Original
bufr4/0/14/055,14,Clase 14 — Radiación y radiancia BUFR/CREX,014055,Índice de actividad solar Numérica,,0,-32768 16,Numérica,0,5,,,,Operational,Original
bufr4/0/14/056,14,Clase 14 — Radiación y radiancia BUFR/CREX,014056,Luminancia de fondo Cd m–2,,0,0 18,Cd m -2,0,6,,,,Operational,Original
bufr4/0/14/057,14,Clase 14 — Radiación y radiancia BUFR/CREX,014057,Flujo de calor del suelo J m–2,,-2 -1048574,21,J m -2,–2,7,,,,Operational,Original
bufr4/0/14/072,14,Clase 14 — Radiación y radiancia BUFR/CREX,014072,Irradiación UV mundial (véase la nota 8) J m–2,,0 -4000000,23,J m -2 I.2 - BUFR/CREX Tabla B/14 - 3,0,7 (continúa),,,,Operational,Original
bufr4/0/14/072,14,Clase 14 — Radiación y radiancia BUFR/CREX,014072,"para la irradiación UV-B mundial, 0 02 071 y 0 02 072 especificarán una banda espectral comprendida entre 280 y 315 nm.",,,,,,(continúa),,,,Operational,Original
