Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/15/029,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015029,Coeficiente de extinción–1 m,,9,0 30,-1 m,9,10,,,,Operational,Original
bufr4/0/15/030,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015030,Índice de contaminación por aerosoles (véase la Numérica,,2,-1000 12,Numérica,2,4,,,,Operational,Original
bufr4/0/15/031,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015031,Retraso del trayecto atmosférico en la señal del m,,4,10000 15,m,4,5,,,,Operational,Original
bufr4/0/15/032,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015032,Error estimado en un retraso de trayecto m,,4,0 10,m,4,4,,,,Operational,Original
bufr4/0/15/033,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015033,Diferencia en retrasos de trayecto para visione m,s,5,-10000 15,m,5,5,,,,Operational,Original
bufr4/0/15/034,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015034,Error estimado en la diferencia de retraso de m,,5,0 14,m,5,5,,,,Operational,Original
bufr4/0/15/035,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015035,Componente del retraso del trayecto cenital m,,4,0 14,m,4,5,,,,Operational,Original
bufr4/0/15/036,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015036,Refractividad atmosférica (véase la nota 5) Unidades N,,3,0 19,Unidades N,3,6,,,,Operational,Original
bufr4/0/15/037,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015037,Ángulo de curvatura rad,,8 -100000,23,rad,8,7,,,,Operational,Original
bufr4/0/15/038,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015038,Retraso del trayecto debido a una atmósfera m,,4,0 20,m,4,11,,,,Operational,Original
bufr4/0/15/039,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015039,Error estimado en el retraso del trayecto m,,4,0 14,m,4,9,,,,Operational,Original
bufr4/0/15/041,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015041,Índice de dióxido de azufre (véase la nota 7) Numérica,,2,-1200 14,Numérica,2,4,,,,Operational,Original
bufr4/0/15/042,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015042,Reflectancia %,,2,0 14,%,2,5,,,,Operational,Original
bufr4/0/15/045,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015045,Dióxido de azufre (véase la nota 8) DU,,2,-2000 15,DU,2,5 (continúa),,,,Operational,Original
bufr4/0/15/046,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015046,Índice de contaminación por volcanes (véase la Numérica,,2,-1000 11,Numérica,2,4,,,,Operational,Original
bufr4/0/15/049,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015049,Exponente de Angstrom de longitud de onda para Numérica,,3,-2000 14,Numérica,3,5,,,,Operational,Original
bufr4/0/15/051,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015051,Alcance óptico meteorológico m,,0,0 18,m,0,6,,,,Operational,Original
bufr4/0/15/052,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015052,Log log(m de la densidad numérica de partículas de 10,)–3,1,60,log(m ) -3 6,1,3,,,,Operational,Original
bufr4/0/15/053,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015053,Log log(m de la densidad numérica de partículas de 10,)–3,2,600,log(m ) -3 9,2,4,,,,Operational,Original
bufr4/0/15/054,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015054,Log log(m de la densidad numérica de partículas de 10,)–3,2,550,log(m ) -3 9,2,4,,,,Operational,Original
bufr4/0/15/055,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015055,Proporción de aerosoles no volátile Numérica,s,2,0,Numérica 7,2,3,,,,Operational,Original
bufr4/0/15/062,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015062,Espesor óptico de los aerosole Numérica,s -1,3,-1000 14,Numérica,3,5,,,,Operational,Original
bufr4/0/15/063,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015063,Retrodispersión atenuada m sr -1,,8,0 20,m sr -1 -1,8,7,,,,Operational,Original
bufr4/0/15/064,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015064,Incertidumbre en la retrodispersión atenuada m sr -1,-1,8,0 20,m sr -1 -1,8,7,,,,Operational,Original
bufr4/0/15/065,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015065,Coeficiente de retrodispersión de las partícula m sr -1,s -1,8,0 20,m sr -1 -1,8,7,,,,Operational,Original
bufr4/0/15/066,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015066,Incertidumbre en el coeficiente de retrodispersión m sr -1,-1,8,0 20,m sr -1 -1,8,7,,,,Operational,Original
bufr4/0/15/067,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015067,Coeficiente de extinción de las partícula m -1,s,8,0 20,m -1,8,7,,,,Operational,Original
bufr4/0/15/068,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015068,Incertidumbre en el coeficiente de extinción de m -1,,8,0 20,m -1,8,7,,,,Operational,Original
bufr4/0/15/069,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015069,Ratio lidar partícula sr,s,2,0 14,sr I.2 - BUFR/CREX Tabla B/15 - 3,2,5 (continúa),,,,Operational,Original
bufr4/0/15/070,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015070,Incertidumbre en el ratio lidar sr,,2,0 14,sr,2,5,,,,Operational,Original
bufr4/0/15/071,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015071,Ratio de despolarización de las partícula %,s,2,0 14,%,2,5,,,,Operational,Original
bufr4/0/15/072,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015072,Incertidumbre en el ratio de despolarización de %,,2,0 14,%,2,5,,,,Operational,Original
bufr4/0/15/073,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015073,Retrodispersión atenuada m sr -1,-1,8 -524288,20,m sr -1 -1,8,11,,,,Operational,Original
bufr4/0/15/074,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015074,Coeficiente de retrodispersión de las partícula m sr -1,s -1,8 -524288,20,m sr -1 -1,8,9,,,,Operational,Original
bufr4/0/15/075,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015075,Coeficiente de extinción de las partícula m -1,s,8 -524288,20,m -1,8,4,,,,Operational,Original
bufr4/0/15/076,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015076,Ratio partículas lidar sr,,1,-2048 13,sr,1,,,,,Operational,Original
bufr4/0/15/077,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015077,Incertidumbre en el ratio lidar sr,,1,0 12,sr,1,5,,,,Operational,Original
bufr4/0/15/078,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015078,Ratio de despolarización de las partícula %,s,2,-8192 15,%,2,7,,,,Operational,Original
bufr4/0/15/079,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015079,Retraso del trayecto cenital debido a una m,,4,0 15,m,4,7,,,,Operational,Original
bufr4/0/15/080,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015080,Error estimado en el retraso del trayecto cenital m,,4,0 12,m,4,7,,,,Operational,Original
bufr4/0/15/081,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015081,Retraso del trayecto húmedo debido a una m,,4,0 18,m,4,5,,,,Operational,Original
bufr4/0/15/082,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015082,Vapor de agua integrado en el trayecto (véase la kg m–2,,1,0 16,kg m -2,1,5,,,,Operational,Original
bufr4/0/15/083,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015083,Gradiente en atmósfera neutra estimado a travé m,s,5,0 14,m,5,5,,,,Operational,Original
bufr4/0/15/084,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015084,Residuos de mínimos cuadrados (véase la m,,4,0 14,m,4,9 (continúa),,,,Operational,Original
bufr4/0/15/085,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015085,Retraso por efectos multitrayecto en el GNSS m,,4,0 14,m,4,8,,,,Operational,Original
bufr4/0/15/086,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015086,Función de mapeo hidrostático del GNSS (véase Numérica,,3,0 16,Numérica,3,10,,,,Operational,Original
bufr4/0/15/087,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015087,Función de mapeo húmedo del GNSS (véase la,,3,0 16,Numérica,3,10,,,,Operational,Original
bufr4/0/15/088,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015088,Función de mapeo de gradiente del GNSS (véase,,3,0 16,Numérica,3,9,,,,Operational,Original
bufr4/0/15/089,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015089,Retraso del trayecto cenital debido a una,,4,0 15,m,4,9,,,,Operational,Original
bufr4/0/15/090,15,Clase 15 — Componentes físicos/químicos BUFR/CREX,015090,Retraso del trayecto debido a una atmósfera es la presión parcial de ozono medida al nivel de presión identificado mediante 0 07 004. (CF) se define como: es el valor obtenido como resultado de la integración vertical de los valores de sondeo (0 15 003) medidos por debajo del nivel de presión más bajo,,4 n,"0 20 - 1). Por consiguiente, N carece de dimensiones, pero los valores",m I.2 - BUFR/CREX Tabla B/15 - 5,4,9 (continúa),,,,Operational,Original
