Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/11/021,11,Clase 11 — Viento y turbulencia BUFR/CREX,011021,Vorticidad relativa m s–1,,9 -65536,17,m s -1,9,6,,,,Operational,Original
bufr4/0/11/022,11,Clase 11 — Viento y turbulencia BUFR/CREX,011022,Divergencia s–1,,9 -65536,17,s -1,9,6,,,,Operational,Original
bufr4/0/11/023,11,Clase 11 — Viento y turbulencia BUFR/CREX,011023,Potencial de velocidad m s 2–1,–2,-65536,17,m s 2 -1,–2,6,,,,Operational,Original
bufr4/0/11/030,11,Clase 11 — Viento y turbulencia BUFR/CREX,011030,Grado de turbulencia ampliado Tabla de cifrado,,0,0,Tabla de cifrado 6,0,2,,,,Operational,Original
bufr4/0/11/031,11,Clase 11 — Viento y turbulencia BUFR/CREX,011031,Grado de turbulencia Tabla de cifrado,,0,0,Tabla de cifrado 4,0,2,,,,Operational,Original
bufr4/0/11/032,11,Clase 11 — Viento y turbulencia BUFR/CREX,011032,Altura de la base de la turbulencia m,–1,,-40 16,m,–1,5,,,,Operational,Original
bufr4/0/11/033,11,Clase 11 — Viento y turbulencia BUFR/CREX,011033,Altura de la cima de la turbulencia m,–1,,-40 16,m,–1,5,,,,Operational,Original
bufr4/0/11/034,11,Clase 11 — Viento y turbulencia BUFR/CREX,011034,Velocidad de las ráfagas verticale m s–1,s,1 -1024,11,m s -1,1,4,,,,Operational,Original
bufr4/0/11/035,11,Clase 11 — Viento y turbulencia BUFR/CREX,011035,Aceleración de las ráfagas verticale m s–2,s,2 -8192,14,m s -2,2,5,,,,Operational,Original
bufr4/0/11/036,11,Clase 11 — Viento y turbulencia BUFR/CREX,011036,Equivalente máximo derivado de la velocidad de m s–1,,1,0 10,m s -1,1,4,,,,Operational,Original
bufr4/0/11/037,11,Clase 11 — Viento y turbulencia BUFR/CREX,011037,Índice de turbulencia Tabla de cifrado,,0,0,Tabla de cifrado 6,0,2,,,,Operational,Original
bufr4/0/11/038,11,Clase 11 — Viento y turbulencia BUFR/CREX,011038,Hora a la que se produce la máxima tasa de Tabla de cifrado,,0,0,Tabla de cifrado 5,0,2,,,,Operational,Original
bufr4/0/11/039,11,Clase 11 — Viento y turbulencia BUFR/CREX,011039,Hora ampliada a la que se produce la máxima Tabla de cifrado,,0,0,Tabla de cifrado 6,0,2,,,,Operational,Original
bufr4/0/11/040,11,Clase 11 — Viento y turbulencia BUFR/CREX,011040,Velocidad máxima del viento (viento medio) m s–1,,1,0 12,m s -1,1,4,,,,Operational,Original
bufr4/0/11/041,11,Clase 11 — Viento y turbulencia BUFR/CREX,011041,Velocidad máxima del viento (ráfagas) m s–1,,1,0 12,m s -1,1,4,,,,Operational,Original
bufr4/0/11/042,11,Clase 11 — Viento y turbulencia BUFR/CREX,011042,Velocidad máxima del viento (viento medio de m s–1,,1,0 12,m s -1,1,4 (continúa),,,,Operational,Original
bufr4/0/11/043,11,Clase 11 — Viento y turbulencia BUFR/CREX,011043,Dirección máxima del viento (ráfagas) grado verdadero,,0,0,grado verdadero 9,0,3,,,,Operational,Original
bufr4/0/11/044,11,Clase 11 — Viento y turbulencia BUFR/CREX,011044,Dirección media del viento en la superficie — grado verdadero,,0,0,grado verdadero 9,0,3,,,,Operational,Original
bufr4/0/11/045,11,Clase 11 — Viento y turbulencia BUFR/CREX,011045,Velocidad media del viento en la superficie — m s–1,,1,0 12,m s -1,1,4,,,,Operational,Original
bufr4/0/11/046,11,Clase 11 — Viento y turbulencia BUFR/CREX,011046,Velocidad instantánea máxima del viento m s–1,,1,0 12,m s -1,1,4,,,,Operational,Original
bufr4/0/11/047,11,Clase 11 — Viento y turbulencia BUFR/CREX,011047,Velocidad instantánea máxima del viento en m s–1,,1,0 12,m s -1,1,4,,,,Operational,Original
bufr4/0/11/049,11,Clase 11 — Viento y turbulencia BUFR/CREX,011049,Desviación típica de la dirección del viento grado verdadero,,0,0,grado verdadero 9,0,3,,,,Operational,Original
bufr4/0/11/050,11,Clase 11 — Viento y turbulencia BUFR/CREX,011050,Desviación típica de la velocidad del viento m s–1,,1,0 12,m s -1,1,4,,,,Operational,Original
bufr4/0/11/051,11,Clase 11 — Viento y turbulencia BUFR/CREX,011051,Desviación típica de la velocidad del viento m s–1,,1,0,m s -1 8,1,3,,,,Operational,Original
bufr4/0/11/052,11,Clase 11 — Viento y turbulencia BUFR/CREX,011052,Incertidumbre formal de la velocidad del viento m s–1,,2,0 13,m s -1,2,5,,,,Operational,Original
bufr4/0/11/053,11,Clase 11 — Viento y turbulencia BUFR/CREX,011053,Incertidumbre formal de la dirección del viento grado verdadero,,2,0 15,grado verdadero,2,5,,,,Operational,Original
bufr4/0/11/054,11,Clase 11 — Viento y turbulencia BUFR/CREX,011054,Dirección media del viento para 1 500 m - 3 000 grado verdadero,m,0,0,grado verdadero 9,0,3,,,,Operational,Original
bufr4/0/11/055,11,Clase 11 — Viento y turbulencia BUFR/CREX,011055,Velocidad media del viento para 1 500 m - 3 000 m s–1,m,1,0 12,m s -1,1,4,,,,Operational,Original
bufr4/0/11/061,11,Clase 11 — Viento y turbulencia BUFR/CREX,011061,Cizalladura absoluta del viento en una capa m s–1,,1,0 12,m s -1,1,4,,,,Operational,Original
bufr4/0/11/062,11,Clase 11 — Viento y turbulencia BUFR/CREX,011062,Cizalladura absoluta del viento en una capa m s–1,,1,0 12,m s -1 I.2 - BUFR/CREX Tabla B/11 - 3,1,4 (continúa),,,,Operational,Original
bufr4/0/11/070,11,Clase 11 — Viento y turbulencia BUFR/CREX,011070,Designador de la pista afectada por la cizalladura CCITT IA5,,0,0 32,Carácter,0,4,,,,Operational,Original
bufr4/0/11/071,11,Clase 11 — Viento y turbulencia BUFR/CREX,011071,2–2 Flujo del momento vertical de la turbulencia m s,,3,-128 14,2 -2 m s,3,5,,,,Operational,Original
bufr4/0/11/072,11,Clase 11 — Viento y turbulencia BUFR/CREX,011072,Flujo de la fuerza ascensional vertical de la K m s,–1,3,-128 11,K m s -1,3,4,,,,Operational,Original
bufr4/0/11/073,11,Clase 11 — Viento y turbulencia BUFR/CREX,011073,Energía cinética de la turbulencia m s 2–2,,2 -1024,13,m s 2 -2,2,4,,,,Operational,Original
bufr4/0/11/074,11,Clase 11 — Viento y turbulencia BUFR/CREX,011074,Energía de disipación m s 2–2,,2 -1024,10,m s 2 -2,2,4,,,,Operational,Original
bufr4/0/11/075,11,Clase 11 — Viento y turbulencia BUFR/CREX,011075,Intensidad media de la turbulencia (tasa de m s 2/3,–1,2,0,m s 2/3 -1 8,2,3,,,,Operational,Original
bufr4/0/11/076,11,Clase 11 — Viento y turbulencia BUFR/CREX,011076,Intensidad máxima de la turbulencia (tasa de m s 2/3,–1,2,0,m s 2/3 -1 8,2,3,,,,Operational,Original
bufr4/0/11/077,11,Clase 11 — Viento y turbulencia BUFR/CREX,011077,Intervalo de información a tiempo medio para la s,,0,0 12,s,0,4,,,,Operational,Original
bufr4/0/11/081,11,Clase 11 — Viento y turbulencia BUFR/CREX,011081,Dirección modélica del viento a 10 grado verdadero,m,2,0 16,grado verdadero,2,5,,,,Operational,Original
bufr4/0/11/082,11,Clase 11 — Viento y turbulencia BUFR/CREX,011082,Velocidad modélica del viento a 10 m s–1,m,2,0 14,m s -1,2,4,,,,Operational,Original
bufr4/0/11/083,11,Clase 11 — Viento y turbulencia BUFR/CREX,011083,Velocidad del viento km h–1,,0,0,km h -1 9,0,3,,,,Operational,Original
bufr4/0/11/084,11,Clase 11 — Viento y turbulencia BUFR/CREX,011084,Velocidad del viento kt,,0,0,kt 8,0,3,,,,Operational,Original
bufr4/0/11/085,11,Clase 11 — Viento y turbulencia BUFR/CREX,011085,Velocidad máxima del viento en ráfaga km h–1,s,0,0,km h -1 9,0,3,,,,Operational,Original
bufr4/0/11/086,11,Clase 11 — Viento y turbulencia BUFR/CREX,011086,Velocidad máxima del viento en ráfaga kt,s,0,0,kt 8,0,3,,,,Operational,Original
bufr4/0/11/095,11,Clase 11 — Viento y turbulencia BUFR/CREX,011095,Componente u del vector de viento del modelo m s–1,,1 -4096,13,m s -1,1,4,,,,Operational,Original
bufr4/0/11/096,11,Clase 11 — Viento y turbulencia BUFR/CREX,011096,Componente v del vector de viento del modelo m s–1,,1 -4096,13,m s -1,1,4 (continúa),,,,Operational,Original
bufr4/0/11/097,11,Clase 11 — Viento y turbulencia BUFR/CREX,011097,Velocidad de viento altimétrica m/s,,2,0 12,m s -1,2,4,,,,Operational,Original
bufr4/0/11/098,11,Clase 11 — Viento y turbulencia BUFR/CREX,011098,Velocidad de viento radiométrica m/s,,2,0 12,m s -1,2,4,,,,Operational,Original
bufr4/0/11/100,11,Clase 11 — Viento y turbulencia BUFR/CREX,011100,Velocidad verdadera de la aeronave m s–1,,1,0 12,m s -1,1,4,,,,Operational,Original
bufr4/0/11/101,11,Clase 11 — Viento y turbulencia BUFR/CREX,011101,Componente u de la velocidad terrestre de la m s–1,,1 -4096,13,m s -1,1,4,,,,Operational,Original
bufr4/0/11/102,11,Clase 11 — Viento y turbulencia BUFR/CREX,011102,Componente v de la velocidad terrestre de la m s–1,,1 -4096,13,m s -1,1,4,,,,Operational,Original
bufr4/0/11/103,11,Clase 11 — Viento y turbulencia BUFR/CREX,011103,Componente w de la velocidad terrestre de la m s–1,,1,-512 10,m s -1,1,3,,,,Operational,Original
bufr4/0/11/104,11,Clase 11 — Viento y turbulencia BUFR/CREX,011104,"Rumbo verdadero de la aeronave, buque u otra grado verdadero",,0,0,grado verdadero 9,0,3,,,,Operational,Original
bufr4/0/11/105,11,Clase 11 — Viento y turbulencia BUFR/CREX,011105,Versión del algoritmo EDR* Numérica,,0,0,Numérica 6,0,2,,,,Operational,Original
bufr4/0/11/106,11,Clase 11 — Viento y turbulencia BUFR/CREX,011106,Confianza mínima móvil Numérica,,1,0,Numérica 4,1,2,,,,Operational,Original
bufr4/0/11/107,11,Clase 11 — Viento y turbulencia BUFR/CREX,011107,Número máximo de entradas incorrecta Numérica,s,0,0,Numérica 5,0,2,,,,Operational,Original
bufr4/0/11/108,11,Clase 11 — Viento y turbulencia BUFR/CREX,011108,Ubicación de las cúspide Numérica,s,1,0,Numérica 4,1,2,,,,Operational,Original
bufr4/0/11/109,11,Clase 11 — Viento y turbulencia BUFR/CREX,011109,Número de EDR correcto* Numérica,,0,0,Numérica 4,0,2,,,,Operational,Original
bufr4/0/11/110,11,Clase 11 — Viento y turbulencia BUFR/CREX,011110,Incertidumbre en el componente u m s–1,,1 -4096,13,m s -1,1,4,,,,Operational,Original
bufr4/0/11/111,11,Clase 11 — Viento y turbulencia BUFR/CREX,011111,Incertidumbre en el componente v m s–1,,1 -4096,13,m s -1,1,4,,,,Operational,Original
bufr4/0/11/112,11,Clase 11 — Viento y turbulencia BUFR/CREX,011112,Incertidumbre en el componente w m s–1,,2 -4096,13,m s -1,2,4,,,,Operational,Original
bufr4/0/11/113,11,Clase 11 — Viento y turbulencia BUFR/CREX,011113,Seguimiento de la correlación del vector Numérica,,3 -1000,12,Numérica I.2 - BUFR/CREX Tabla B/11 - 5,3,4 (continúa),,,,Operational,Original
