Id,ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit_en,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_en,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
bufr4/0/13/081,13,BUFR/CREX Hydrographic and hydrological elements,013081,Water conductivity,S m,3,0,14,S m,3,4,,,Operational
bufr4/0/13/082,13,BUFR/CREX Hydrographic and hydrological elements,013082,Water temperature,K–3,1,0,12,K–3,1,4,,,Operational
bufr4/0/13/083,13,BUFR/CREX Hydrographic and hydrological elements,013083,Dissolved oxygen,kg m,6,0,15,kg m,6,5,,,Operational
bufr4/0/13/084,13,BUFR/CREX Hydrographic and hydrological elements,013084,Turbidity,lm,0,0,14,lm,0,4,,,Operational
bufr4/0/13/085,13,BUFR/CREX Hydrographic and hydrological elements,013085,Oxidation Reduction Potential (ORP),V–2,3,0,14,V–2,3,4,,,Operational
bufr4/0/13/090,13,BUFR/CREX Hydrographic and hydrological elements,013090,Radiometer water vapour content,kg m–2,1,0,10,kg m–2,1,4,,,Operational
bufr4/0/13/091,13,BUFR/CREX Hydrographic and hydrological elements,013091,Radiometer liquid content,kg m,2,0,8,kg m,2,3,,,Operational
bufr4/0/13/093,13,BUFR/CREX Hydrographic and hydrological elements,013093,Cloud optical thickness,Numeric–2,0,0,8,Numeric–2,0,3,,,Operational
bufr4/0/13/095,13,BUFR/CREX Hydrographic and hydrological elements,013095,Total column water vapour,kg m–2,4,0,19,kg m–2,4,6,,,Operational
bufr4/0/13/096,13,BUFR/CREX Hydrographic and hydrological elements,013096,MWR water vapour content,kg m–2,2,0,14,kg m–2,2,5,,,Operational
bufr4/0/13/097,13,BUFR/CREX Hydrographic and hydrological elements,013097,MWR liquid water content,kg m–2,2,0,14,kg m–2,2,5,,,Operational
bufr4/0/13/098,13,BUFR/CREX Hydrographic and hydrological elements,013098,Integrated water vapour density,kg m–2,8,0,30,kg m–2,8,10,,,Operational
bufr4/0/13/099,13,BUFR/CREX Hydrographic and hydrological elements,013099,Log of integrated cloud particle density 10,log(m ) 2–2,1,0,7,log(m ) 2–2,1,3,,,Operational
bufr4/0/13/100,13,BUFR/CREX Hydrographic and hydrological elements,013100,Log of integrated cloud particle area 10,log(m m ) 3–2,1,-70,7,log(m m ) 3–2,1,2,,,Operational
bufr4/0/13/101,13,BUFR/CREX Hydrographic and hydrological elements,013101,Log of integrated cloud particle 10 volume,log(m m )–2,1,-140,7,log(m m )–2,1,3,,,Operational
bufr4/0/13/109,13,BUFR/CREX Hydrographic and hydrological elements,013109,Ice/liquid water path,kg m,3,0,10,kg m,3,4,,,Operational
bufr4/0/13/110,13,BUFR/CREX Hydrographic and hydrological elements,013110,Mass mixing ratio,%–1,0,0,7,%–1,0,3,,,Operational
bufr4/0/13/111,13,BUFR/CREX Hydrographic and hydrological elements,013111,Soil moisture,g kg,0,0,10,g kg,0,4,,,Operational
bufr4/0/13/112,13,BUFR/CREX Hydrographic and hydrological elements,013112,Object wetness duration,s–2–1,0,0,17,s–2–1,0,5,,,Operational
bufr4/0/13/114,13,BUFR/CREX Hydrographic and hydrological elements,013114,Rate of ice accretion,kg m h,1,0,11,kg m h,1,4,,,Operational
bufr4/0/13/115,13,BUFR/CREX Hydrographic and hydrological elements,013115,Ice thickness,m,2,0,19,m,2,6,(see Note 9),,Operational
bufr4/0/13/116,13,BUFR/CREX Hydrographic and hydrological elements,013116,Water film thickness,m,4,0,10,m,3,2,,,Operational
bufr4/0/13/117,13,BUFR/CREX Hydrographic and hydrological elements,013117,Snow density (liquid water content) Depth of fresh snow (high accuracy),kg m,0,0,10,kg m,0,3,,,Operational
bufr4/0/13/118,13,BUFR/CREX Hydrographic and hydrological elements,013118,,m–2–1,3,-2,14,m–1,3,5,(see Note 10),,Operational
bufr4/0/13/155,13,BUFR/CREX Hydrographic and hydrological elements,013155,Intensity of precipitation (high accuracy),kg m s–2,5,-1,16,mm h–2,2,5,(see Note 8),,Operational
bufr4/0/13/160,13,BUFR/CREX Hydrographic and hydrological elements,013160,Radiometer liquid content,kg m–2,2,-350,10,kg m–2,2,3,,,Operational
bufr4/0/13/162,13,BUFR/CREX Hydrographic and hydrological elements,013162,Cloud liquid water,kg m–2,2,0,8,kg m–2,2,3,,,Operational
bufr4/0/13/163,13,BUFR/CREX Hydrographic and hydrological elements,013163,Snow water equivalent,kg m,0,0,16,kg m,0,5,,,Operational
bufr4/0/13/164,13,BUFR/CREX Hydrographic and hydrological elements,013164,"Sea-ice freeboard–2 before scaling (–1 after scaling or in CREX) shall indicate a ""trace"" (non-measurable, less than 0.05 kg m International Meteorological Vocabulary",m,3,-131072 (WMO-No. 182) under the listing “lifted index”) is defined as the temperature,18,m,3 -2 ).,6,,,Operational
