Id,ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit_en,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_en,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
bufr4/0/02/039,02,BUFR/CREX Instrumentation,002039,Method of wet-bulb temperature measurement,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/02/040,02,BUFR/CREX Instrumentation,002040,Method of removing velocity and motion of platform from current,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/041,02,BUFR/CREX Instrumentation,002041,Method for estimating reports related to synoptic features,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/02/064,02,BUFR/CREX Instrumentation,002064,Aircraft roll angle quality,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/02/065,02,BUFR/CREX Instrumentation,002065,ACARS ground-receiving station,CCITT IA5,0,0,40,Character,0,5,,,Operational
bufr4/0/02/066,02,BUFR/CREX Instrumentation,002066,Radiosonde ground receiving system,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/02/067,02,BUFR/CREX Instrumentation,002067,Radiosonde operating frequency,Hz,-5,0,15,Hz,-5,5,,,Operational
bufr4/0/02/070,02,BUFR/CREX Instrumentation,002070,Original specification of latitude/longitude,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/071,02,BUFR/CREX Instrumentation,002071,Spectrographic wavelength,m,13,0,30,m,13,10,,,Operational
bufr4/0/02/072,02,BUFR/CREX Instrumentation,002072,Spectrographic width,m,13,0,30,m,13,10,,,Operational
bufr4/0/02/080,02,BUFR/CREX Instrumentation,002080,Balloon manufacturer,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/02/081,02,BUFR/CREX Instrumentation,002081,Type of balloon,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/02/082,02,BUFR/CREX Instrumentation,002082,Weight of balloon,kg,3,0,12,kg,3,4,,,Operational
bufr4/0/02/083,02,BUFR/CREX Instrumentation,002083,Type of balloon shelter,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/084,02,BUFR/CREX Instrumentation,002084,Type of gas used in balloon,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/085,02,BUFR/CREX Instrumentation,002085,Amount of gas used in balloon,kg,3,0,13,kg,3,4,,,Operational
bufr4/0/02/086,02,BUFR/CREX Instrumentation,002086,Balloon flight train length,m 2,1,0,10,m 2,1,4,,,Operational
bufr4/0/02/087,02,BUFR/CREX Instrumentation,002087,Parachute surface area,m 3,4,0,15,m 3,4,5,,,Operational
bufr4/0/02/088,02,BUFR/CREX Instrumentation,002088,Volume of gas used in balloon,m,3,0,13,m,3,4,,,Operational
bufr4/0/02/091,02,BUFR/CREX Instrumentation,002091,Entry sensor 4/20 mA,A,4,0,10,A,4,3,,,Operational
bufr4/0/02/092,02,BUFR/CREX Instrumentation,002092,Ozone profile computation method,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/02/095,02,BUFR/CREX Instrumentation,002095,Type of pressure sensor,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/02/096,02,BUFR/CREX Instrumentation,002096,Type of temperature sensor,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/02/097,02,BUFR/CREX Instrumentation,002097,Type of humidity sensor,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/02/099,02,BUFR/CREX Instrumentation,002099,Polarization,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/02/100,02,BUFR/CREX Instrumentation,002100,Radar constant*,dB,1,0,12,dB,1,4,,,Operational
bufr4/0/02/101,02,BUFR/CREX Instrumentation,002101,Type of antenna,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/102,02,BUFR/CREX Instrumentation,002102,Antenna height above tower base,m,0,0,8,m,0,3,,,Operational
bufr4/0/02/103,02,BUFR/CREX Instrumentation,002103,Radome,Flag table,0,0,2,Flag table,0,1,,,Operational
bufr4/0/02/104,02,BUFR/CREX Instrumentation,002104,Antenna polarization,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/105,02,BUFR/CREX Instrumentation,002105,Maximum antenna gain,dB,0,0,6,dB,0,2,,,Operational
bufr4/0/02/106,02,BUFR/CREX Instrumentation,002106,3-dB beamwidth,°,1,0,6,°,1,2,,,Operational
bufr4/0/02/107,02,BUFR/CREX Instrumentation,002107,Sidelobe suppression,dB,0,0,6,dB,0,2,,,Operational
bufr4/0/02/108,02,BUFR/CREX Instrumentation,002108,Crosspol discrimination (on axis),dB,0,0,6,dB,0,2,,,Operational
bufr4/0/02/109,02,BUFR/CREX Instrumentation,002109,Antenna speed (azimuth),degree/s,2,0,12,degree/s,2,4,,,Operational
bufr4/0/02/110,02,BUFR/CREX Instrumentation,002110,Antenna speed (elevation),degree/s,2,0,12,degree/s,2,4,,,Operational
bufr4/0/02/111,02,BUFR/CREX Instrumentation,002111,Radar incidence angle,°,1,0,10,°,1,4,,,Operational
bufr4/0/02/112,02,BUFR/CREX Instrumentation,002112,Radar look angle,°,1,0,12,°,1,4,,,Operational
bufr4/0/02/113,02,BUFR/CREX Instrumentation,002113,Number of azimuth looks,Numeric 2,0,0,4,Numeric 2,0,2,,,Operational
bufr4/0/02/114,02,BUFR/CREX Instrumentation,002114,Antenna effective surface area,m,0,0,15,m,0,5,,,Operational
bufr4/0/02/115,02,BUFR/CREX Instrumentation,002115,Type of surface observing equipment,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/02/116,02,BUFR/CREX Instrumentation,002116,Percentage of 320 MHz band processed,%,0,0,7,%,0,3,,,Operational
bufr4/0/02/117,02,BUFR/CREX Instrumentation,002117,Percentage of 80 MHz band processed,%,0,0,7,%,0,3,,,Operational
bufr4/0/02/118,02,BUFR/CREX Instrumentation,002118,Percentage of 20 MHz band processed,%,0,0,7,%,0,3,,,Operational
bufr4/0/02/119,02,BUFR/CREX Instrumentation,002119,RA-2 instrument operations,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/02/120,02,BUFR/CREX Instrumentation,002120,Ocean wave frequency,Hz,3,0,10,Hz,3,4,,,Operational
bufr4/0/02/121,02,BUFR/CREX Instrumentation,002121,Mean frequency,Hz,-8,0,7,Hz,-8,3,,,Operational
bufr4/0/02/122,02,BUFR/CREX Instrumentation,002122,Frequency agility range,Hz,-6,-128,8,Hz,-6,3,,,Operational
bufr4/0/02/123,02,BUFR/CREX Instrumentation,002123,Peak power,W,-4,0,7,W,-4,3,,,Operational
bufr4/0/02/124,02,BUFR/CREX Instrumentation,002124,Average power,W,-1,0,7,W,-1,3,,,Operational
bufr4/0/02/125,02,BUFR/CREX Instrumentation,002125,Pulse repetition frequency,Hz,-1,0,8,Hz,-1,3,,,Operational
bufr4/0/02/126,02,BUFR/CREX Instrumentation,002126,Pulse width,s,7,0,6,s,7,2,,,Operational
bufr4/0/02/127,02,BUFR/CREX Instrumentation,002127,Receiver intermediate frequency,Hz,-6,0,7,Hz,-6,3,,,Operational
bufr4/0/02/128,02,BUFR/CREX Instrumentation,002128,Intermediate frequency bandwidth,Hz,-5,0,6,Hz,-5,2,,,Operational
bufr4/0/02/129,02,BUFR/CREX Instrumentation,002129,Minimum detectable signal,dB,0,-150,5,dB,0,3,,,Operational
bufr4/0/02/130,02,BUFR/CREX Instrumentation,002130,Dynamic range,dB,0,0,7,dB,0,3,,,Operational
bufr4/0/02/131,02,BUFR/CREX Instrumentation,002131,Sensitivity time control (STC),Flag table,0,0,2,Flag table,0,1,,,Operational
bufr4/0/02/132,02,BUFR/CREX Instrumentation,002132,Azimuth pointing accuracy,°,2,0,6,°,2,2,,,Operational
bufr4/0/02/133,02,BUFR/CREX Instrumentation,002133,Elevation pointing accuracy,°,2,0,6,°,2,2,,,Operational
bufr4/0/02/134,02,BUFR/CREX Instrumentation,002134,Antenna beam azimuth,°,2,0,16,°,2,5,,,Operational
bufr4/0/02/135,02,BUFR/CREX Instrumentation,002135,Antenna elevation,°,2,-9000,15,°,2,5,,,Operational
bufr4/0/02/136,02,BUFR/CREX Instrumentation,002136,Range processed by range attenuation correction,m,-3,0,16,m,-3,5,,,Operational
bufr4/0/02/137,02,BUFR/CREX Instrumentation,002137,Radar dual PRF ratio,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/138,02,BUFR/CREX Instrumentation,002138,Antenna rotation direction,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/02/139,02,BUFR/CREX Instrumentation,002139,SIRAL instrument configuration,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/02/140,02,BUFR/CREX Instrumentation,002140,Satellite radar beam azimuth angle,°,0,0,9,°,0,3,(see Note 4),,Operational
bufr4/0/02/141,02,BUFR/CREX Instrumentation,002141,Measurement type,CCITT IA5,0,0,24,Character,0,3,,,Operational
bufr4/0/02/142,02,BUFR/CREX Instrumentation,002142,Ozone instrument serial number/ identification,CCITT IA5,0,0,32,Character,0,4,(see Note 5),,Operational
bufr4/0/02/143,02,BUFR/CREX Instrumentation,002143,Ozone instrument type,Code table,,0 0,7,Code table,0,3,,,Operational
bufr4/0/02/144,02,BUFR/CREX Instrumentation,002144,Light source type for Brewer spectrophotometer,Code table,,0 0,4,Code table,0,2,,,Operational
bufr4/0/02/145,02,BUFR/CREX Instrumentation,002145,Wavelength setting for Dobson instruments,Code table,,0 0,4,Code table,0,2,,,Operational
bufr4/0/02/146,02,BUFR/CREX Instrumentation,002146,Source conditions for Dobson instruments,Code table,,0 0,4,Code table,0,2,,,Operational
bufr4/0/02/147,02,BUFR/CREX Instrumentation,002147,Method of transmission to collection centre,Code table,,0 0,6,Code table,0,2,,,Operational
bufr4/0/02/148,02,BUFR/CREX Instrumentation,002148,Data collection and/or location system,Code table,,0 0,5,Code table,0,2,,,Operational
bufr4/0/02/149,02,BUFR/CREX Instrumentation,002149,Type of data buoy,Code table,,0 0,6,Code table,0,2,,,Operational
bufr4/0/02/150,02,BUFR/CREX Instrumentation,002150,TOVS/ATOVS/AVHRR instrumentation channel number,Code table,,0 0,6,Code table,0,2,,,Operational
bufr4/0/02/151,02,BUFR/CREX Instrumentation,002151,Radiometer identifier,Code table,,0 0,11,Code table,0,4,,,Operational
bufr4/0/02/152,02,BUFR/CREX Instrumentation,002152,Satellite instrument used in data processingFlag table,,,0 0,31,Flag table,0,10,(see Note 6),,Operational
bufr4/0/02/153,02,BUFR/CREX Instrumentation,002153,Satellite channel centre frequency,Hz,,-8 0,26,Hz,-8,8,,,Operational
bufr4/0/02/154,02,BUFR/CREX Instrumentation,002154,Satellite channel band width,Hz,,-8 0,26,Hz,-8,8,,,Operational
bufr4/0/02/155,02,BUFR/CREX Instrumentation,002155,Satellite channel wavelength,m,,9 0,16,m,9,5,,,Operational
bufr4/0/02/156,02,BUFR/CREX Instrumentation,002156,Percentage of valid KU ocean retracker measurements %,,,0 0,7,%,0,3,,,Operational
bufr4/0/02/157,02,BUFR/CREX Instrumentation,002157,Percentage of valid S ocean retracker measurements,%,,0 0,7,%,0,3,,,Operational
bufr4/0/02/158,02,BUFR/CREX Instrumentation,002158,RA-2 instrument,Flag table,,0 0,9,Flag table,0,3,,,Operational
bufr4/0/02/159,02,BUFR/CREX Instrumentation,002159,MWR instrument,Flag table,,0 0,8,Flag table,0,3,,,Operational
bufr4/0/02/160,02,BUFR/CREX Instrumentation,002160,Wavelength of the radar,Code table,,0 0,4,Code table,0,2,,,Operational
bufr4/0/02/161,02,BUFR/CREX Instrumentation,002161,Wind processing method,Flag table,,0 0,16,Flag table,0,6,,,Operational
bufr4/0/02/162,02,BUFR/CREX Instrumentation,002162,Extended height assignment method,Code table,,0 0,6,Code table,0,2,,,Operational
bufr4/0/02/163,02,BUFR/CREX Instrumentation,002163,Height assignment method,Code table,,0 0,4,Code table,0,2,,,Operational
bufr4/0/02/164,02,BUFR/CREX Instrumentation,002164,Tracer correlation method,Code table,,0 0,3,Code table,0,1,,,Operational
bufr4/0/02/165,02,BUFR/CREX Instrumentation,002165,Radiance type flags,Flag table,,0 0,15,Flag table,0,5,,,Operational
bufr4/0/02/166,02,BUFR/CREX Instrumentation,002166,Radiance type,Code table,,0 0,4,Code table,0,2,,,Operational
bufr4/0/02/167,02,BUFR/CREX Instrumentation,002167,Radiance computational method,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/168,02,BUFR/CREX Instrumentation,002168,Hydrostatic pressure of lower end of cable (thermistor string),Pa,-3,0,16,kPa,0,5,,,Operational
bufr4/0/02/169,02,BUFR/CREX Instrumentation,002169,Anemometer type,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/170,02,BUFR/CREX Instrumentation,002170,Aircraft humidity sensors,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/02/171,02,BUFR/CREX Instrumentation,002171,Instrument serial number for water temperature profile measurement,CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/02/172,02,BUFR/CREX Instrumentation,002172,Product type for retrieved atmospheric gases,Code table 2,0,0,8,Code table 2,0,3,,,Operational
bufr4/0/02/173,02,BUFR/CREX Instrumentation,002173,Square of the off-nadir angledegree,,4,0,10,degree,4,4,(see Note 7),,Operational
bufr4/0/02/174,02,BUFR/CREX Instrumentation,002174,Mean across track pixel number,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/02/175,02,BUFR/CREX Instrumentation,002175,Method of precipitation measurement,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/176,02,BUFR/CREX Instrumentation,002176,Method of state of ground measurement Code table,,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/177,02,BUFR/CREX Instrumentation,002177,Method of snow depth measurement,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/178,02,BUFR/CREX Instrumentation,002178,Method of liquid content measurement of precipitation,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/179,02,BUFR/CREX Instrumentation,002179,Type of sky condition algorithm,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/180,02,BUFR/CREX Instrumentation,002180,Main present weather detecting system Code table,,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/181,02,BUFR/CREX Instrumentation,002181,Supplementary present weather sensor Flag table,,0,0,21,Flag table,0,7,,,Operational
bufr4/0/02/182,02,BUFR/CREX Instrumentation,002182,Visibility measurement system,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/183,02,BUFR/CREX Instrumentation,002183,Cloud detection system,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/184,02,BUFR/CREX Instrumentation,002184,Type of lightning detection sensor,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/185,02,BUFR/CREX Instrumentation,002185,Method of evaporation measurement,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/186,02,BUFR/CREX Instrumentation,002186,Capability to detect precipitation phenomena,Flag table,0,0,30,Flag table,0,10,,,Operational
bufr4/0/02/187,02,BUFR/CREX Instrumentation,002187,Capability to detect other weather phenomena,Flag table,0,0,18,Flag table,0,6,,,Operational
bufr4/0/02/188,02,BUFR/CREX Instrumentation,002188,Capability to detect obscuration,Flag table,0,0,21,Flag table,0,7,,,Operational
bufr4/0/02/189,02,BUFR/CREX Instrumentation,002189,Capability to discriminate lightning strikes,Flag table,0,0,12,Flag table,0,4,,,Operational
bufr4/0/02/190,02,BUFR/CREX Instrumentation,002190,Lagrangian drifter submergence (% time submerged),%,0,0,7,%,0,3,,,Operational
bufr4/0/02/191,02,BUFR/CREX Instrumentation,002191,Geopotential height calculation,Code table,0 -4,"0 2 deg , Common minimum value 0, Common maximum value 900.",4,Code table,0,2,,,Operational
