Id,ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit_en,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_en,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
bufr4/0/15/021,15,BUFR/CREX Physical/chemical constituents,015021,Integrated mass density,–2 kg m,11,0,31,–2 kg m,11,10,,,Operational
bufr4/0/15/024,15,BUFR/CREX Physical/chemical constituents,015024,Optical depth,Numeric,4,0,24,Numeric,4,8,,,Operational
bufr4/0/15/025,15,BUFR/CREX Physical/chemical constituents,015025,Type of pollutant,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/15/026,15,BUFR/CREX Physical/chemical constituents,015026,–1 Concentration of pollutant (mol mol ),–1 mol mol,9,0,9,–1 mol mol,9,3,,,Operational
bufr4/0/15/027,15,BUFR/CREX Physical/chemical constituents,015027,–3 Concentration of pollutant (kg m ),–3 kg m,9,0,10,–3 kg m,9,4,,,Operational
bufr4/0/15/028,15,BUFR/CREX Physical/chemical constituents,015028,Mole fraction of atmospheric constituent/pollutant in dry air,‰,5,0,16,‰,5,5,,,Operational
bufr4/0/15/029,15,BUFR/CREX Physical/chemical constituents,015029,Extinction coefficient,–1 m,9,0,30,–1 m,9,10,,,Operational
bufr4/0/15/030,15,BUFR/CREX Physical/chemical constituents,015030,Aerosol contamination index,Numeric,2,-1000,12,Numeric,2,4,(see Note 6),,Operational
bufr4/0/15/031,15,BUFR/CREX Physical/chemical constituents,015031,Atmospheric path delay in satellite signal m,,4,10000,15,m,4,5,,,Operational
bufr4/0/15/032,15,BUFR/CREX Physical/chemical constituents,015032,Estimated error in atmospheric path delay,m,4,0,10,m,4,4,,,Operational
bufr4/0/15/033,15,BUFR/CREX Physical/chemical constituents,015033,Difference in path delays for limb views at extremes of scan,m,5,-10000,15,m,5,5,,,Operational
bufr4/0/15/034,15,BUFR/CREX Physical/chemical constituents,015034,Estimated error in path delay difference,m,5,0,14,m,5,5,,,Operational
bufr4/0/15/035,15,BUFR/CREX Physical/chemical constituents,015035,Component of zenith path delay due to water vapour,m,4,0,14,m,4,5,,,Operational
bufr4/0/15/036,15,BUFR/CREX Physical/chemical constituents,015036,Atmospheric refractivity,N units,3,0,19,N units,3,6,(see Note 5),,Operational
bufr4/0/15/037,15,BUFR/CREX Physical/chemical constituents,015037,Bending angle,rad,8,-100000,23,rad,8,7,,,Operational
bufr4/0/15/041,15,BUFR/CREX Physical/chemical constituents,015041,Sulphur dioxide index,Numeric,2,-1200,14,Numeric,2,4,(see Note 7),,Operational
bufr4/0/15/042,15,BUFR/CREX Physical/chemical constituents,015042,Reflectance,%,2,0,14,%,2,5,,,Operational
bufr4/0/15/045,15,BUFR/CREX Physical/chemical constituents,015045,Sulphur dioxide,DU,2,-2000,15,DU,2,5,(see Note 8),,Operational
bufr4/0/15/046,15,BUFR/CREX Physical/chemical constituents,015046,Volcano contamination indexNumeric,,2,-1000,11,Numeric,2,4,(see Note 9),,Operational
bufr4/0/15/049,15,BUFR/CREX Physical/chemical constituents,015049,Aerosol Angstrom wavelength exponent,Numeric,3,-2000,14,Numeric,3,5,,,Operational
bufr4/0/15/051,15,BUFR/CREX Physical/chemical constituents,015051,Meteorological optical range,m–3,0,0,18,m–3,0,6,,,Operational
bufr4/0/15/052,15,BUFR/CREX Physical/chemical constituents,015052,Log of number density of aerosol 10 particles with diameter greater than 5 nm,log(m )–3,1,60,6,log(m )–3,1,3,,,Operational
bufr4/0/15/053,15,BUFR/CREX Physical/chemical constituents,015053,Log of number density of aerosol 10 particles with diameter greater than 14 nm,log(m )–3,2,600,9,log(m )–3,2,4,,,Operational
bufr4/0/15/054,15,BUFR/CREX Physical/chemical constituents,015054,Log of number density of aerosol 10 particles with diameter between 0.25 and 2.5 µm,log(m ),2,550,9,log(m ),2,4,,,Operational
bufr4/0/15/055,15,BUFR/CREX Physical/chemical constituents,015055,Non-volatile aerosol ratio,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/15/062,15,BUFR/CREX Physical/chemical constituents,015062,Aerosol optical thickness,Numeric–1–1,3,-1000,14,Numeric–1–1,3,5,,,Operational
bufr4/0/15/063,15,BUFR/CREX Physical/chemical constituents,015063,Attenuated backscatter,m sr–1–1,8,0,20,m sr–1–1,8,7,,,Operational
bufr4/0/15/064,15,BUFR/CREX Physical/chemical constituents,015064,Uncertainty in attenuated backscatter,m sr,8,0,20,m sr,8,7,,,Operational
bufr4/0/15/065,15,BUFR/CREX Physical/chemical constituents,015065,Particle backscatter coefficient,m sr–1–1,8,0,20,m sr–1–1,8,7,,,Operational
bufr4/0/15/066,15,BUFR/CREX Physical/chemical constituents,015066,Uncertainty in particle backscatter coefficient,m sr–1,8,0,20,r m s–1,8,7,,,Operational
bufr4/0/15/067,15,BUFR/CREX Physical/chemical constituents,015067,Particle extinction coefficient,m–1,8,0,20,m–1,8,7,,,Operational
bufr4/0/15/068,15,BUFR/CREX Physical/chemical constituents,015068,Uncertainty in particle extinction coefficient,m,8,0,20,m,8,7,,,Operational
bufr4/0/15/069,15,BUFR/CREX Physical/chemical constituents,015069,Particle lidar ratio,sr,2,0,14,sr,2,5,,,Operational
bufr4/0/15/070,15,BUFR/CREX Physical/chemical constituents,015070,Uncertainty in lidar ratio,sr,2,0,14,sr,2,5,,,Operational
bufr4/0/15/071,15,BUFR/CREX Physical/chemical constituents,015071,Particle depolarization ratio,%,2,0,14,%,2,5,,,Operational
bufr4/0/15/072,15,BUFR/CREX Physical/chemical constituents,015072,"Uncertainty in depolarization ratio is the partial pressure of ozone, measured at the pressure level identified by 0 07 004. (CF) is defined as: is the value obtained as the result of the vertical integration of the sounding values (0 15 003) measured below the lowest pressure level reached by the N , is related to the refractive index,","% n , by the formula",2 6 N n = 10 ( - 1).,0 N is therefore dimensionless but values computed by the formula are by,14,%,2,5,,,Operational
