Id,ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit_en,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_en,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
bufr4/0/12/017,12,BUFR/CREX Temperature,012017,"Minimum temperature at 2 m, past 24 hours",K,1,0,12,°C,1,3,,,Operational
bufr4/0/12/021,12,BUFR/CREX Temperature,012021,Maximum temperature at 2 m,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/022,12,BUFR/CREX Temperature,012022,Minimum temperature at 2 m,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/023,12,BUFR/CREX Temperature,012023,Temperature,°C,0,-99,8,°C,0,2,,,Operational
bufr4/0/12/024,12,BUFR/CREX Temperature,012024,Dewpoint temperature,°C,0,-99,8,°C,0,2,,,Operational
bufr4/0/12/030,12,BUFR/CREX Temperature,012030,Soil temperature,K,1,0,12,°C,1,3,,,Operational
bufr4/0/12/049,12,BUFR/CREX Temperature,012049,Temperature change over specified period,K,0,-30,6,°C,0,2,,,Operational
bufr4/0/12/051,12,BUFR/CREX Temperature,012051,Standard deviation temperature,K,1,0,10,°C,1,3,,,Operational
bufr4/0/12/052,12,BUFR/CREX Temperature,012052,Highest daily mean temperature,K,1,0,12,°C,1,3,,,Operational
bufr4/0/12/053,12,BUFR/CREX Temperature,012053,Lowest daily mean temperature,K,1,0,12,°C,1,3,,,Operational
bufr4/0/12/060,12,BUFR/CREX Temperature,012060,AWS enclosure internal temperature,K,1,0,12,°C,1,3,,,Operational
bufr4/0/12/061,12,BUFR/CREX Temperature,012061,Skin temperature,K,1,0,12,°C,1,3,,,Operational
bufr4/0/12/062,12,BUFR/CREX Temperature,012062,Equivalent black body temperature,K,1,0,12,°C,1,3,,,Operational
bufr4/0/12/063,12,BUFR/CREX Temperature,012063,Brightness temperature,K,1,0,12,°C,1,3,,,Operational
bufr4/0/12/064,12,BUFR/CREX Temperature,012064,Instrument temperature,K,1,0,12,K,1,4,,,Operational
bufr4/0/12/065,12,BUFR/CREX Temperature,012065,Standard deviation brightness temperature,K,1,0,12,K,1,4,,,Operational
bufr4/0/12/066,12,BUFR/CREX Temperature,012066,Antenna temperature,K,2,0,16,°C,2,5,,,Operational
bufr4/0/12/070,12,BUFR/CREX Temperature,012070,Warm load temperature,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/071,12,BUFR/CREX Temperature,012071,Coldest cluster temperature,K–2–1,1,0,12,K–2–1,1,4,,,Operational
bufr4/0/12/072,12,BUFR/CREX Temperature,012072,Radiance,W m sr–3–1,6,0,31,W m sr–3–1,6,9,,,Operational
bufr4/0/12/075,12,BUFR/CREX Temperature,012075,Spectral radiance,W m sr–2–1,-3,0,16,W m sr–2–1,-3,5,,,Operational
bufr4/0/12/076,12,BUFR/CREX Temperature,012076,Radiance,W m sr,3,0,16,W m sr,3,5,(see Note 2),,Operational
bufr4/0/12/080,12,BUFR/CREX Temperature,012080,Brightness temperature real part,K,2,-10000,16,K,2,5,,,Operational
bufr4/0/12/081,12,BUFR/CREX Temperature,012081,Brightness temperature imaginary part,K,2,-10000,16,K,2,5,,,Operational
bufr4/0/12/082,12,BUFR/CREX Temperature,012082,Pixel radiometric accuracy,K,2,0,12,K,2,4,,,Operational
bufr4/0/12/101,12,BUFR/CREX Temperature,012101,Temperature/air temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/102,12,BUFR/CREX Temperature,012102,Wet-bulb temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/103,12,BUFR/CREX Temperature,012103,Dewpoint temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/104,12,BUFR/CREX Temperature,012104,Air temperature at 2 m,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/105,12,BUFR/CREX Temperature,012105,Web-bulb temperature at 2 m,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/106,12,BUFR/CREX Temperature,012106,Dewpoint temperature at 2 m,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/107,12,BUFR/CREX Temperature,012107,Virtual temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/111,12,BUFR/CREX Temperature,012111,"Maximum temperature, at height and over period specified",K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/112,12,BUFR/CREX Temperature,012112,"Minimum temperature, at height and over period specified",K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/113,12,BUFR/CREX Temperature,012113,"Ground minimum temperature, past 12 hours",K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/114,12,BUFR/CREX Temperature,012114,"Maximum temperature at 2 m, past 12 hours",K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/115,12,BUFR/CREX Temperature,012115,"Minimum temperature at 2 m, past 12 hours",K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/116,12,BUFR/CREX Temperature,012116,"Maximum temperature at 2 m, past 24 hours",K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/117,12,BUFR/CREX Temperature,012117,"Minimum temperature at 2 m, past 24 hours",K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/118,12,BUFR/CREX Temperature,012118,"Maximum temperature at height specified, past 24 hours",K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/119,12,BUFR/CREX Temperature,012119,"Minimum temperature at height specified, past 24 hours",K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/120,12,BUFR/CREX Temperature,012120,Ground temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/121,12,BUFR/CREX Temperature,012121,Ground minimum temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/122,12,BUFR/CREX Temperature,012122,Ground minimum temperature of the preceding night,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/128,12,BUFR/CREX Temperature,012128,Road surface temperature,K,2,0,16,°C,2,5,,,Operational
bufr4/0/12/129,12,BUFR/CREX Temperature,012129,Road subsurface temperature,K,2,0,16,°C,2,5,,,Operational
bufr4/0/12/130,12,BUFR/CREX Temperature,012130,Soil temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/131,12,BUFR/CREX Temperature,012131,Snow temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/132,12,BUFR/CREX Temperature,012132,Ice surface temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/151,12,BUFR/CREX Temperature,012151,Standard deviation of daily mean temperature,K,2,0,12,°C,2,4,,,Operational
bufr4/0/12/152,12,BUFR/CREX Temperature,012152,Highest daily mean temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/153,12,BUFR/CREX Temperature,012153,Lowest daily mean temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/158,12,BUFR/CREX Temperature,012158,Noise-equivalent delta temperature while viewing cold target,K,2,0,12,°C,2,4,,,Operational
bufr4/0/12/159,12,BUFR/CREX Temperature,012159,Noise-equivalent delta temperature while viewing warm target,K,2,0,12,°C,2,4,,,Operational
bufr4/0/12/161,12,BUFR/CREX Temperature,012161,Skin temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/162,12,BUFR/CREX Temperature,012162,Equivalent black body temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/163,12,BUFR/CREX Temperature,012163,Brightness temperature,K,2,0,16,°C,2,4,,,Operational
bufr4/0/12/164,12,BUFR/CREX Temperature,012164,Instrument temperature,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/165,12,BUFR/CREX Temperature,012165,Direct sun brightness temperature,K,0,0,23,K,0,7,,,Operational
bufr4/0/12/166,12,BUFR/CREX Temperature,012166,Snapshot accuracy,K,1,-4000,13,K,1,4,,,Operational
bufr4/0/12/167,12,BUFR/CREX Temperature,012167,Radiometric accuracy (pure polarization),K,1,0,9,K,1,3,,,Operational
bufr4/0/12/168,12,BUFR/CREX Temperature,012168,Radiometric accuracy (cross polarization),K,1,0,9,K,1,3,,,Operational
bufr4/0/12/171,12,BUFR/CREX Temperature,012171,Coldest cluster temperature,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/180,12,BUFR/CREX Temperature,012180,Averaged 12 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/181,12,BUFR/CREX Temperature,012181,Averaged 11 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/182,12,BUFR/CREX Temperature,012182,Averaged 3.7 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/183,12,BUFR/CREX Temperature,012183,"Averaged 12 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5,,,Operational
bufr4/0/12/184,12,BUFR/CREX Temperature,012184,"Averaged 11 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5,,,Operational
bufr4/0/12/185,12,BUFR/CREX Temperature,012185,"Averaged 3.7 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5,,,Operational
bufr4/0/12/186,12,BUFR/CREX Temperature,012186,Mean nadir sea-surface temperature,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/187,12,BUFR/CREX Temperature,012187,Mean dual view sea-surface temperature,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/188,12,BUFR/CREX Temperature,012188,Interpolated 23.8 GHz brightness T from MWR K,,2,0,16,K,2,5,,,Operational
bufr4/0/12/189,12,BUFR/CREX Temperature,012189,Interpolated 36.5 GHz brightness T from MWR K,,2,0,16,K,2,5,,,Operational
